chr pos counts norm sample
chrM 5363 3 14.7587851682928 con1-ready
chrM 5364 4 19.6783802243904 con1-ready
chrM 5365 4 19.6783802243904 con1-ready
chrM 5366 6 29.5175703365856 con1-ready
chrM 5367 6 29.5175703365856 con1-ready
chrM 5368 8 39.3567604487808 con1-ready
chrM 5369 8 39.3567604487808 con1-ready
chrM 5370 8 39.3567604487808 con1-ready
chrM 5371 8 39.3567604487808 con1-ready
chrM 5372 11 54.1155456170736 con1-ready
chrM 5373 11 54.1155456170736 con1-ready
chrM 5374 12 59.0351406731712 con1-ready
chrM 5375 14 68.8743307853664 con1-ready
chrM 5376 23 113.150686290245 con1-ready
chrM 5377 26 127.909471458538 con1-ready
chrM 5378 26 127.909471458538 con1-ready
chrM 5379 27 132.829066514635 con1-ready
chrM 5380 27 132.829066514635 con1-ready
chrM 5381 27 132.829066514635 con1-ready
chrM 5382 27 132.829066514635 con1-ready
chrM 5383 27 132.829066514635 con1-ready
chrM 5384 27 132.829066514635 con1-ready
chrM 5385 28 137.748661570733 con1-ready
chrM 5386 28 137.748661570733 con1-ready
chrM 5387 28 137.748661570733 con1-ready
chrM 5388 30 147.587851682928 con1-ready
chrM 5389 32 157.427041795123 con1-ready
chrM 5390 32 157.427041795123 con1-ready
chrM 5391 32 157.427041795123 con1-ready
chrM 5392 32 157.427041795123 con1-ready
chrM 5393 32 157.427041795123 con1-ready
chrM 5394 34 167.266231907318 con1-ready
chrM 5395 34 167.266231907318 con1-ready
chrM 5396 34 167.266231907318 con1-ready
chrM 5397 34 167.266231907318 con1-ready
chrM 5398 34 167.266231907318 con1-ready
chrM 5399 34 167.266231907318 con1-ready
chrM 5400 46 226.30137258049 con1-ready
chrM 5401 46 226.30137258049 con1-ready
chrM 5402 46 226.30137258049 con1-ready
chrM 5403 46 226.30137258049 con1-ready
chrM 5404 46 226.30137258049 con1-ready
chrM 5405 46 226.30137258049 con1-ready
chrM 5406 46 226.30137258049 con1-ready
chrM 5407 46 226.30137258049 con1-ready
chrM 5408 46 226.30137258049 con1-ready
chrM 5409 46 226.30137258049 con1-ready
chrM 5410 46 226.30137258049 con1-ready
chrM 5411 46 226.30137258049 con1-ready
chrM 5412 46 226.30137258049 con1-ready
chrM 5413 42 206.622992356099 con1-ready
chrM 5414 42 206.622992356099 con1-ready
chrM 5415 41 201.703397300002 con1-ready
chrM 5416 40 196.783802243904 con1-ready
chrM 5417 40 196.783802243904 con1-ready
chrM 5418 34 167.266231907318 con1-ready
chrM 5419 34 167.266231907318 con1-ready
chrM 5420 34 167.266231907318 con1-ready
chrM 5421 33 162.346636851221 con1-ready
chrM 5422 33 162.346636851221 con1-ready
chrM 5423 36 177.105422019514 con1-ready
chrM 5424 37 182.025017075611 con1-ready
chrM 5425 28 137.748661570733 con1-ready
chrM 5426 25 122.98987640244 con1-ready
chrM 5427 25 122.98987640244 con1-ready
chrM 5428 24 118.070281346342 con1-ready
chrM 5429 24 118.070281346342 con1-ready
chrM 5430 24 118.070281346342 con1-ready
chrM 5431 24 118.070281346342 con1-ready
chrM 5432 24 118.070281346342 con1-ready
chrM 5433 24 118.070281346342 con1-ready
chrM 5434 24 118.070281346342 con1-ready
chrM 5435 23 113.150686290245 con1-ready
chrM 5436 23 113.150686290245 con1-ready
chrM 5437 23 113.150686290245 con1-ready
chrM 5438 20 98.391901121952 con1-ready
chrM 5439 20 98.391901121952 con1-ready
chrM 5440 21 103.31149617805 con1-ready
chrM 5441 22 108.231091234147 con1-ready
chrM 5442 24 118.070281346342 con1-ready
chrM 5443 24 118.070281346342 con1-ready
chrM 5444 24 118.070281346342 con1-ready
chrM 5445 24 118.070281346342 con1-ready
chrM 5446 24 118.070281346342 con1-ready
chrM 5447 24 118.070281346342 con1-ready
chrM 5448 24 118.070281346342 con1-ready
chrM 5449 24 118.070281346342 con1-ready
chrM 5450 12 59.0351406731712 con1-ready
chrM 5451 12 59.0351406731712 con1-ready
chrM 5452 12 59.0351406731712 con1-ready
chrM 5453 12 59.0351406731712 con1-ready
chrM 5454 12 59.0351406731712 con1-ready
chrM 5455 12 59.0351406731712 con1-ready
chrM 5456 12 59.0351406731712 con1-ready
chrM 5457 12 59.0351406731712 con1-ready
chrM 5458 12 59.0351406731712 con1-ready
chrM 5459 12 59.0351406731712 con1-ready
chrM 5460 12 59.0351406731712 con1-ready
chrM 5461 12 59.0351406731712 con1-ready
chrM 5462 12 59.0351406731712 con1-ready
chrM 5463 12 59.0351406731712 con1-ready
chrM 5464 12 59.0351406731712 con1-ready
chrM 5465 12 59.0351406731712 con1-ready
chrM 5466 12 59.0351406731712 con1-ready
chrM 5467 12 59.0351406731712 con1-ready
chrM 5468 12 59.0351406731712 con1-ready
chrM 5469 12 59.0351406731712 con1-ready
chrM 5470 12 59.0351406731712 con1-ready
chrM 5471 12 59.0351406731712 con1-ready
chrM 5472 12 59.0351406731712 con1-ready
chrM 5473 9 44.2763555048784 con1-ready
chrM 5474 8 39.3567604487808 con1-ready
chrM 5475 7 34.4371653926832 con1-ready
chrM 5476 7 34.4371653926832 con1-ready
chrM 5477 7 34.4371653926832 con1-ready
chrM 5478 7 34.4371653926832 con1-ready
chrM 5479 7 34.4371653926832 con1-ready
chrM 5480 7 34.4371653926832 con1-ready
chrM 5481 7 34.4371653926832 con1-ready
chrM 5482 7 34.4371653926832 con1-ready
chrM 5483 7 34.4371653926832 con1-ready
chrM 5484 7 34.4371653926832 con1-ready
chrM 5485 7 34.4371653926832 con1-ready
chrM 5486 8 39.3567604487808 con1-ready
chrM 5487 8 39.3567604487808 con1-ready
chrM 5488 7 34.4371653926832 con1-ready
chrM 5489 7 34.4371653926832 con1-ready
chrM 5490 6 29.5175703365856 con1-ready
chrM 5491 2 9.8391901121952 con1-ready
chrM 5492 1 4.9195950560976 con1-ready
chrM 5493 1 4.9195950560976 con1-ready
chrM 5494 1 4.9195950560976 con1-ready
chrM 5495 1 4.9195950560976 con1-ready
chrM 5496 1 4.9195950560976 con1-ready
chrM 5497 1 4.9195950560976 con1-ready
chrM 5498 1 4.9195950560976 con1-ready
chrM 5499 1 4.9195950560976 con1-ready
chrM 5500 1 4.9195950560976 con1-ready
chrM 5501 1 4.9195950560976 con1-ready
chrM 5502 1 4.9195950560976 con1-ready
chrM 5503 1 4.9195950560976 con1-ready
chrM 5504 1 4.9195950560976 con1-ready
chrM 5505 1 4.9195950560976 con1-ready
chrM 5506 1 4.9195950560976 con1-ready
chrM 5507 1 4.9195950560976 con1-ready
chrM 5508 1 4.9195950560976 con1-ready
chrM 5509 1 4.9195950560976 con1-ready
chrM 5510 1 4.9195950560976 con1-ready
chrM 5511 3 14.7587851682928 con1-ready
chrM 5512 3 14.7587851682928 con1-ready
chrM 5513 3 14.7587851682928 con1-ready
chrM 5514 4 19.6783802243904 con1-ready
chrM 5515 4 19.6783802243904 con1-ready
chrM 5516 4 19.6783802243904 con1-ready
chrM 5517 4 19.6783802243904 con1-ready
chrM 5518 4 19.6783802243904 con1-ready
chrM 5519 4 19.6783802243904 con1-ready
chrM 5520 4 19.6783802243904 con1-ready
chrM 5521 7 34.4371653926832 con1-ready
chrM 5522 7 34.4371653926832 con1-ready
chrM 5523 7 34.4371653926832 con1-ready
chrM 5524 7 34.4371653926832 con1-ready
chrM 5525 7 34.4371653926832 con1-ready
chrM 5526 7 34.4371653926832 con1-ready
chrM 5527 7 34.4371653926832 con1-ready
chrM 5528 7 34.4371653926832 con1-ready
chrM 5529 8 39.3567604487808 con1-ready
chrM 5530 8 39.3567604487808 con1-ready
chrM 5531 8 39.3567604487808 con1-ready
chrM 5532 8 39.3567604487808 con1-ready
chrM 5533 8 39.3567604487808 con1-ready
chrM 5534 8 39.3567604487808 con1-ready
chrM 5535 8 39.3567604487808 con1-ready
chrM 5536 7 34.4371653926832 con1-ready
chrM 5537 8 39.3567604487808 con1-ready
chrM 5538 8 39.3567604487808 con1-ready
chrM 5539 8 39.3567604487808 con1-ready
chrM 5540 8 39.3567604487808 con1-ready
chrM 5541 8 39.3567604487808 con1-ready
chrM 5542 8 39.3567604487808 con1-ready
chrM 5543 8 39.3567604487808 con1-ready
chrM 5544 8 39.3567604487808 con1-ready
chrM 5545 8 39.3567604487808 con1-ready
chrM 5546 8 39.3567604487808 con1-ready
chrM 5547 9 44.2763555048784 con1-ready
chrM 5548 9 44.2763555048784 con1-ready
chrM 5549 9 44.2763555048784 con1-ready
chrM 5550 9 44.2763555048784 con1-ready
chrM 5551 9 44.2763555048784 con1-ready
chrM 5552 9 44.2763555048784 con1-ready
chrM 5553 9 44.2763555048784 con1-ready
chrM 5554 9 44.2763555048784 con1-ready
chrM 5555 9 44.2763555048784 con1-ready
chrM 5556 9 44.2763555048784 con1-ready
chrM 5557 9 44.2763555048784 con1-ready
chrM 5558 9 44.2763555048784 con1-ready
chrM 5559 9 44.2763555048784 con1-ready
chrM 5560 9 44.2763555048784 con1-ready
chrM 5561 6 29.5175703365856 con1-ready
chrM 5562 6 29.5175703365856 con1-ready
chrM 5563 6 29.5175703365856 con1-ready
chrM 5564 6 29.5175703365856 con1-ready
chrM 5565 6 29.5175703365856 con1-ready
chrM 5566 6 29.5175703365856 con1-ready
chrM 5567 6 29.5175703365856 con1-ready
chrM 5568 6 29.5175703365856 con1-ready
chrM 5569 7 34.4371653926832 con1-ready
chrM 5570 7 34.4371653926832 con1-ready
chrM 5571 4 19.6783802243904 con1-ready
chrM 5572 4 19.6783802243904 con1-ready
chrM 5573 4 19.6783802243904 con1-ready
chrM 5574 4 19.6783802243904 con1-ready
chrM 5575 4 19.6783802243904 con1-ready
chrM 5576 4 19.6783802243904 con1-ready
chrM 5577 4 19.6783802243904 con1-ready
chrM 5578 3 14.7587851682928 con1-ready
chrM 5579 3 14.7587851682928 con1-ready
chrM 5580 3 14.7587851682928 con1-ready
chrM 5581 3 14.7587851682928 con1-ready
chrM 5582 3 14.7587851682928 con1-ready
chrM 5583 3 14.7587851682928 con1-ready
chrM 5584 6 29.5175703365856 con1-ready
chrM 5585 6 29.5175703365856 con1-ready
chrM 5586 7 34.4371653926832 con1-ready
chrM 5587 6 29.5175703365856 con1-ready
chrM 5588 10 49.195950560976 con1-ready
chrM 5589 12 59.0351406731712 con1-ready
chrM 5590 21 103.31149617805 con1-ready
chrM 5591 21 103.31149617805 con1-ready
chrM 5592 22 108.231091234147 con1-ready
chrM 5593 52 255.818942917075 con1-ready
chrM 5594 54 265.658133029271 con1-ready
