baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000173110	3838.37986983668	5.32531389252217	0.41788241608486	12.7435701708032	3.38540735059913e-37	7.1151106287542e-33
ENSG00000189060	209.217765846185	3.7462181696375	0.354314437994106	10.5731456805602	3.96952095126889e-26	4.17137109164091e-22
ENSG00000148400	580.495935975751	2.93293262000811	0.30006696592623	9.77426025872221	1.45214235912279e-22	1.01732253205612e-18
ENSG00000171931	86.0164986002656	-4.53811656374267	0.480020035491271	-9.45401489147881	3.26077812183694e-21	1.71329434466617e-17
ENSG00000142178	2931.6778561494	2.19644664738814	0.248659662253557	8.83314417578688	1.01773707003515e-18	4.27795600018576e-15
ENSG00000124575	774.651887083741	3.46230200259712	0.402046118278315	8.61170359615399	7.19827608456288e-18	2.5214361411543e-14
ENSG00000167280	501.531497884354	3.178972525209	0.372132452163796	8.54258344501963	1.31253855295529e-17	3.94080325249447e-14
ENSG00000026559	627.397350134225	3.24698840228009	0.382704115757967	8.48433102384918	2.16963301882244e-17	5.69989714457391e-14
ENSG00000225217	61.3241168919494	4.93837453412943	0.587139211491834	8.41090909527529	4.06844958587418e-17	9.50073388292417e-14
ENSG00000163082	39.7869337937249	-4.4265652754399	0.528717076870272	-8.37227596589625	5.65159007297592e-17	1.18779468563735e-13
ENSG00000099958	141.804996352688	4.37593090484941	0.524263352663261	8.34681822145236	7.01265235003871e-17	1.3398628585524e-13
ENSG00000184557	485.48333812985	2.0048942715437	0.244134475458198	8.21225379078832	2.17074848028176e-16	3.80188506750681e-13
ENSG00000141639	185.024109902502	2.77293719626898	0.338678397848629	8.18752307169097	2.66657123981005e-16	4.31102521131445e-13
ENSG00000241322	100.799452680273	-3.66177613840621	0.449820808548134	-8.14052188965014	3.93577668853681e-16	5.90844419021272e-13
ENSG00000101096	274.035512238662	2.30805157283815	0.286944709151	8.04354113957048	8.72788876913537e-16	1.22289358840612e-12
ENSG00000128342	253.295282956086	2.89398998577488	0.36039859481406	8.02997022579396	9.74963242139829e-16	1.2806751537533e-12
ENSG00000198517	308.163338938986	2.89844503566766	0.361810788632897	8.01094142775412	1.13833657536671e-15	1.40731881202837e-12
ENSG00000179094	355.952140774468	3.88646807014381	0.488265807567951	7.95973834314199	1.72403469621847e-15	2.01300206724575e-12
ENSG00000264112	646.112651534427	-2.79239913874624	0.353797217052341	-7.8926543346245	2.95826146146707e-15	3.27230427029755e-12
ENSG00000183655	175.776205252816	3.81648909090109	0.4976760564174	7.66862106723536	1.73855216966564e-14	1.82695754749314e-11
ENSG00000132002	22978.3964999482	2.57711979356271	0.339329687637192	7.59473717583515	3.08417769291171e-14	3.08667440818692e-11
ENSG00000240038	77.5102535088068	-3.42112809037972	0.452728917137163	-7.55668118575962	4.13483786087376e-14	3.77834292704278e-11
ENSG00000050820	333.685939046876	2.93291974463771	0.387901138256683	7.56099803630102	3.99988284609874e-14	3.77834292704278e-11
ENSG00000183091	142.904007549481	-3.13741069842577	0.418676470374873	-7.49363988765981	6.69893637340534e-14	5.86631440666084e-11
ENSG00000184897	364.162533404612	3.48365790998579	0.468299052180727	7.43895998457277	1.01481055547397e-13	8.53130937775858e-11
ENSG00000135407	100.05582773192	-2.71501215853791	0.370683354270949	-7.32434334387021	2.40071319959656e-13	1.94060728138158e-10
ENSG00000120129	1466.20300870802	2.08890855081315	0.285726526264584	7.31086671623485	2.65424713531007e-13	2.02771142128435e-10
ENSG00000130164	2221.350709528	3.12799020177522	0.42799351500302	7.30849905927463	2.70142835780376e-13	2.02771142128435e-10
ENSG00000260804	312.930770153742	-2.40891536186042	0.330776097973874	-7.282616176368	3.274077693367e-13	2.37280313384463e-10
ENSG00000198339	497.688172440358	2.8704347031733	0.396062027527318	7.24743727919062	4.24731022184965e-13	2.97552396442047e-10
ENSG00000182319	174.341629511523	3.0669628718641	0.423476225867917	7.24234959253813	4.40977369195322e-13	2.98968431238003e-10
ENSG00000069011	546.598528744252	3.01206154479849	0.418125315119615	7.20372920720386	5.85876650645553e-13	3.84792798956799e-10
ENSG00000170775	280.906691661285	2.20440688969621	0.307351990525348	7.17225512653516	7.37722945011581e-13	4.69840095009346e-10
ENSG00000103241	213.811050699459	2.38396781909213	0.333133835372125	7.15618639106153	8.29523383913288e-13	5.1276743999134e-10
ENSG00000176907	1623.08661251167	2.20996386335027	0.31092195027266	7.1077769241196	1.17926958190018e-12	7.08134537222744e-10
ENSG00000146021	63.2065220501633	-2.6264661075299	0.372204686905028	-7.05651003314762	1.70736318771767e-12	9.96768114340621e-10
ENSG00000116741	918.520621063563	1.96145921368618	0.280137514870607	7.00177273505179	2.52743834458429e-12	1.43565328886832e-09
ENSG00000079337	94.1187053872317	3.10698789888618	0.446134039894655	6.964247560262	3.30163584407205e-12	1.77924309063749e-09
ENSG00000162076	183.08919746479	3.05318763069474	0.43830409618646	6.96591169751668	3.26283760149838e-12	1.77924309063749e-09
ENSG00000175920	31.2693939575542	4.07184949560374	0.585378290219281	6.9559284374527	3.50247631375362e-12	1.840288617154e-09
ENSG00000119986	1253.51126873918	3.01007844040192	0.432966232578782	6.9522244782778	3.59570630266209e-12	1.84319413080608e-09
ENSG00000111859	574.051204147832	1.96371304444473	0.287528175126655	6.82963693411864	8.51298038871599e-12	4.25993592451533e-09
ENSG00000184185	162.474912982466	2.8264327109253	0.414558640738836	6.81793221313144	9.23602010521848e-12	4.51426591979946e-09
ENSG00000130522	238.73866480317	2.55811261195732	0.376328367611618	6.79755456170491	1.06409855095014e-11	5.08276346484523e-09
ENSG00000260966	147.200904314252	-3.78631237296957	0.559517054734557	-6.76710806387457	1.31381948889039e-11	6.13612093289095e-09
ENSG00000223414	2003.67494808091	1.57587913153211	0.233141167792493	6.75933446869715	1.3862703915998e-11	6.28674524848731e-09
ENSG00000148841	746.08959118192	2.88683792798468	0.427410889582904	6.75424514991149	1.43580802173189e-11	6.28674524848731e-09
ENSG00000171823	81.8567853863813	2.76577270910249	0.409329944536477	6.7568296578801	1.41043847683361e-11	6.28674524848731e-09
ENSG00000106804	153.78438968116	-2.77573813510822	0.411147210621954	-6.75120264323155	1.46624638011689e-11	6.28900003488095e-09
ENSG00000160570	943.563315987981	3.11245577888509	0.461466248726417	6.74470947219875	1.53333526901722e-11	6.44522146978698e-09
ENSG00000169715	704.080282168893	1.7673293427647	0.265000514654555	6.66915437907176	2.57281509115136e-11	1.060252054328e-08
ENSG00000255624	147.731967359598	-2.89148975125427	0.434413347048943	-6.65607944805734	2.81228275378544e-11	1.13664897377517e-08
ENSG00000200312	209.950321821699	3.63805685839021	0.5472917771427	6.64738081281574	2.98354402448816e-11	1.18311593891826e-08
ENSG00000183397	68.7935959664411	3.5745595090556	0.538500972771458	6.63798152612188	3.18007708347186e-11	1.23769777895052e-08
ENSG00000168209	1950.39412207654	2.18883026070669	0.330307216130338	6.62664983935132	3.43390890745036e-11	1.29977814892644e-08
ENSG00000142149	523.247563601426	2.46015260378804	0.371321800935095	6.62539230821532	3.46327146309562e-11	1.29977814892644e-08
ENSG00000108821	1593.90508072206	2.69338838868007	0.407312580395522	6.61258335321893	3.77670329678973e-11	1.39254338927421e-08
ENSG00000185186	183.014269532682	3.03111111691235	0.459363991072783	6.59849525826697	4.15351762173791e-11	1.50507723889768e-08
ENSG00000176102	1142.16866838422	-2.3186313621673	0.352633461584554	-6.5751881620892	4.85916797019608e-11	1.71572630016889e-08
ENSG00000178878	297.932990351824	-2.33276481759025	0.354847075775604	-6.57400039859827	4.89811000666762e-11	1.71572630016889e-08
ENSG00000170638	218.865385020441	2.67778212071747	0.408938095542687	6.54813564670193	5.82597915593186e-11	2.00728858885606e-08
