"id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"external_gene_name"
"1"	"WBGene00000002"	104.095204872792	0.777333441882606	0.210426474723402	3.69408575087513	0.00022067932807604	0.0236830296399606	"aat-1"
"2"	"WBGene00000003"	282.562319544757	-0.594271188992408	0.165886902415134	-3.5823876408593	0.000340468070871051	0.0334067271138676	"aat-2"
"3"	"WBGene00000176"	919.29496701656	-0.701362211361397	0.206613374745794	-3.3945634556539	0.000687381085482091	0.0575757103356731	"aqp-8"
"4"	"WBGene00000267"	271.000224635326	-1.38463698388414	0.284837706182831	-4.86114356992951	1.16709568052203e-06	0.000357860713040068	"bre-2"
"5"	"WBGene00000560"	1399.64876784491	-1.7099104481577	0.418823661251339	-4.08265006577929	4.45250421914718e-05	0.00722589867937607	"cnc-6"
"6"	"WBGene00000644"	124.549301617618	-1.41165735903409	0.249619296240912	-5.65524132265669	1.55627453757128e-08	7.2223756985504e-06	"col-68"
"7"	"WBGene00000788"	12979.1126942639	0.698521611435343	0.193306993142009	3.6135351343559	0.000302050403890157	0.0305874290490294	"cpz-1"
"8"	"WBGene00001089"	952.140261131747	-0.736292096383534	0.224605112492934	-3.27816267497784	0.00104485162384139	0.0757010431771327	"dre-1"
"9"	"WBGene00001578"	744.744138431574	0.936278028914564	0.242823362676061	3.85579879380721	0.000115352338875855	0.0142672616243496	"ges-1"
"10"	"WBGene00001777"	71.1617001012709	0.965172473756206	0.284045450501536	3.3979508281228	0.000678926218803435	0.0574277936112009	"gst-29"
"11"	"WBGene00001885"	35.3230245891134	-1.67806779828209	0.441349426486176	-3.80212978102657	0.000143457541384412	0.0171063155771648	"his-11"
"12"	"WBGene00001890"	20.385834843362	-1.77057276665825	0.49025220595218	-3.61155492042999	0.000304366608703754	0.0305874290490294	"his-16"
"13"	"WBGene00002067"	260.529109156954	-1.13500150360746	0.351257814475668	-3.23124911911697	0.00123250468222826	0.0810855858181668	"ifp-1"
"14"	"WBGene00003094"	33.5396980792089	-2.00037041591322	0.391445832760965	-5.11021001757538	3.21800887099915e-07	0.000115117563174847	"lys-5"
"15"	"WBGene00003237"	27.1492512291771	-1.38853669438365	0.325787212460115	-4.26209698010674	2.02517514650591e-05	0.00395162300461965	"mif-4"
"16"	"WBGene00003356"	98.8030134356087	1.38851475524013	0.302873321690314	4.58447362577505	4.55131528684023e-06	0.00113261789551208	"mir-262"
"17"	"WBGene00003473"	654.880261100068	1.53032631087747	0.325217913297157	4.7055412642021	2.53193283486231e-06	0.000690092360435251	"mtl-1"
"18"	"WBGene00003527"	79.157886228471	-1.82361698108893	0.248368046467855	-7.34239773200837	2.09800823909322e-13	2.40165996489798e-10	"nas-8"
"19"	"WBGene00003571"	107.387981692462	-0.942547237201107	0.294601880564106	-3.19939314506856	0.00137717227842178	0.0892355667652088	"ncx-6"
"20"	"WBGene00003734"	143.64196416022	-2.16983824441611	0.401572399934492	-5.40335502332849	6.54058226158299e-08	2.49574084474759e-05	"nhx-6"
"21"	"WBGene00003764"	582.443457155485	-1.09101810809661	0.333562704148781	-3.27080364359314	0.00107242344290464	0.0760933179260977	"nlp-26"
"22"	"WBGene00003766"	1049.79475323666	-1.19397923570506	0.230640886732957	-5.17678913144089	2.25737107367726e-07	8.24708908640684e-05	"nlp-28"
"23"	"WBGene00003767"	1590.79521276856	-1.17643243252628	0.296153787786232	-3.97237003558249	7.11610627934955e-05	0.0100156279444845	"nlp-29"
"24"	"WBGene00003768"	109.057029730587	-1.06476528246087	0.314677544967745	-3.38367099746506	0.000715236534887965	0.0594610947206778	"nlp-30"
"25"	"WBGene00003786"	11287.2359455366	0.777160223563974	0.232304389927628	3.34543924807486	0.000821523541974196	0.0662300066742413	"npa-1"
