"id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"external_gene_name"
"1"	"WBGene00000002"	104.095204872792	-2.27986061810368	0.264949009331392	-8.60490335048615	7.63810928573423e-18	1.48733973920991e-16	"aat-1"
"2"	"WBGene00000012"	20.6085492869313	-2.54107927899866	0.533319506513586	-4.76464717296803	1.89184392088047e-06	9.48391730571931e-06	"abf-1"
"3"	"WBGene00000013"	342.781442552588	4.55072227374406	0.426955628062785	10.6585368001634	1.59080450864714e-26	7.08664653504063e-25	"abf-2"
"4"	"WBGene00000019"	267.810148588175	-2.29698051926686	0.483383396666885	-4.75188129154917	2.015326859246e-06	1.00452429121296e-05	"abt-1"
"5"	"WBGene00000021"	28.1588293260489	-3.02517340778157	0.705937582207173	-4.28532703744588	1.82470564736252e-05	7.77504403669783e-05	"abt-3"
"6"	"WBGene00000023"	242.66836774224	-2.57231079644108	0.551698363355387	-4.6625311353046	3.12343813446866e-06	1.50075105560056e-05	"abt-5"
"7"	"WBGene00000063"	7832.51171658411	-2.36068842914867	0.263002579335609	-8.97591360173041	2.81009872937204e-19	6.22305600968203e-18	"act-1"
"8"	"WBGene00000133"	418.249395942893	2.0057294737267	0.552617777914301	3.62950587890378	0.000283964264361313	0.000976906266930158	"amt-1"
"9"	"WBGene00000251"	39.103087523493	-3.46386748708604	0.742463876346606	-4.66536837338198	3.08064645916387e-06	1.48278796730876e-05	"bli-1"
"10"	"WBGene00000252"	30.8725422341037	-4.98440073961076	0.88155794507521	-5.65408180761789	1.56681576790349e-08	1.06980308477052e-07	"bli-2"
"11"	"WBGene00000256"	608.948689107537	-6.1713897183623	0.5917865937651	-10.4284040621777	1.83951913264869e-25	7.31237419189543e-24	"bli-6"
"12"	"WBGene00000273"	39155.5781272689	2.83918558510159	0.226999548794724	12.5074503459435	6.79710726053625e-36	7.01636878506968e-34	"brp-1"
"13"	"WBGene00000373"	6451.31325853874	4.35627787382323	0.26437006876767	16.4779541577059	5.28429763308421e-61	4.22743810646737e-58	"cyp-14A5"
"14"	"WBGene00000389"	86.0375123465911	-5.30798782286536	0.707348711569416	-7.50406091938496	6.18705279310406e-14	7.98329392658589e-13	"cdc-25.4"
"15"	"WBGene00000397"	1060.05916682701	-2.97680601557525	0.391659375185164	-7.60049727947382	2.94994966371694e-14	3.92508894964416e-13	"cdh-5"
"16"	"WBGene00000492"	73.1891515170977	-2.17305188416583	0.395431843095511	-5.49538921083034	3.89849630416945e-08	2.52534173549438e-07	"che-13"
"17"	"WBGene00000503"	375.98491657187	4.05206122676192	0.367061870979508	11.0391777166856	2.47285748484788e-28	1.29018651383367e-26	"cht-1"
"18"	"WBGene00000544"	139.459122805689	-3.82125305104245	0.522066207608007	-7.3194797812151	2.48934081268955e-13	3.032699467236e-12	"clp-3"
"19"	"WBGene00000546"	399.83061334975	-2.67510060854987	0.419829998072488	-6.37186628118933	1.86741674645915e-10	1.62237111004595e-09	"clp-6"
"20"	"WBGene00000556"	202.790931241583	5.68546007900685	0.363863234326858	15.6252667008935	4.89867625781622e-55	2.54201578783977e-52	"cnc-2"
"21"	"WBGene00000558"	1525.68900665247	3.6903986481782	0.366433944110537	10.0711157017292	7.41323066966569e-24	2.5507890476269e-22	"cnc-4"
"22"	"WBGene00000560"	1399.64876784491	7.47632475950326	0.508968045060097	14.6891830087692	7.56200288574329e-49	2.01653410286488e-46	"cnc-6"
"23"	"WBGene00000562"	465.183998906603	3.20524187605386	0.469872990027118	6.82150696908302	9.00903980008239e-12	9.29965398718182e-11	"cng-1"
"24"	"WBGene00000594"	61.3214841912277	-5.28623358325055	0.738866343496229	-7.15451939282645	8.39665763222995e-13	9.6420948886851e-12	"col-3"
"25"	"WBGene00000596"	300.333282727395	-6.51230677321225	1.03177180768301	-6.3117704173722	2.75861257970921e-10	2.35611038836373e-09	"col-7"
"26"	"WBGene00000599"	223.693944912559	-4.37671208614125	0.537598081538396	-8.14123456991664	3.91267513316546e-16	6.43179473945006e-15	"col-10"
"27"	"WBGene00000601"	1071.29388943206	-7.29939536201182	0.891482819862232	-8.18792600303824	2.65766132262893e-16	4.42559387636388e-15	"col-12"
"28"	"WBGene00000602"	562.167862297896	-6.09218545517518	0.860474927594989	-7.08002669200684	1.44126698447986e-12	1.61921159169182e-11	"col-13"
"29"	"WBGene00000603"	173.887348170487	-4.39516292145191	0.88970394520269	-4.9400285849588	7.81111190951726e-07	4.16014836789823e-06	"col-14"
"30"	"WBGene00000606"	63.5434436432837	-6.24247540457177	1.23551020054446	-5.05254865708181	4.35953247695644e-07	2.41636904034537e-06	"col-17"
"31"	"WBGene00000608"	51140.4405772361	-2.88940878061477	0.268449701177571	-10.7633153173209	5.12910455867691e-27	2.38447475851324e-25	"col-19"
"32"	"WBGene00000609"	68694.9674969389	-4.21157045052905	0.343993226174988	-12.2431784409227	1.82733783388105e-34	1.63185518188447e-32	"col-20"
"33"	"WBGene00000615"	224.628825067317	-2.86592463874107	0.846722401529427	-3.38472754891613	0.000712489362092088	0.00224442916360428	"col-38"
"34"	"WBGene00000616"	2568.40461357296	-6.88718174752986	1.05633504837313	-6.51988377942856	7.03618883479278e-11	6.46386725492925e-10	"col-39"
"35"	"WBGene00000620"	685.05547773896	4.1754612174634	0.398653508225195	10.4739106299416	1.13840707557057e-25	4.70051953783976e-24	"col-43"
"36"	"WBGene00000626"	123.938890676141	-4.90401240175589	0.932597262528139	-5.25844606112376	1.45277783556765e-07	8.5984384842475e-07	"col-49"
"37"	"WBGene00000636"	163.893981747119	-3.29920342937309	0.63390922851495	-5.20453604548728	1.94481874038707e-07	1.13221709567713e-06	"col-60"
"38"	"WBGene00000638"	221.783485911678	-4.83159908020962	0.823079551408576	-5.87014836165116	4.35405330238269e-09	3.19319417134254e-08	"col-62"
"39"	"WBGene00000639"	134.915523443171	-5.5524119714099	1.06620319190587	-5.20764898619823	1.91248267955662e-07	1.11508252194009e-06	"col-63"
"40"	"WBGene00000641"	72.7690807455789	-4.93396801843371	1.02735946933252	-4.80257219183403	1.56640316915573e-06	7.95633355761643e-06	"col-65"
"41"	"WBGene00000647"	567.83406989791	-2.40487991700528	0.489271230123689	-4.91522854592803	8.86789465466311e-07	4.67115438599538e-06	"col-71"
"42"	"WBGene00000649"	268.444459388457	-6.97930598893037	1.07539163542225	-6.49001327427096	8.58288116176556e-11	7.79892656440599e-10	"col-73"
"43"	"WBGene00000653"	340.788085868576	-5.39096752894263	0.837244725877566	-6.43893877419417	1.20311715988328e-10	1.07291451322615e-09	"col-77"
"44"	"WBGene00000656"	47768.6354213007	-5.33690481936781	0.438352306790551	-12.174921260122	4.22801915593339e-34	3.59194547760713e-32	"col-80"
"45"	"WBGene00000657"	36336.9411269595	-7.75291369320277	0.761144725805281	-10.1858601003906	2.29322908370042e-24	8.26078769363005e-23	"col-81"
"46"	"WBGene00000663"	162.15282374248	-4.99953844702916	0.991369461011068	-5.04306279712337	4.58138814217389e-07	2.52984332268446e-06	"col-88"
"47"	"WBGene00000665"	21.9650645255202	-3.72731568138991	0.79464860666743	-4.69052062775445	2.72510752668137e-06	1.32427396892641e-05	"col-90"
"48"	"WBGene00000666"	134.46238275637	-5.34194141317016	0.988794327502418	-5.40247983285189	6.57258489503787e-08	4.1280219164124e-07	"col-91"
"49"	"WBGene00000667"	2897.67345849118	-7.65585965351319	0.830170041881476	-9.22203797689705	2.91506176442704e-20	7.23116096602058e-19	"col-92"
"50"	"WBGene00000668"	31983.0564530186	-5.9748524558933	0.526843509870913	-11.3408485517023	8.23421357809048e-30	4.77634141085611e-28	"col-93"
"51"	"WBGene00000669"	1058.44977673589	-4.24850939018629	0.516294118454644	-8.2288549071657	1.89011553414934e-16	3.21436831316805e-15	"col-94"
"52"	"WBGene00000670"	14051.852374821	4.00520824930206	0.344370991370669	11.6305041645944	2.88389222743167e-31	1.91594224106187e-29	"col-95"
"53"	"WBGene00000672"	248.351158328042	-3.22650258799943	0.840728840473234	-3.83774462427538	0.00012416951519572	0.000457022386810894	"col-97"
"54"	"WBGene00000673"	18573.8160124784	-3.38368602406076	0.362868056261873	-9.32483850719235	1.11152733099259e-20	2.85311828276173e-19	"col-98"
"55"	"WBGene00000677"	20051.4198922954	-2.95084980014466	0.379543839832441	-7.77472716049714	7.56101935514928e-15	1.07454901272292e-13	"col-103"
"56"	"WBGene00000678"	184.001187159943	-3.50209469693002	0.810557191099612	-4.32060160021409	1.55604390378688e-05	6.71371751746251e-05	"col-104"
"57"	"WBGene00000681"	256.846450113712	-4.09486870681226	0.857789998878406	-4.77374265515623	1.80833429353852e-06	9.09615363791971e-06	"col-107"
