"id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"external_gene_name"
"1"	"WBGene00000039"	109.458117845763	-1.5868514090783	0.332674517132301	-4.7699818512015	1.84242518055905e-06	0.000353512416290053	"acn-1"
"2"	"WBGene00000270"	525.640378941474	0.809916383376234	0.211139031019143	3.83593871520042	0.000125085599300776	0.00894362035000547	"bre-5"
"3"	"WBGene00000370"	5914.7809456474	-1.2150867664565	0.266924980526376	-4.55216579602384	5.30964652778708e-06	0.000781394389011617	"ccg-1"
"4"	"WBGene00000545"	2220.98988243949	-1.11224703666671	0.232089908225154	-4.79231107105139	1.64871005364934e-06	0.000324560350561256	"clp-4"
"5"	"WBGene00000585"	2129.37132195341	0.711209383257823	0.182662026469325	3.89358093198018	9.87752276217425e-05	0.00767812769379679	"cogc-2"
"6"	"WBGene00000608"	51140.4405772361	-1.28273242011233	0.335953821839011	-3.81818076392359	0.000134439406725903	0.00939093330484439	"col-19"
"7"	"WBGene00000609"	68694.9674969389	-1.59517630050947	0.400330552174748	-3.98464791618791	6.75802509506827e-05	0.00565956598845552	"col-20"
"8"	"WBGene00000611"	479.319562037429	-1.30391565377042	0.282782404478263	-4.61102117076967	4.00695723100163e-06	0.000639341660079186	"col-34"
"9"	"WBGene00000669"	1058.44977673589	-2.42282799890949	0.498471128238874	-4.86051821590846	1.17078869750045e-06	0.000273027924257106	"col-94"
"10"	"WBGene00000671"	1520.62972301111	-1.49358094538778	0.387211810481246	-3.85727114968803	0.000114659946216021	0.00846610107554441	"col-96"
"11"	"WBGene00000693"	66635.1644301751	-1.52887210645541	0.387324427818973	-3.94726486801903	7.90490893271237e-05	0.00651209834793772	"col-119"
"12"	"WBGene00000713"	81899.9384681288	-1.7040691091395	0.354171097606487	-4.81142905408069	1.49854929247739e-06	0.000308227608938647	"col-140"
"13"	"WBGene00000751"	33431.7927403484	-1.61996969912189	0.376440392416223	-4.30338967804158	1.68204622945873e-05	0.00194576583699997	"col-178"
