id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	external_gene_name
1	ENSMUSG00000000001	13004.9217782326	-0.297453992312894	0.285113882332951	-1.04328133684327	NA	NA	Gnai3
2	ENSMUSG00000000028	10594.6919302954	0.366436245103246	0.545116696208525	0.672216146839634	NA	NA	Cdc45
3	ENSMUSG00000000037	79.5246418539393	0.176813324401716	0.727937049889354	0.242896448846217	0.808085616616762	0.939079484290949	Scml2
4	ENSMUSG00000000049	11.5535461068975	-0.617744972944868	0.663536043872191	-0.93098932401607	0.351859086663088	0.696099435988587	Apoh
5	ENSMUSG00000000056	3410.66310413391	-0.341749881357681	0.333677850618147	-1.02419108947322	0.30574502662552	0.655503854673993	Narf
6	ENSMUSG00000000058	9637.34758270062	0.286717055209588	0.342282855487855	0.837661164188113	0.402221030616208	0.734484849553016	Cav2
7	ENSMUSG00000000078	9148.34898174815	-0.663458543179408	0.348654629425449	-1.902910465502	NA	NA	Klf6
8	ENSMUSG00000000085	872.340012533285	1.38717847543036	0.319715467212205	4.33879063633054	1.43268925964805e-05	0.000588960904378255	Scmh1
9	ENSMUSG00000000088	12418.399934477	0.781194564548348	0.452690930974217	1.72566868717068	0.0844070344398706	0.367440825353159	Cox5a
10	ENSMUSG00000000093	265.34077693389	-1.63307199262635	0.591933373086005	-2.75887805431959	0.00580001739682947	0.0703446634967171	Tbx2
11	ENSMUSG00000000094	5.16161863999734	-1.01966206560616	0.779529442644297	-1.3080481760218	0.190856969441377	NA	Tbx4
12	ENSMUSG00000000120	77.4432271113697	-2.34703986159569	0.633572992746739	-3.70445061337058	0.00021184937550837	0.00543432638861578	Ngfr
13	ENSMUSG00000000125	6.57879839618053	1.89017900200712	0.776270494459469	2.43494891986496	0.0148938920474968	0.131451369126324	Wnt3
14	ENSMUSG00000000126	197.625671090288	0.343810808140087	0.668084118883217	0.51462203399597	0.606817164875304	0.850977928332976	Wnt9a
15	ENSMUSG00000000127	1348.89870883483	-0.168991642444193	0.300517500441402	-0.562335445343373	0.573887492786826	0.832749290027734	Fer
16	ENSMUSG00000000131	7050.58379639722	0.474347011963097	0.300799474517172	1.57695425739853	0.114806050675677	0.428127538973981	Xpo6
17	ENSMUSG00000000134	6100.60162208041	1.42147776896401	0.288515765653561	4.92686340985215	8.35601241962086e-07	5.20215422305566e-05	Tfe3
18	ENSMUSG00000000142	48.0545594946944	-0.855424712028473	0.716339741630396	-1.19416062283731	0.232415143011748	0.589228932374032	Axin2
19	ENSMUSG00000000148	4964.09905460305	0.476337733165188	0.275512825068122	1.72891310249318	0.0838246486865446	0.366335837283109	Brat1
20	ENSMUSG00000000149	14240.0879181027	0.691165064984529	0.330257720797757	2.0928051683848	0.0363665502671177	0.229088720609244	Gna12
21	ENSMUSG00000000154	29.9161369068616	-1.61402004328327	0.759402202400941	-2.12538235757066	NA	NA	Slc22a18
22	ENSMUSG00000000157	3.1964364900686	-1.82481160594338	0.770636064071742	-2.3679291575089	0.0178879606885032	NA	Itgb2l
23	ENSMUSG00000000159	84.3992374574591	-1.91131079261394	0.739467567433709	-2.58471213179377	0.00974603307515541	0.099534557047889	Igsf5
24	ENSMUSG00000000167	65.0084990688455	-0.595597751076303	0.409053357424305	-1.45603926790044	0.145381764678846	0.481582494405567	Pih1d2
25	ENSMUSG00000000168	6327.03560459431	0.121462277339005	0.300538551255067	0.404148741756326	0.68610334418979	0.890231065288924	Dlat
26	ENSMUSG00000000171	17483.2098551758	0.176508210199755	0.35099525460069	0.502879192485265	0.61504921113033	0.856652486686305	Sdhd
27	ENSMUSG00000000184	19329.8541695845	0.678956483164381	0.286063396534133	2.3734476042389	0.0176228931858949	0.14559814527191	Ccnd2
28	ENSMUSG00000000194	11414.779566444	-0.21362266363927	0.240568836969681	-0.887989759314472	0.374546259907406	0.715104572118035	Gpr107
29	ENSMUSG00000000197	29.4285171026437	0.502517094449213	0.739379670854308	0.679646890843761	0.496728071456483	0.794561191320107	Nalcn
30	ENSMUSG00000000202	294.322018609925	2.23764132442028	0.558114418138155	4.0092877942214	6.09021550938095e-05	0.00192021998733563	Btbd17
31	ENSMUSG00000000214	0.253041494031896	0.00383073357498485	0.50119915571276	0.00764313652830705	0.993901718742441	NA	Th
32	ENSMUSG00000000223	323.722527982269	0.565626670276496	0.458126275410167	1.23465232324883	0.216959926866232	0.571568482249181	Drp2
33	ENSMUSG00000000244	35.2493602589206	-1.39194971092257	0.476872483116496	-2.91891388202102	0.00351253246165185	0.0491607576745835	Tspan32
34	ENSMUSG00000000247	1.57153432000891	-0.417765211449337	0.759703495201866	-0.549905606710852	0.582384118454177	NA	Lhx2
35	ENSMUSG00000000248	5.28665399068184	2.28323247687069	0.778842345640333	2.93157208214393	0.00337251090844326	NA	Clec2g
36	ENSMUSG00000000253	1186.99705171416	1.85288153835534	0.420005293156838	4.41156711247312	1.02625134054748e-05	0.000451364288964802	Gmpr
37	ENSMUSG00000000263	0.953457221027462	0.235737685947695	0.652376582210805	0.361352158210241	0.717836207349958	NA	Glra1
38	ENSMUSG00000000266	857.330552212775	1.78935112376742	0.464445212690875	3.85266351094543	0.000116839903214285	0.00330650995136872	Mid2
39	ENSMUSG00000000275	10150.4242453712	0.507537618394888	0.286470888724952	1.77169003333595	0.0764460250061238	0.348484462967788	Trim25
40	ENSMUSG00000000276	1036.15166086807	0.0243399811136443	0.404497428177295	0.0601733890455685	0.952017539764345	0.985197442043115	Dgke
41	ENSMUSG00000000278	31436.8335440699	-0.607134438289433	0.27151103871418	-2.23613169160523	0.0253431460605949	0.18541737439346	Scpep1
42	ENSMUSG00000000282	7763.32505300099	0.122036314935394	0.2556054458141	0.477440199079914	0.6330486947228	0.865152755289984	Mnt
43	ENSMUSG00000000290	672.265187848518	1.87251474177101	0.49190845451649	3.80663256461318	0.000140871798020758	0.00390726504460561	Itgb2
44	ENSMUSG00000000295	1760.0550209675	1.04352421803457	0.43626069545073	2.3919739479543	0.0167580318426995	0.141647205828948	Hddc2
45	ENSMUSG00000000296	707.916713383594	0.571107789968556	0.647602675461123	0.881879911261795	0.377841751607301	0.717229314454704	Tpd52l1
46	ENSMUSG00000000301	1121.5660843696	0.24495396896427	0.308341950227249	0.794423103258372	0.42694915878407	0.751405318969407	Pemt
47	ENSMUSG00000000303	2093.07082598054	1.25709157956365	0.557892323321796	2.25328710758859	0.0242410521201984	0.180111771084104	Cdh1
48	ENSMUSG00000000305	2.73562790249258	0.128696431650113	0.723866114412582	0.177790380137562	0.858887602526044	NA	Cdh4
49	ENSMUSG00000000317	7.1418699927185	-1.57764810292504	0.76467185966142	-2.0631700813779	0.0390964716260406	0.239717374870731	Bcl6b
50	ENSMUSG00000000320	78.39711944514	0.437843438071342	0.61171295065703	0.715766173662111	0.474135742534236	0.78181211612788	Alox12
51	ENSMUSG00000000325	1051.23205862743	-0.176960033754848	0.386858094361777	-0.457428799691497	0.647362867968476	0.871961340643695	Arvcf
52	ENSMUSG00000000326	16041.2261277141	0.285300348439978	0.282051598424652	1.01151828258897	0.311768435245953	0.66029214631994	Comt
53	ENSMUSG00000000339	4630.69838166011	-0.0672746949858751	0.272743808164273	-0.246658926700018	0.805172196238537	0.938040191006516	Rtca
54	ENSMUSG00000000340	3361.49590627029	-0.952642592055186	0.362863582133272	-2.62534638073793	0.00865608590960121	0.0922121253745734	Dbt
55	ENSMUSG00000000346	46521.6620521285	0.0959656216464099	0.330278562619797	0.290559644214274	0.771388128233234	0.922684651330452	Dazap2
56	ENSMUSG00000000355	1047.84509500319	0.276665450748286	0.407752288745545	0.678513544582302	0.497446138885209	0.794858763051029	Mcts1
57	ENSMUSG00000000365	0.690403193683927	-0.225721955682358	0.533483238492848	-0.42310974252921	0.672215194528256	NA	Rnf17
58	ENSMUSG00000000374	6809.2875704704	0.0519870766459555	0.2579802987671	0.201515685090699	0.840295366063812	0.949860575298922	Trappc10
59	ENSMUSG00000000378	16297.9604611914	0.237992411695672	0.233438946566317	1.01950602158008	0.307962795900743	0.657225693688903	Ccm2
60	ENSMUSG00000000381	4.76163978425888	0.29248833067568	0.784751013080483	0.372714817566833	0.709360707032314	NA	Wap
61	ENSMUSG00000000384	16127.9942742482	0.294729283512698	0.259875515385284	1.13411716788994	0.256745403156893	0.613271562608458	Tbrg4
62	ENSMUSG00000000385	43.2469592171699	-2.46012855639515	0.6251202457945	-3.93544853641467	8.30414582222688e-05	0.00247570122774946	Tmprss2
63	ENSMUSG00000000386	128.816679193425	3.07253158625356	0.637929666814913	4.81641119089859	NA	NA	Mx1
64	ENSMUSG00000000392	12.434087370292	-0.695456773766111	0.602414203883473	-1.15444949551793	0.24831593299951	0.604348658238767	Fap
65	ENSMUSG00000000394	0.680979249723316	0.51720621611753	0.580542768702585	0.890901142862219	0.372982207136555	NA	Gcg
66	ENSMUSG00000000399	11592.8787972698	0.254941631756472	0.285593878698738	0.892671905007462	0.372032900044301	0.712743442524734	Ndufa9
67	ENSMUSG00000000409	905.417768479329	-1.74163502280581	0.64841101653153	-2.68600467666657	0.00723120766661774	0.0813875829234062	Lck
68	ENSMUSG00000000411	1.981047568034	0.162275067881128	0.757268922692825	0.214289881729311	0.830321007991106	NA	Tssk3
69	ENSMUSG00000000420	10590.5311938415	0.945639452215108	0.271691007004387	3.48056957291869	0.000500348857411432	0.0111429222905542	Galnt1
70	ENSMUSG00000000439	4940.97148944892	0.344444607600898	0.30764278846438	1.11962516436747	NA	NA	Mkrn2
71	ENSMUSG00000000440	4172.58324244475	1.59885580687439	0.463024962839023	3.45306610915977	0.000554253152656799	0.0120858982766427	Pparg
72	ENSMUSG00000000441	17332.4574242849	0.0662442732248805	0.271620534080054	0.243885365475927	NA	NA	Raf1
73	ENSMUSG00000000486	58.8495000685016	-0.30338842533903	0.576582542774605	-0.526183855444318	0.598760470146912	0.845409545898016	Sept1
74	ENSMUSG00000000489	5455.83270669153	1.21973421318176	0.450865892778694	2.70531489012068	0.00682396688890468	0.0784404441353476	Pdgfb
75	ENSMUSG00000000530	184.531988485211	-1.92823933740749	0.699341721610128	-2.7572205086921	0.00582950248747268	0.0705204268963769	Acvrl1
76	ENSMUSG00000000531	2184.15861228198	0.227875599027206	0.418953924425441	0.543915656929858	0.586499514229622	0.839746442046858	Grasp
77	ENSMUSG00000000532	9411.22270119376	-0.10328191810078	0.370054115101409	-0.279099498927277	NA	NA	Acvr1b
78	ENSMUSG00000000538	14061.6554464057	0.23325692914827	0.263807959136407	0.884192159750798	0.376592489951714	0.716789111806006	Tom1l2
79	ENSMUSG00000000544	40.8003684738551	0.299884312104421	0.659042901876834	0.455030031050186	0.649087633913702	0.8724576611112	Gpa33
80	ENSMUSG00000000552	2356.85888124018	0.435550384329597	0.393038113051079	1.10816322862051	0.267791328214615	0.622316237931005	Zfp385a
81	ENSMUSG00000000555	9746.7130112675	0.308719563989674	0.347804170973851	0.887624674325383	0.374742676522849	0.715231229584007	Itga5
82	ENSMUSG00000000561	14894.5808840945	0.361342889130961	0.337047278169752	1.07208368835714	0.283682444635689	0.637885034489365	Wdr77
83	ENSMUSG00000000562	0.252137478244303	-0.376235761130003	0.496399535566814	-0.757929317360053	0.44849329823234	NA	Adora3
84	ENSMUSG00000000563	36192.577608078	0.0896344934635602	0.301820475832302	0.296979498214571	0.766482161456454	0.921133444733721	Atp5f1
85	ENSMUSG00000000567	17999.2437283944	0.96486923513476	0.429963922039697	2.24407022467731	0.0248278833788354	0.183331721638421	Sox9
86	ENSMUSG00000000568	7095.33950130604	-0.26576425134285	0.383290017210394	-0.693376397530769	0.488073370247972	0.789088047477921	Hnrnpd
87	ENSMUSG00000000579	489.148785648107	0.107868874641326	0.469267669993801	0.229866410022984	0.818195578360032	0.942303323048152	Dynlt1c
88	ENSMUSG00000000581	1594.46089522357	-0.465018835021363	0.27328271505549	-1.70160353876366	0.088829713704364	0.377266877020185	C1d
89	ENSMUSG00000000594	3993.43313325506	0.109402657595541	0.350889110450716	0.311786984369547	0.75520241630011	0.916347394251665	Gm2a
90	ENSMUSG00000000600	1662.29436677411	-0.618026279451585	0.381689105566414	-1.61918763317715	0.10540689803178	0.409983806879424	Krit1
91	ENSMUSG00000000605	1450.81547144635	-0.0361422543072138	0.39231470520094	-0.0921256680620781	0.926598195003933	0.976765083287582	Clcn4-2
92	ENSMUSG00000000627	16.7077397404344	-0.0706324009417118	0.615425834958774	-0.114769964030586	0.90862745693436	0.971598552309104	Sema4f
93	ENSMUSG00000000628	7111.26036014533	0.851926953921493	0.391648379623645	2.17523421069724	0.0296125697436039	0.203062824502573	Hk2
94	ENSMUSG00000000631	12957.9027424481	0.0131773771132092	0.31376003423537	0.0419982651561163	0.966500081103341	0.989030461114377	Myo18a
95	ENSMUSG00000000632	1.32584415122812	1.04276196790365	0.714904812435568	1.45860252968661	0.144674536953004	NA	Sez6
96	ENSMUSG00000000673	89.9551381845756	3.21540959185303	0.67388022110934	4.77148533393639	1.82872298624029e-06	0.000102635543439157	Haao
97	ENSMUSG00000000686	52.017384252835	0.865742053427196	0.647595121168163	1.3368569730197	0.181269327911969	0.531113882500034	Abhd15
98	ENSMUSG00000000693	7804.40998696998	0.893242363978565	0.486305288183618	1.83679344165654	0.066240394474934	0.321494659777502	Loxl3
99	ENSMUSG00000000706	9.84072261175969	0.0182706938462197	0.673859119489149	0.0271135216810164	0.97836918998416	0.993785839085663	Btn1a1
100	ENSMUSG00000000708	1709.62184843916	-0.194561542501414	0.292244643116167	-0.665748875417628	0.50557162760545	0.799130954747167	Kat2b
101	ENSMUSG00000000711	10617.4463165318	-0.0148405480619282	0.277509986427626	-0.0534775279728487	0.957351435103361	0.986756648349771	Rab5b
102	ENSMUSG00000000724	8.40367181332511	0.0364855223710238	0.72710679616104	0.0501790418734347	0.959979712672965	0.986945667280943	Cryba1
103	ENSMUSG00000000731	12.6291853933903	-0.368154742170849	0.675646756461513	-0.544892340043107	0.585827564846259	0.83963517441249	Aire
104	ENSMUSG00000000732	40.5844095702071	-2.73349511411098	0.612752442391866	-4.46101055663008	NA	NA	Icosl
105	ENSMUSG00000000738	7583.90349294184	0.138945648188802	0.365497422955302	0.380154932599331	0.703830410867009	0.897435242458211	Spg7
106	ENSMUSG00000000739	1.65509239024719	-0.215633347418469	0.729805782516057	-0.295466756477399	0.767637343810921	NA	Sult5a1
107	ENSMUSG00000000740	177529.274712416	0.424790891278024	0.307451586714915	1.38165132213779	0.167078787511597	0.512163797470931	Rpl13
108	ENSMUSG00000000743	8102.57444095258	0.119127320050789	0.275355413052813	0.432631117471222	NA	NA	Chmp1a
109	ENSMUSG00000000751	11482.5731208036	0.0405817390558932	0.517108733891364	0.0784781543922225	0.93744770689006	0.980809390059288	Rpa1
110	ENSMUSG00000000753	287.879102908253	-2.48330319561347	0.665969311473447	-3.72885529833079	0.000192351560623135	0.00501102780595316	Serpinf1
111	ENSMUSG00000000759	7668.22926220003	0.0225061628257221	0.339385850352212	0.0663143817055584	0.947127533483572	0.983966888438427	Tubgcp3
112	ENSMUSG00000000776	4719.55543783084	0.346259682451408	0.286941622852267	1.20672518336484	0.227537997262968	0.583458642783269	Polr3d
113	ENSMUSG00000000782	4334.67972302517	-0.958928515286909	0.440198500381377	-2.17840023184113	0.0293762526499871	0.20231766731108	Tcf7
114	ENSMUSG00000000787	9305.28103203254	0.175739897029312	0.316807564973977	0.554721277074767	0.579085320431976	0.836084327528489	Ddx3x
115	ENSMUSG00000000791	2284.28476499493	0.98543947690046	0.66644126893196	1.47865914498321	0.139231436643087	0.472135435511965	Il12rb1
116	ENSMUSG00000000792	51.5463610891	0.591341559421663	0.554846180182414	1.06577566998344	0.286525061719272	0.64017150592872	Slc5a5
117	ENSMUSG00000000794	7.00345005979075	-0.215006090484464	0.737755925938538	-0.291432549607709	0.77072052339794	0.922684651330452	Kcnn3
118	ENSMUSG00000000804	3666.54160960717	-0.808814617285313	0.353402688948759	-2.28864873578419	0.0220997698143051	0.169549839515712	Usp32
119	ENSMUSG00000000805	0.521929172490181	0.413492211999795	0.535428637532847	0.772263907857242	0.439958137259325	NA	Car4
120	ENSMUSG00000000811	1943.15175385973	0.578280453228715	0.320047545598219	1.80685795339508	0.0707844298697637	0.334331993666139	Txnrd3
121	ENSMUSG00000000817	3.82091433368654	-0.762989523630216	0.780375718455476	-0.977720738339128	0.328212461974429	NA	Fasl
122	ENSMUSG00000000823	3622.73025003689	0.730482615430652	0.424290874719905	1.72165525811244	0.085131986808216	0.369350086763021	Znf512b
123	ENSMUSG00000000826	15915.1678373461	0.0282574993821018	0.250440942513789	0.112830989607644	0.91016454906373	0.972086101357784	Dnajc5
124	ENSMUSG00000000827	15249.3891638806	0.0541531991338212	0.261168924026727	0.207349321270242	0.835737058201308	0.947609089200921	Tpd52l2
125	ENSMUSG00000000838	2273.40750353786	0.0446035340370434	0.338783157141374	0.131658062382453	0.895254758050161	0.966258120056076	Fmr1
126	ENSMUSG00000000869	300.087900779594	-0.547911540052779	0.418796132287714	-1.30830133759775	0.190771121639989	0.543181309061767	Il4
127	ENSMUSG00000000876	3973.66155068118	0.0419916746498517	0.426291760371429	0.0985045420846613	0.921531665440312	0.974919981016846	Pxmp4
128	ENSMUSG00000000881	3265.83747147444	1.22106942004165	0.387575767277913	3.15053087198321	0.00162974031800149	0.0280425996075873	Dlg3
129	ENSMUSG00000000884	1399.53625040543	0.871207793765936	0.389342827108842	2.2376366870177	0.0252447570894424	0.1852336737288	Gnb1l
130	ENSMUSG00000000901	7180.82931795646	-0.277093424235841	0.320636267853438	-0.864198632584197	0.387478783270761	0.723270055911609	Mmp11
131	ENSMUSG00000000902	7221.1358498671	0.435952055360212	0.336170122855177	1.29681975202782	0.194693212854649	0.546875790687198	Smarcb1
132	ENSMUSG00000000903	3.63383777802703	-1.04138048962639	0.785110112950546	-1.32641329215942	0.184702838357833	NA	Vpreb3
133	ENSMUSG00000000915	1992.90451312392	0.799870297604132	0.435543645811457	1.83648712430163	0.0662856446511394	0.321527670182803	Hip1r
134	ENSMUSG00000000916	6091.02839663065	0.586997482134282	0.261366005333147	2.24588305348308	0.0247114996282359	0.182956985959383	Nsun5
135	ENSMUSG00000000934	1242.00947710965	0.012683883081948	0.431043471660562	0.0294259950929876	0.97652484069236	0.993056885849368	Top1mt
136	ENSMUSG00000000948	689.339617611092	-0.270672718653094	0.762688957802566	-0.354892667428865	0.722670001940727	0.904148397849989	Snrpn
137	ENSMUSG00000000957	14346.2719298541	0.191528916751888	0.485116491498073	0.394810154073373	0.692983000584044	0.892579182500434	Mmp14
138	ENSMUSG00000000958	919.018144248637	-0.227325550636056	0.302336967232473	-0.751894658191965	0.452114410797832	0.768337695843033	Slc7a7
139	ENSMUSG00000000959	26495.2804364556	0.342655977654636	0.33873909016453	1.01156313990276	0.311746977450805	0.66029214631994	Oxa1l
140	ENSMUSG00000000976	8730.97927350139	0.158756510723232	0.288919303457491	0.549483917562435	0.582673398404044	0.838153658579825	Heatr6
141	ENSMUSG00000000982	0.849453270917062	-0.101366355736291	0.553452196699769	-0.183152865488181	0.854678076589052	NA	Ccl3
142	ENSMUSG00000001016	5026.01201995983	0.128264815078431	0.393560715457397	0.325908582947261	0.744493521693765	0.913415879004052	Ilf2
143	ENSMUSG00000001017	13975.1462385468	0.00355726047753504	0.22596309467889	0.0157426613518025	0.987439692370001	0.996657025467	Chtop
144	ENSMUSG00000001018	5896.77717812257	-0.10263500607631	0.261472131246269	-0.392527515598376	0.694668484794724	0.893449496884638	Snapin
145	ENSMUSG00000001020	63228.919466331	0.227402205492255	0.653831473205035	0.347799417451635	0.72799082718996	0.906195786301881	S100a4
146	ENSMUSG00000001021	500.552443647373	1.7912229393633	0.538633837083205	3.32549278571707	0.000882623843293652	0.0173473475283348	S100a3
147	ENSMUSG00000001023	0.416164761794015	0.367615404213158	0.513077595044221	0.71649085394476	0.473688312945962	NA	S100a5
148	ENSMUSG00000001025	186319.659165716	0.953672690444566	0.453408262566674	2.10334210727871	0.0354358751618854	0.225967730404958	S100a6
149	ENSMUSG00000001027	8.84347500298881	-0.463143143597919	0.720118441492294	-0.643148566835967	0.520127703246902	0.805848618508979	Scn4a
150	ENSMUSG00000001029	3.91433277233707	0.385039378953194	0.785434857313863	0.490224460205401	0.62397507397578	NA	Icam2
151	ENSMUSG00000001034	10392.3523668946	0.144461892772638	0.265144449249978	0.544842229136918	0.585862032011585	0.83963517441249	Mapk7
152	ENSMUSG00000001036	18182.4567423711	0.200177772647544	0.318122066826975	0.629248309129148	0.529186506399219	0.811434713555767	Epn2
153	ENSMUSG00000001039	3320.18622857082	-0.296019122781757	0.251215489575951	-1.17834741512728	0.238658132254182	0.595137167823779	B9d1
154	ENSMUSG00000001052	18031.3512341781	0.541165716257767	0.365114097808351	1.48218247256458	0.138291748990222	0.471547262970388	Sec24b
155	ENSMUSG00000001053	2270.97879179141	0.896521281969412	0.342834785625747	2.61502426112644	0.00892211177291941	0.093773019295328	N4bp3
156	ENSMUSG00000001054	6058.5997005246	0.0630538237167787	0.246326198260593	0.255976928812391	0.797968652089522	0.934017400830084	Rmnd5b
157	ENSMUSG00000001056	14187.452616606	0.209694030459753	0.330853396934678	0.633797423277336	0.526213035019476	0.809279357305814	Nhp2
158	ENSMUSG00000001062	2707.42010657195	-0.0714375951343752	0.294561175038561	-0.242522101308916	0.808375633562778	0.939101665988144	Vps9d1
159	ENSMUSG00000001065	2193.65371903824	0.219249299327753	0.358401677393779	0.611741833693656	0.540708579141524	0.817712467636171	Zfp276
160	ENSMUSG00000001076	10.6550803574145	-1.55682361728242	0.74042010376125	-2.10262202413728	0.0354988231384535	0.225967730404958	C1ql4
161	ENSMUSG00000001082	31254.4861330048	0.436172725473131	0.386714620463458	1.12789303117219	0.259365097330307	0.614900612009134	Mfsd10
162	ENSMUSG00000001089	5812.69752322504	0.0177550456957018	0.256691928867766	0.0691686948398297	0.944855341306712	0.982731665008869	Luzp1
163	ENSMUSG00000001095	3.66191182744283	-0.308094095696559	0.784390530584107	-0.392781508296807	0.694480863529827	NA	Slc13a2
164	ENSMUSG00000001098	16884.3368720521	-0.112481651978711	0.345311101172371	-0.325740040203815	0.744621047314739	0.913415879004052	Kctd10
165	ENSMUSG00000001100	15296.5333596005	0.127988824968676	0.255539447762701	0.500857406123569	0.61647148098288	0.856985948643152	Poldip2
