id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	description
ENSMUSG00000022587	909.956930433634	0.351556281279791	0.0767839555409384	4.5785122530234	4.6829473737271e-06	0.00228527831837882	Ly6e	lymphocyte antigen 6 complex, locus E [Source:MGI Symbol;Acc:MGI:106651]
ENSMUSG00000035885	531.559408441037	-0.39451761604081	0.0842192498814109	-4.68441142133574	2.80765551789343e-06	0.00228527831837882	Cox8a	cytochrome c oxidase subunit VIIIa [Source:MGI Symbol;Acc:MGI:105959]
ENSMUSG00000078920	390.603726949364	0.435189634346621	0.118059595120018	3.68618606479391	0.000227639945954993	0.0555441468130182	Ifi47	interferon gamma inducible protein 47 [Source:MGI Symbol;Acc:MGI:99448]
ENSMUSG00000060550	357.89779668868	0.487570016920248	0.131434408091062	3.70960712648733	0.000207581111793128	0.0555441468130182	H2-Q7	histocompatibility 2, Q region locus 7 [Source:MGI Symbol;Acc:MGI:95936]
ENSMUSG00000027673	212.696938615541	-0.386488072648387	0.109561013154714	-3.52760586562499	0.000419336037327146	0.0730848627715222	Ndufb5	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5 [Source:MGI Symbol;Acc:MGI:1913296]
ENSMUSG00000050856	248.702957281673	-0.370817586171962	0.106286111519338	-3.4888620993957	0.000485081328045585	0.0730848627715222	Atp5k	ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit E [Source:MGI Symbol;Acc:MGI:106636]
ENSMUSG00000001281	329.636891361442	0.421890857496987	0.121649384612727	3.46808871117665	0.000524174220697393	0.0730848627715222	Itgb7	integrin beta 7 [Source:MGI Symbol;Acc:MGI:96616]
ENSMUSG00000061232	3042.03964453703	0.210789026812268	0.0640599520711875	3.29049616799628	0.00100010863976159	0.122013254050915	H2-K1	histocompatibility 2, K1, K region [Source:MGI Symbol;Acc:MGI:95904]
ENSMUSG00000059534	271.965072514239	-0.338573736773553	0.104990776185228	-3.22479506367521	0.00126062874815856	0.13670818424475	Uqcr10	ubiquinol-cytochrome c reductase, complex III subunit X [Source:MGI Symbol;Acc:MGI:1913402]
ENSMUSG00000027639	401.567544247915	0.489748078505772	0.156376974900378	3.13184264382766	0.0017371295209601	0.169543841245706	Samhd1	SAM domain and HD domain, 1 [Source:MGI Symbol;Acc:MGI:1927468]
ENSMUSG00000038690	358.900471337325	-0.259019234304645	0.0853383201749634	-3.03520427603444	0.00240372820793651	0.213276248267821	Atp5j2	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2 [Source:MGI Symbol;Acc:MGI:1927558]
ENSMUSG00000021290	362.026291065419	-0.320502863575782	0.108819709297307	-2.94526483892852	0.0032267833220969	0.262445043530547	2010107E04Rik	RIKEN cDNA 2010107E04 gene [Source:MGI Symbol;Acc:MGI:1917507]
ENSMUSG00000027347	253.746349959258	0.333934938960376	0.118998517883843	2.80621090832691	0.00501278701833544	0.376344625376568	Rasgrp1	RAS guanyl releasing protein 1 [Source:MGI Symbol;Acc:MGI:1314635]
ENSMUSG00000036751	517.720488166515	-0.356809683616186	0.136502647872167	-2.61393965009627	0.00895048448069904	0.421220716741729	Cox6b1	cytochrome c oxidase, subunit VIb polypeptide 1 [Source:MGI Symbol;Acc:MGI:107460]
ENSMUSG00000041515	227.076133576668	0.601095475015876	0.226481417559603	2.65406090041664	0.00795294719284636	0.421220716741729	Irf8	interferon regulatory factor 8 [Source:MGI Symbol;Acc:MGI:96395]
ENSMUSG00000000782	817.491207292248	0.23357428248805	0.0852289984432996	2.74054942278174	0.00613365565254462	0.421220716741729	Tcf7	transcription factor 7, T cell specific [Source:MGI Symbol;Acc:MGI:98507]
ENSMUSG00000078853	246.119448403772	0.777363487984616	0.292077285051021	2.66149929409548	0.00777935040389648	0.421220716741729	Igtp	interferon gamma induced GTPase [Source:MGI Symbol;Acc:MGI:107729]
ENSMUSG00000048118	226.223006208653	-0.36095147728664	0.13761967011651	-2.62281893991648	0.00872056028386267	0.421220716741729	Arid4a	AT rich interactive domain 4A (RBP1-like) [Source:MGI Symbol;Acc:MGI:2444354]
ENSMUSG00000022551	259.66815295717	-0.288103146584527	0.107803074940371	-2.67249470150906	0.00752895634715061	0.421220716741729	Cyc1	cytochrome c-1 [Source:MGI Symbol;Acc:MGI:1913695]
ENSMUSG00000024338	487.915211027663	0.27864768703366	0.106775360281299	2.60966281265232	0.00906315066759868	0.421220716741729	Psmb8	proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7) [Source:MGI Symbol;Acc:MGI:1346527]
ENSMUSG00000024474	233.071924272592	-0.239039038875583	0.0911752422694989	-2.62175381085387	0.00874785975321148	0.421220716741729	Ik	IK cytokine [Source:MGI Symbol;Acc:MGI:1345142]
ENSMUSG00000060802	2975.28359203529	0.143248197206591	0.0553396583335338	2.58852695373054	0.00963874032979094	0.427609570994362	B2m	beta-2 microglobulin [Source:MGI Symbol;Acc:MGI:88127]
ENSMUSG00000020608	437.522167662957	-0.294659160541289	0.115169885985555	-2.55847401445067	0.0105132677148818	0.430307793630616	Smc6	structural maintenance of chromosomes 6 [Source:MGI Symbol;Acc:MGI:1914491]
ENSMUSG00000092341	12564.5694765787	-0.403321087096665	0.157779703376304	-2.55622921368248	0.0105813391876381	0.430307793630616	Malat1	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA) [Source:MGI Symbol;Acc:MGI:1919539]
ENSMUSG00000026104	385.859222810469	0.39043176404061	0.15401253494222	2.53506485161799	0.011242651048461	0.433144832139874	Stat1	signal transducer and activator of transcription 1 [Source:MGI Symbol;Acc:MGI:103063]
ENSMUSG00000040225	566.379655886885	-0.342841371524791	0.136838078217216	-2.50545298495472	0.0122294655825856	0.433144832139874	Prrc2c	proline-rich coiled-coil 2C [Source:MGI Symbol;Acc:MGI:1913754]
ENSMUSG00000063882	416.753487782492	-0.31924309365812	0.128346972181659	-2.48734417518062	0.0128700821025168	0.433144832139874	Uqcrh	ubiquinol-cytochrome c reductase hinge protein [Source:MGI Symbol;Acc:MGI:1913826]
ENSMUSG00000040111	227.70853825886	-0.242117024591875	0.0967575057976393	-2.50230741890188	0.0123386733209494	0.433144832139874	Gramd1b	GRAM domain containing 1B [Source:MGI Symbol;Acc:MGI:1925037]
ENSMUSG00000022346	203.699198354625	0.257032876465751	0.103118395282773	2.49259965460975	0.012681173922829	0.433144832139874	Myc	myelocytomatosis oncogene [Source:MGI Symbol;Acc:MGI:97250]
ENSMUSG00000025393	998.320027702636	-0.243293762863244	0.101049714434682	-2.40766403175249	0.0160549480643694	0.491181866056391	Atp5b	ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit [Source:MGI Symbol;Acc:MGI:107801]
