"go" "term" "OddsRatio" "FDR"
"1" "GO:0044822" "poly(A) RNA binding" 7.51104583884702 5.99205223257569e-178
"2" "GO:0003676" "nucleic acid binding" 1.85939521551766 2.2533697811017e-60
"3" "GO:0003735" "structural constituent of ribosome" 11.3737270875764 2.21473859746559e-30
"4" "GO:0032549" "ribonucleoside binding" 1.61954396209083 1.4378226427752e-20
"5" "GO:0001883" "purine nucleoside binding" 1.61764251193352 1.73761326237102e-20
"6" "GO:0032555" "purine ribonucleotide binding" 1.59505410364148 1.08204944799935e-19
"7" "GO:0032553" "ribonucleotide binding" 1.58886980375066 1.53775329137958e-19
"8" "GO:0005524" "ATP binding" 1.6308422557716 1.03279682286051e-17
"9" "GO:0030554" "adenyl nucleotide binding" 1.61691284510092 1.10892983189471e-17
"10" "GO:0032559" "adenyl ribonucleotide binding" 1.6158013954129 1.81987769413734e-17
"11" "GO:0004842" "ubiquitin-protein transferase activity" 2.99764749346677 6.7950982735896e-17
"12" "GO:0042393" "histone binding" 3.76367583212735 1.28065694109128e-11
"13" "GO:0019900" "kinase binding" 1.93356682091829 1.88609788253908e-11
"14" "GO:0016818" "hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides" 1.69254422433865 1.88609788253908e-11
"15" "GO:0000988" "protein binding transcription factor activity" 1.8470128522773 2.82376597881511e-11
"16" "GO:0016462" "pyrophosphatase activity" 1.68412332537319 2.95296604255889e-11
"17" "GO:0016817" "hydrolase activity, acting on acid anhydrides" 1.67513752400843 3.8055313224768e-11
"18" "GO:0003743" "translation initiation factor activity" 11.4910814304179 9.31501624245245e-11
"19" "GO:0016881" "acid-amino acid ligase activity" 5.62856320184279 1.83344692252886e-10
"20" "GO:0044389" "small conjugating protein ligase binding" 2.78064114534703 2.95694593904309e-10
"21" "GO:0031625" "ubiquitin protein ligase binding" 2.78064114534703 2.95694593904309e-10
"22" "GO:0043130" "ubiquitin binding" 5.67405644714997 6.55844528956651e-10
"23" "GO:0003713" "transcription coactivator activity" 2.1581072317637 1.40989055856383e-09
"24" "GO:0016655" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" 8.2060277794875 1.65521199908938e-09
"25" "GO:0016887" "ATPase activity" 1.85703758290346 2.11887117854019e-08
"26" "GO:0051082" "unfolded protein binding" 3.42839595182782 3.465776860088e-08
"27" "GO:0003729" "mRNA binding" 3.18860959828702 4.71471113301197e-08
"28" "GO:0003690" "double-stranded DNA binding" 3.27841358420746 5.07922607348278e-08
"29" "GO:0000287" "magnesium ion binding" 2.37096671747967 6.00461037707064e-08
"30" "GO:0043022" "ribosome binding" 18.0730659025788 7.16737772233327e-08
"31" "GO:0003697" "single-stranded DNA binding" 4.11468600096446 1.52284983899553e-07
"32" "GO:0047485" "protein N-terminus binding" 3.47735937646727 2.49935983338148e-07
"33" "GO:0008094" "DNA-dependent ATPase activity" 4.04062833071106 2.49935983338148e-07
"34" "GO:0050136" "NADH dehydrogenase (quinone) activity" 8.47879569892473 2.49935983338148e-07
"35" "GO:0003954" "NADH dehydrogenase activity" 8.47879569892473 2.49935983338148e-07
"36" "GO:0008137" "NADH dehydrogenase (ubiquinone) activity" 8.47879569892473 2.49935983338148e-07
"37" "GO:0003725" "double-stranded RNA binding" 5.2399023970145 5.78778184347654e-07
"38" "GO:0003684" "damaged DNA binding" 5.2399023970145 5.78778184347654e-07
"39" "GO:0034062" "RNA polymerase activity" 6.41289873184323 8.29390361458708e-07
"40" "GO:0051087" "chaperone binding" 4.41558125918316 9.94601701141257e-07
"41" "GO:0016741" "transferase activity, transferring one-carbon groups" 2.06276302303286 1.15788229928836e-06
"42" "GO:0008022" "protein C-terminus binding" 2.26204266821122 1.86847241126761e-06
"43" "GO:0000049" "tRNA binding" 6.43871214292538 5.48919673373957e-06
"44" "GO:0008565" "protein transporter activity" 3.03918858922329 1.01937910976853e-05
"45" "GO:0046966" "thyroid hormone receptor binding" 9.9630637079456 1.05926659094815e-05
"46" "GO:0008757" "S-adenosylmethionine-dependent methyltransferase activity" 2.49891852919971 1.08403368958421e-05
"47" "GO:0001056" "RNA polymerase III activity" Inf 1.20004365701815e-05
"48" "GO:0019903" "protein phosphatase binding" 2.71254604485837 1.48482878006511e-05
"49" "GO:0019902" "phosphatase binding" 2.23964803312629 1.73497556602923e-05
"50" "GO:0004532" "exoribonuclease activity" 9.54656932913446 1.92163824536094e-05
"51" "GO:0019787" "small conjugating protein ligase activity" 9.54656932913446 1.92163824536094e-05
"52" "GO:0019003" "GDP binding" 4.19296667188233 2.05953085563825e-05
"53" "GO:0016796" "exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters" 5.33948785130903 2.65645671462038e-05
"54" "GO:0004812" "aminoacyl-tRNA ligase activity" 4.56914181957187 3.14835077023833e-05
"55" "GO:0016875" "ligase activity, forming carbon-oxygen bonds" 4.56914181957187 3.14835077023833e-05
"56" "GO:0016876" "ligase activity, forming aminoacyl-tRNA and related compounds" 4.56914181957187 3.14835077023833e-05
"57" "GO:0009055" "electron carrier activity" 2.49719141581449 3.20423018669565e-05
"58" "GO:0016896" "exoribonuclease activity, producing 5'-phosphomonoesters" 9.13019417012547 3.46837780457899e-05
"59" "GO:0035064" "methylated histone binding" 3.84311053738765 4.34304636099277e-05
"60" "GO:0005487" "nucleocytoplasmic transporter activity" Inf 4.98030107952999e-05
"61" "GO:0003678" "DNA helicase activity" 3.96518236566989 5.49544149688386e-05
"62" "GO:0030374" "ligand-dependent nuclear receptor transcription coactivator activity" 3.96518236566989 5.49544149688386e-05
"63" "GO:0051540" "metal cluster binding" 3.11746122917863 5.6815639229191e-05
"64" "GO:0051536" "iron-sulfur cluster binding" 3.11746122917863 5.6815639229191e-05
"65" "GO:0070035" "purine NTP-dependent helicase activity" 2.58489014941324 5.98753637786867e-05
"66" "GO:0050681" "androgen receptor binding" 4.67151454363089 6.14885855652229e-05
"67" "GO:0051020" "GTPase binding" 1.80436743172721 6.185992284936e-05
"68" "GO:0016627" "oxidoreductase activity, acting on the CH-CH group of donors" 3.32405414454489 8.00052883482859e-05
"69" "GO:0019843" "rRNA binding" 5.3963435008831 8.64372508200204e-05
"70" "GO:0031267" "small GTPase binding" 1.80681305216999 9.61047161047262e-05
"71" "GO:0008536" "Ran GTPase binding" 6.84685845140976 0.000110653271520194
"72" "GO:0003924" "GTPase activity" 1.75167804736307 0.000110653271520194
"73" "GO:0000175" "3'-5'-exoribonuclease activity" 8.29780130681547 0.000114204644097219
"74" "GO:0016407" "acetyltransferase activity" 2.37869710708117 0.000122286938401731
"75" "GO:0019783" "small conjugating protein-specific protease activity" 2.65029462489221 0.000122894838014935
"76" "GO:0031593" "polyubiquitin binding" 4.80347423988215 0.000122999499527742
"77" "GO:0051427" "hormone receptor binding" 1.93682764603817 0.000130471874492197
"78" "GO:0051287" "NAD binding" 3.45071649990623 0.000130471874492197
"79" "GO:0016765" "transferase activity, transferring alkyl or aryl (other than methyl) groups" 3.29333661175313 0.000157958136515418
"80" "GO:0090595" "acetyl-CoA:L-lysine N6-acetyltransferase" 3.15694544063501 0.000187805254652922
"81" "GO:0004402" "histone acetyltransferase activity" 3.15694544063501 0.000187805254652922
"82" "GO:0005525" "GTP binding" 1.51040348794208 0.000192240049064642
"83" "GO:0004721" "phosphoprotein phosphatase activity" 1.8377563791474 0.000206690422390056
"84" "GO:0004843" "ubiquitin-specific protease activity" 2.66355018150479 0.000206690422390056
"85" "GO:0008080" "N-acetyltransferase activity" 2.44805976188955 0.000231028048564208
