"go" "term" "OddsRatio" "FDR"
"1" "GO:0044822" "poly(A) RNA binding" 4.95166728275804 2.06817013849105e-132
"2" "GO:0003735" "structural constituent of ribosome" 15.1727993265025 1.11016918823512e-51
"3" "GO:0003676" "nucleic acid binding" 1.64579151977169 2.32196576995594e-28
"4" "GO:1901265" "nucleoside phosphate binding" 1.60587405971451 5.35165739930044e-18
"5" "GO:0036094" "small molecule binding" 1.52986637450682 9.94129627667391e-16
"6" "GO:0009055" "electron carrier activity" 5.25575173889781 2.81134198683633e-14
"7" "GO:0016655" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" 9.77412348743407 5.11124049518534e-14
"8" "GO:0050136" "NADH dehydrogenase (quinone) activity" 12.8350355926958 1.72902896486971e-12
"9" "GO:0003954" "NADH dehydrogenase activity" 12.8350355926958 1.72902896486971e-12
"10" "GO:0008137" "NADH dehydrogenase (ubiquinone) activity" 12.8350355926958 1.72902896486971e-12
"11" "GO:0051082" "unfolded protein binding" 4.44348466453038 7.23225743701038e-12
"12" "GO:0016818" "hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides" 1.78788577223592 5.92303296786731e-11
"13" "GO:0016817" "hydrolase activity, acting on acid anhydrides" 1.78170598403579 6.65672179251426e-11
"14" "GO:0016462" "pyrophosphatase activity" 1.78326236677739 7.25695550577912e-11
"15" "GO:0016887" "ATPase activity" 2.05981101650684 2.25372146894181e-09
"16" "GO:0003743" "translation initiation factor activity" 5.96486068111455 5.23098588803004e-09
"17" "GO:0051087" "chaperone binding" 4.55978803207047 1.23069980934117e-07
"18" "GO:0016881" "acid-amino acid ligase activity" 3.752022721306 1.73187840127463e-07
"19" "GO:0048037" "cofactor binding" 2.11139802414099 3.04648150463695e-07
"20" "GO:0003729" "mRNA binding" 2.98497033221891 3.71267469507247e-07
"21" "GO:0051287" "NAD binding" 4.71630966436161 9.17073125233923e-07
"22" "GO:0060590" "ATPase regulator activity" 11.5018484288355 1.96774168425152e-06
"23" "GO:0043021" "ribonucleoprotein complex binding" 3.62626128518322 1.96774168425152e-06
"24" "GO:0003697" "single-stranded DNA binding" 3.35291173035208 4.30274831322168e-06
"25" "GO:0070035" "purine NTP-dependent helicase activity" 3.04630778777536 4.86034747292867e-06
"26" "GO:0043022" "ribosome binding" 6.07449105490438 6.27223350520053e-06
"27" "GO:0019900" "kinase binding" 1.65662360019526 6.6598774960101e-06
"28" "GO:0016616" "oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor" 2.60530601042906 8.11891886312326e-06
"29" "GO:0015002" "heme-copper terminal oxidase activity" 6.81581920903955 1.78289841418721e-05
"30" "GO:0016676" "oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor" 6.81581920903955 1.78289841418721e-05
"31" "GO:0004129" "cytochrome-c oxidase activity" 6.81581920903955 1.78289841418721e-05
"32" "GO:0042803" "protein homodimerization activity" 1.51595240202835 2.31175167903799e-05
"33" "GO:0016614" "oxidoreductase activity, acting on CH-OH group of donors" 2.358849626401 2.58695660977166e-05
"34" "GO:0008565" "protein transporter activity" 2.90445201941948 3.10043870213038e-05
"35" "GO:0016675" "oxidoreductase activity, acting on a heme group of donors" 6.13374422187982 3.53833481316492e-05
"36" "GO:0019901" "protein kinase binding" 1.62775119617225 3.95468410762214e-05
"37" "GO:0003684" "damaged DNA binding" 3.5546284850982 4.7607363159586e-05
"38" "GO:0019843" "rRNA binding" 4.93035549094754 5.28007027261206e-05
"39" "GO:0030145" "manganese ion binding" 3.66986590064029 0.000112761123685907
"40" "GO:0016628" "oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor" 5.96016836053793 0.000148687367571952
"41" "GO:0005525" "GTP binding" 1.61865775673224 0.000176418072210197
"42" "GO:0019787" "small conjugating protein ligase activity" 5.22559233742228 0.000183310669928844
"43" "GO:0001671" "ATPase activator activity" 9.57090126115042 0.000284432438754883
"44" "GO:0015037" "peptide disulfide oxidoreductase activity" Inf 0.000349981260820347
"45" "GO:0019001" "guanyl nucleotide binding" 1.56008658008658 0.000422816714465601
"46" "GO:0044389" "small conjugating protein ligase binding" 1.87747069238751 0.00043278019027645
"47" "GO:0031625" "ubiquitin protein ligase binding" 1.87747069238751 0.00043278019027645
"48" "GO:0016627" "oxidoreductase activity, acting on the CH-CH group of donors" 2.97025322132201 0.000433770688502462
"49" "GO:0046961" "proton-transporting ATPase activity, rotational mechanism" 7.01969230769231 0.000433770688502462
"50" "GO:0004579" "dolichyl-diphosphooligosaccharide-protein glycotransferase activity" 26.780270436386 0.000433770688502462
"51" "GO:0001055" "RNA polymerase II activity" 26.780270436386 0.000433770688502462
"52" "GO:0008094" "DNA-dependent ATPase activity" 2.58895780566429 0.000491051861194117
"53" "GO:0016667" "oxidoreductase activity, acting on a sulfur group of donors" 3.2212962962963 0.000503787240002663
"54" "GO:0016504" "peptidase activator activity" 3.63143288378207 0.000548939323654143
"55" "GO:0036442" "hydrogen-exporting ATPase activity" 5.74422899353647 0.000558277554360935
"56" "GO:0051540" "metal cluster binding" 2.6963365219934 0.000636467091697439
"57" "GO:0051536" "iron-sulfur cluster binding" 2.6963365219934 0.000636467091697439
"58" "GO:0008536" "Ran GTPase binding" 4.46904835232522 0.000744735137845549
"59" "GO:0003724" "RNA helicase activity" 4.10483232109849 0.000781864183843337
"60" "GO:0003924" "GTPase activity" 1.73178526851941 0.000833110655594498
"61" "GO:0016860" "intramolecular oxidoreductase activity" 2.98220164609054 0.000960513030909556
