"go" "term" "OddsRatio" "FDR"
"1" "GO:0044822" "poly(A) RNA binding" 5.50197220135237 1.03802257758022e-153
"2" "GO:0003735" "structural constituent of ribosome" 18.8916223404255 1.88192677752336e-56
"3" "GO:0003676" "nucleic acid binding" 1.77712337809574 8.31519459473862e-40
"4" "GO:0000166" "nucleotide binding" 1.58115336536528 1.44602009290096e-17
"5" "GO:1901265" "nucleoside phosphate binding" 1.58002090395778 1.44602009290096e-17
"6" "GO:0036094" "small molecule binding" 1.51009953300806 1.81466505680925e-15
"7" "GO:0050136" "NADH dehydrogenase (quinone) activity" 19.2903364969802 5.57725383377741e-15
"8" "GO:0003954" "NADH dehydrogenase activity" 19.2903364969802 5.57725383377741e-15
"9" "GO:0008137" "NADH dehydrogenase (ubiquinone) activity" 19.2903364969802 5.57725383377741e-15
"10" "GO:0016655" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" 9.78089887640449 5.84336440552453e-14
"11" "GO:0016818" "hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides" 1.80612959579792 9.88426612505135e-12
"12" "GO:0016462" "pyrophosphatase activity" 1.8021472392638 1.18381510142439e-11
"13" "GO:0016881" "acid-amino acid ligase activity" 5.21325337107949 2.53829883733113e-11
"14" "GO:0003743" "translation initiation factor activity" 7.01035673187572 2.4024546809277e-10
"15" "GO:0009055" "electron carrier activity" 3.88865781474964 7.08041484188128e-10
"16" "GO:0016887" "ATPase activity" 2.08153686131524 7.58749615684271e-10
"17" "GO:0051082" "unfolded protein binding" 3.5831222896791 5.2403923576072e-09
"18" "GO:0043022" "ribosome binding" 10.0530183538859 1.14072464060636e-08
"19" "GO:0019900" "kinase binding" 1.74970598000101 2.89210441770286e-07
"20" "GO:0019901" "protein kinase binding" 1.73071735386275 2.13682744227952e-06
"21" "GO:0003697" "single-stranded DNA binding" 3.40680576950007 2.76749777825449e-06
"22" "GO:0070035" "purine NTP-dependent helicase activity" 3.0459842125047 4.33969085402403e-06
"23" "GO:0043130" "ubiquitin binding" 3.31121913280187 5.76408189110284e-06
"24" "GO:0032182" "small conjugating protein binding" 3.03520599250936 6.06577861187744e-06
"25" "GO:0019843" "rRNA binding" 5.82091690544413 8.07476502273865e-06
"26" "GO:0003729" "mRNA binding" 2.61488112426605 9.01721111991365e-06
"27" "GO:0044389" "small conjugating protein ligase binding" 2.13240848343986 1.13992541827401e-05
"28" "GO:0031625" "ubiquitin protein ligase binding" 2.13240848343986 1.13992541827401e-05
"29" "GO:0004842" "ubiquitin-protein transferase activity" 1.84813496788037 1.72577729805418e-05
"30" "GO:0004812" "aminoacyl-tRNA ligase activity" 4.22903113821261 2.84592516099441e-05
"31" "GO:0016875" "ligase activity, forming carbon-oxygen bonds" 4.22903113821261 2.84592516099441e-05
"32" "GO:0016876" "ligase activity, forming aminoacyl-tRNA and related compounds" 4.22903113821261 2.84592516099441e-05
"33" "GO:0001055" "RNA polymerase II activity" Inf 3.49804958026413e-05
"34" "GO:0000989" "transcription factor binding transcription factor activity" 1.53863163371488 4.39763338284356e-05
"35" "GO:0000988" "protein binding transcription factor activity" 1.53581356438602 4.41662272595673e-05
"36" "GO:0015002" "heme-copper terminal oxidase activity" 6.20339629841633 4.86577480658303e-05
"37" "GO:0016676" "oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor" 6.20339629841633 4.86577480658303e-05
"38" "GO:0004129" "cytochrome-c oxidase activity" 6.20339629841633 4.86577480658303e-05
"39" "GO:0016616" "oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor" 2.36940463252275 5.78122973739919e-05
"40" "GO:0016614" "oxidoreductase activity, acting on CH-OH group of donors" 2.21738494183069 9.03233435978795e-05
"41" "GO:0019787" "small conjugating protein ligase activity" 5.58259874069834 9.40462407771881e-05
"42" "GO:0016675" "oxidoreductase activity, acting on a heme group of donors" 5.58259874069834 9.40462407771881e-05
"43" "GO:0003924" "GTPase activity" 1.8675090588126 9.45302331360846e-05
"44" "GO:0047485" "protein N-terminus binding" 2.58904117477685 9.63351505187171e-05
"45" "GO:0008094" "DNA-dependent ATPase activity" 2.79723979298447 0.000117216824030775
"46" "GO:0005525" "GTP binding" 1.61269502256071 0.000144600567854076
"47" "GO:0008565" "protein transporter activity" 2.64227080935942 0.000146830111485259
"48" "GO:0034062" "RNA polymerase activity" 3.65825688073395 0.000146830111485259
"49" "GO:0051287" "NAD binding" 3.35311531841652 0.000163179720415409
"50" "GO:0004576" "oligosaccharyl transferase activity" 27.8697886921759 0.000196322887482587
"51" "GO:0048037" "cofactor binding" 1.72546306063035 0.000226915721276467
"52" "GO:0051087" "chaperone binding" 2.94791666666667 0.000239514228710893
"53" "GO:0008186" "RNA-dependent ATPase activity" 5.42486651411137 0.000320733982004092
"54" "GO:0019001" "guanyl nucleotide binding" 1.5489628801746 0.000376030373120171
"55" "GO:0008536" "Ran GTPase binding" 4.75614514241124 0.000407498072297497
"56" "GO:0016796" "exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters" 3.68371049365034 0.000420186771138584
"57" "GO:0004004" "ATP-dependent RNA helicase activity" 5.66589219330855 0.000433817770685563
"58" "GO:0003684" "damaged DNA binding" 2.99311531841652 0.000475411386645424
"59" "GO:0003724" "RNA helicase activity" 4.29324996697636 0.000475411386645424
"60" "GO:0008022" "protein C-terminus binding" 1.88586254509821 0.000627916913874938
"61" "GO:0004579" "dolichyl-diphosphooligosaccharide-protein glycotransferase activity" 24.3791036254639 0.000673120736721069
"62" "GO:0016896" "exoribonuclease activity, producing 5'-phosphomonoesters" 4.4377990430622 0.000990048136093126
"63" "GO:0051020" "GTPase binding" 1.71511250440557 0.00102030712290304
"64" "GO:0017016" "Ras GTPase binding" 1.76568954784675 0.00110911905023767
"65" "GO:0031492" "nucleosomal DNA binding" 4.02377022119511 0.00111048925649856
"66" "GO:0060590" "ATPase regulator activity" 5.22855917667238 0.00111048925649856
"67" "GO:0003725" "double-stranded RNA binding" 2.76847008099048 0.00129902486850135
"68" "GO:0003678" "DNA helicase activity" 2.93145313843508 0.00135452414699087
"69" "GO:0000175" "3'-5'-exoribonuclease activity" 4.53197026022305 0.00135452414699087
"70" "GO:0016628" "oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor" 4.53197026022305 0.00135452414699087
"71" "GO:0004532" "exoribonuclease activity" 4.06764874141876 0.00155853829589115
"72" "GO:0001054" "RNA polymerase I activity" 9.28840662478584 0.00178382649050945
"73" "GO:0050662" "coenzyme binding" 1.72188168210976 0.00201307920341932
"74" "GO:0008312" "7S RNA binding" 20.8904109589041 0.00224627985467788
"75" "GO:0008121" "ubiquinol-cytochrome-c reductase activity" 20.8904109589041 0.00224627985467788
"76" "GO:0051920" "peroxiredoxin activity" 20.8904109589041 0.00224627985467788
"77" "GO:0004032" "alditol:NADP+ 1-oxidoreductase activity" 20.8904109589041 0.00224627985467788
