"go" "term" "OddsRatio" "FDR"
"1" "GO:0044822" "poly(A) RNA binding" 4.96836876960613 1.04881526870691e-115
"2" "GO:0003735" "structural constituent of ribosome" 16.3881889233257 1.28177319257769e-56
"3" "GO:0003676" "nucleic acid binding" 1.67648527454218 1.16969332368176e-23
"4" "GO:0050136" "NADH dehydrogenase (quinone) activity" 13.3941881100266 2.57168596363456e-13
"5" "GO:0003954" "NADH dehydrogenase activity" 13.3941881100266 2.57168596363456e-13
"6" "GO:0008137" "NADH dehydrogenase (ubiquinone) activity" 13.3941881100266 2.57168596363456e-13
"7" "GO:0016655" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" 9.08526540896483 3.1051502626679e-13
"8" "GO:0009055" "electron carrier activity" 4.40097788016267 2.19095236808721e-10
"9" "GO:0003743" "translation initiation factor activity" 7.24436982573959 2.62389905751893e-10
"10" "GO:0017076" "purine nucleotide binding" 1.52082977315417 1.23925109031263e-09
"11" "GO:0016462" "pyrophosphatase activity" 1.81998445814235 1.90323288712815e-09
"12" "GO:0016817" "hydrolase activity, acting on acid anhydrides" 1.81170732343486 2.16393127668472e-09
"13" "GO:0016818" "hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides" 1.81340473600536 2.18613933912169e-09
"14" "GO:0035639" "purine ribonucleoside triphosphate binding" 1.5174424844866 2.28085706204081e-09
"15" "GO:0032549" "ribonucleoside binding" 1.51466822905672 2.35763597741193e-09
"16" "GO:0001883" "purine nucleoside binding" 1.50958262167554 3.14291383905194e-09
"17" "GO:0042802" "identical protein binding" 1.6079461396209 4.2130233574761e-08
"18" "GO:0043021" "ribonucleoprotein complex binding" 4.42158537140775 1.40708057102872e-07
"19" "GO:0016887" "ATPase activity" 2.0335734030534 1.63216783426953e-07
"20" "GO:0016879" "ligase activity, forming carbon-nitrogen bonds" 3.22728962236099 3.37791784289409e-07
"21" "GO:0051082" "unfolded protein binding" 3.15537386329906 2.13649982544235e-06
"22" "GO:0019843" "rRNA binding" 6.71540047114252 2.21034872067582e-06
"23" "GO:0016881" "acid-amino acid ligase activity" 3.59012359384251 2.82035836084774e-06
"24" "GO:0051087" "chaperone binding" 4.06962465978859 5.14874397928742e-06
"25" "GO:0019900" "kinase binding" 1.74697262109516 8.39503091570198e-06
"26" "GO:0015002" "heme-copper terminal oxidase activity" 7.53362473433051 9.20160321386517e-06
"27" "GO:0016676" "oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor" 7.53362473433051 9.20160321386517e-06
"28" "GO:0004129" "cytochrome-c oxidase activity" 7.53362473433051 9.20160321386517e-06
"29" "GO:0016675" "oxidoreductase activity, acting on a heme group of donors" 6.90530804293486 1.69561334115769e-05
"30" "GO:0003729" "mRNA binding" 2.7748590086079 1.70148562054471e-05
"31" "GO:0003697" "single-stranded DNA binding" 3.2830872293249 3.0969199939086e-05
"32" "GO:0051287" "NAD binding" 4.08760237307264 3.39186989265131e-05
"33" "GO:0043022" "ribosome binding" 5.54970211827008 3.89188207454256e-05
"34" "GO:0019901" "protein kinase binding" 1.71982237971381 4.20519084420857e-05
"35" "GO:0016627" "oxidoreductase activity, acting on the CH-CH group of donors" 3.66106194690266 6.47960068251819e-05
"36" "GO:0001054" "RNA polymerase I activity" 15.752456371902 0.00010169822407861
"37" "GO:0042803" "protein homodimerization activity" 1.54042597733582 0.00010351181739387
"38" "GO:0005525" "GTP binding" 1.72609188555617 0.000128163315675667
"39" "GO:0008565" "protein transporter activity" 2.91011170146007 0.000128163315675667
"40" "GO:0048037" "cofactor binding" 1.88655489234901 0.000133099710536478
"41" "GO:0051920" "peroxiredoxin activity" 35.4171428571429 0.000245271658284527
"42" "GO:0003924" "GTPase activity" 1.93618034827241 0.000263484325586123
"43" "GO:0044389" "small conjugating protein ligase binding" 2.04219172593409 0.000269667768250986
"44" "GO:0031625" "ubiquitin protein ligase binding" 2.04219172593409 0.000269667768250986
"45" "GO:0019003" "GDP binding" 3.55280600972161 0.000289906821894495
"46" "GO:0019904" "protein domain specific binding" 1.52095193834476 0.000384149275414063
"47" "GO:0008536" "Ran GTPase binding" 5.0680601901404 0.000435384186535069
"48" "GO:0019001" "guanyl nucleotide binding" 1.63596218584552 0.000443128809832934
"49" "GO:0035173" "histone kinase activity" 7.59601358148893 0.000460869050714031
"50" "GO:0016667" "oxidoreductase activity, acting on a sulfur group of donors" 3.4698580480078 0.000514783028141605
"51" "GO:0004812" "aminoacyl-tRNA ligase activity" 3.64177279673968 0.000514783028141605
"52" "GO:0016875" "ligase activity, forming carbon-oxygen bonds" 3.64177279673968 0.000514783028141605
"53" "GO:0016876" "ligase activity, forming aminoacyl-tRNA and related compounds" 3.64177279673968 0.000514783028141605
"54" "GO:0031369" "translation initiation factor binding" 5.41842878120411 0.000514885620769402
"55" "GO:0016628" "oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor" 5.41842878120411 0.000514885620769402
"56" "GO:0004842" "ubiquitin-protein transferase activity" 1.75045332319541 0.000601370865381235
"57" "GO:0001055" "RNA polymerase II activity" 17.7072527472527 0.000678147720950278
"58" "GO:0031491" "nucleosome binding" 3.69759488084731 0.000681559016120806
"59" "GO:0042393" "histone binding" 2.14197519530712 0.000721650575573893
"60" "GO:0046961" "proton-transporting ATPase activity, rotational mechanism" 6.64601672535211 0.000743112570822494
"61" "GO:0003725" "double-stranded RNA binding" 3.13389306230667 0.000749814391904573
"62" "GO:0003684" "damaged DNA binding" 3.13389306230667 0.000749814391904573
"63" "GO:0046933" "proton-transporting ATP synthase activity, rotational mechanism" 10.3322339489886 0.000824293696431073
"64" "GO:0016614" "oxidoreductase activity, acting on CH-OH group of donors" 2.12395474667978 0.000936795903619462
"65" "GO:0016616" "oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor" 2.21556626506024 0.000936795903619462
"66" "GO:0051721" "protein phosphatase 2A binding" 5.90713028169014 0.0012166319291455
"67" "GO:0003678" "DNA helicase activity" 3.15526122148639 0.0014416392013518
"68" "GO:0070717" "poly-purine tract binding" 6.7490415435862 0.0014416392013518
"69" "GO:0050699" "WW domain binding" 4.92367532658154 0.00146191707635153
"70" "GO:0008143" "poly(A) binding" 8.26517150395778 0.00159691081255369
"71" "GO:0031072" "heat shock protein binding" 2.67748726369416 0.00208583168576801
"72" "GO:0003690" "double-stranded DNA binding" 2.15518702336279 0.00230030086518281
"73" "GO:0023023" "MHC protein complex binding" 5.90497140343159 0.00235563306392598
"74" "GO:0023026" "MHC class II protein complex binding" 5.90497140343159 0.00235563306392598
"75" "GO:0070035" "purine NTP-dependent helicase activity" 2.29273800505953 0.00255430299344601
"76" "GO:0036442" "hydrogen-exporting ATPase activity" 4.83238636363636 0.00272117753118275
"77" "GO:0060590" "ATPase regulator activity" 4.83238636363636 0.00272117753118275
"78" "GO:0008601" "protein phosphatase type 2A regulator activity" 4.83238636363636 0.00272117753118275
"79" "GO:0019903" "protein phosphatase binding" 2.21019238911824 0.00289560758170392
"80" "GO:0015036" "disulfide oxidoreductase activity" 3.82334801762115 0.00294862320469669
"81" "GO:0031492" "nucleosomal DNA binding" 3.82334801762115 0.00294862320469669
"82" "GO:0019902" "phosphatase binding" 1.93728638878123 0.00331555936132443
"83" "GO:0003724" "RNA helicase activity" 3.61067058247675 0.00406603161821626
"84" "GO:0004722" "protein serine/threonine phosphatase activity" 2.62820701496198 0.00530366504423022
