"go" "term" "OddsRatio" "FDR"
"1" "GO:0044822" "poly(A) RNA binding" 7.0765392768309 1.08179837756755e-193
"2" "GO:0003676" "nucleic acid binding" 1.8740680045852 3.21412746956532e-59
"3" "GO:0003735" "structural constituent of ribosome" 11.1872139881156 3.61400689675483e-36
"4" "GO:0032549" "ribonucleoside binding" 1.58702633890604 3.40976886145373e-18
"5" "GO:0001883" "purine nucleoside binding" 1.58469466029603 4.25018978019738e-18
"6" "GO:0016818" "hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides" 1.9468189875911 1.6678806387709e-17
"7" "GO:0016817" "hydrolase activity, acting on acid anhydrides" 1.93100752467507 3.29101297856527e-17
"8" "GO:0032553" "ribonucleotide binding" 1.54775306392804 7.78323010843381e-17
"9" "GO:0005524" "ATP binding" 1.55151216608684 5.35073819838365e-14
"10" "GO:0030554" "adenyl nucleotide binding" 1.53375454726136 1.02012201420805e-13
"11" "GO:0016881" "acid-amino acid ligase activity" 6.22431341038795 7.06864213504946e-13
"12" "GO:0016655" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" 10.6643009062327 7.06864213504946e-13
"13" "GO:0016887" "ATPase activity" 2.08807289024184 2.06782313196471e-11
"14" "GO:0003743" "translation initiation factor activity" 8.84165126309304 3.62264231212507e-11
"15" "GO:0000988" "protein binding transcription factor activity" 1.81187100417482 1.40333279239342e-10
"16" "GO:0050136" "NADH dehydrogenase (quinone) activity" 12.8695459579181 1.52666976649475e-10
"17" "GO:0003954" "NADH dehydrogenase activity" 12.8695459579181 1.52666976649475e-10
"18" "GO:0008137" "NADH dehydrogenase (ubiquinone) activity" 12.8695459579181 1.52666976649475e-10
"19" "GO:0004842" "ubiquitin-protein transferase activity" 2.22843229657556 4.57454384135536e-10
"20" "GO:0051082" "unfolded protein binding" 3.42643297650723 9.2989147416908e-09
"21" "GO:0044389" "small conjugating protein ligase binding" 2.43224382524028 2.38061443817621e-08
"22" "GO:0031625" "ubiquitin protein ligase binding" 2.43224382524028 2.38061443817621e-08
"23" "GO:0019003" "GDP binding" 5.67596011816839 1.00874556475509e-07
"24" "GO:0003697" "single-stranded DNA binding" 3.86756585847369 1.13602827526407e-07
"25" "GO:0003729" "mRNA binding" 2.95598022068191 1.1848953136706e-07
"26" "GO:0034062" "RNA polymerase activity" 6.24131758627053 1.41087141058272e-07
"27" "GO:0019900" "kinase binding" 1.67877024463607 1.79168775303619e-07
"28" "GO:0001056" "RNA polymerase III activity" Inf 2.87550495132971e-07
"29" "GO:0003684" "damaged DNA binding" 4.66639581409664 5.55786122946605e-07
"30" "GO:0009055" "electron carrier activity" 2.91600091303355 7.4213647938775e-07
"31" "GO:0047485" "protein N-terminus binding" 3.09993600323352 1.01467021693088e-06
"32" "GO:0043022" "ribosome binding" 7.87190590258584 1.22399022914943e-06
"33" "GO:0019787" "small conjugating protein ligase activity" 10.3872007366482 1.33643434778858e-06
"34" "GO:0003924" "GTPase activity" 2.00977880011769 1.66373754988912e-06
"35" "GO:0070035" "purine NTP-dependent helicase activity" 3.04196624515202 1.66373754988912e-06
"36" "GO:0019901" "protein kinase binding" 1.64194632685029 2.19756270505298e-06
"37" "GO:0003690" "double-stranded DNA binding" 2.62691607224161 3.9648894632792e-06
"38" "GO:0016627" "oxidoreductase activity, acting on the CH-CH group of donors" 3.88752436647173 4.27525903762471e-06
"39" "GO:0051087" "chaperone binding" 3.68853685571772 4.27525903762471e-06
"40" "GO:0008094" "DNA-dependent ATPase activity" 3.1539362554713 6.63276711040739e-06
"41" "GO:0008565" "protein transporter activity" 2.93058904992717 9.57578373163857e-06
"42" "GO:0051287" "NAD binding" 3.89853985975272 1.5236180851287e-05
"43" "GO:0016628" "oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor" 8.96581078593779 1.55180552299307e-05
"44" "GO:0005525" "GTP binding" 1.61555754364233 2.34474482124337e-05
"45" "GO:0004812" "aminoacyl-tRNA ligase activity" 4.21472645002057 2.63615137871048e-05
"46" "GO:0016875" "ligase activity, forming carbon-oxygen bonds" 4.21472645002057 2.63615137871048e-05
"47" "GO:0016876" "ligase activity, forming aminoacyl-tRNA and related compounds" 4.21472645002057 2.63615137871048e-05
"48" "GO:0003678" "DNA helicase activity" 3.90535571542766 2.68450470684705e-05
"49" "GO:0003714" "transcription corepressor activity" 1.86110934713228 3.6621683149163e-05
"50" "GO:0001054" "RNA polymerase I activity" Inf 3.71929794758923e-05
"51" "GO:0016741" "transferase activity, transferring one-carbon groups" 1.84439165141077 3.78822592732323e-05
"52" "GO:0005487" "nucleocytoplasmic transporter activity" 24.5181099466814 4.15473636481833e-05
"53" "GO:0042393" "histone binding" 2.13911964613227 4.6011207213911e-05
"54" "GO:0046332" "SMAD binding" 2.87146211078941 5.73426618905756e-05
"55" "GO:0050662" "coenzyme binding" 1.89666107069577 5.74680680301167e-05
"56" "GO:0019843" "rRNA binding" 4.82491148359632 7.82755103177027e-05
"57" "GO:0019001" "guanyl nucleotide binding" 1.54563880091816 7.96307254061803e-05
"58" "GO:0003725" "double-stranded RNA binding" 3.28201940540593 8.35987497497585e-05
"59" "GO:0016616" "oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor" 2.17891454310644 0.000104723231564109
"60" "GO:0031072" "heat shock protein binding" 2.9139350569406 0.000112447725004409
"61" "GO:0043130" "ubiquitin binding" 2.64706099815157 0.000125909759229222
"62" "GO:0008022" "protein C-terminus binding" 1.89482501861504 0.000163469418046913
"63" "GO:0000049" "tRNA binding" 3.93364965296972 0.00016406987170412
"64" "GO:0008757" "S-adenosylmethionine-dependent methyltransferase activity" 2.1474168794306 0.000170924276697082
"65" "GO:0048037" "cofactor binding" 1.65057568740011 0.000183489912177082
"66" "GO:0070412" "R-SMAD binding" 6.41464581416743 0.000191557559192223
"67" "GO:0004532" "exoribonuclease activity" 5.12182167179406 0.000253867638453591
"68" "GO:0008017" "microtubule binding" 1.82866975358107 0.000253867638453591
"69" "GO:0031490" "chromatin DNA binding" 2.54158252482848 0.000364224608065333
"70" "GO:0019783" "small conjugating protein-specific protease activity" 2.40571332549151 0.000416073672560878
"71" "GO:0000175" "3'-5'-exoribonuclease activity" 5.34501686599203 0.000464547037226942
"72" "GO:0031369" "translation initiation factor binding" 5.34501686599203 0.000464547037226942
"73" "GO:0015002" "heme-copper terminal oxidase activity" 4.85135916714864 0.000492380051000691
"74" "GO:0016896" "exoribonuclease activity, producing 5'-phosphomonoesters" 4.85135916714864 0.000492380051000691
"75" "GO:0016676" "oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor" 4.85135916714864 0.000492380051000691
"76" "GO:0004129" "cytochrome-c oxidase activity" 4.85135916714864 0.000492380051000691
