"go" "term" "OddsRatio" "FDR"
"1" "GO:0044822" "poly(A) RNA binding" 6.6439021217485 3.77799104270692e-188
"2" "GO:0003676" "nucleic acid binding" 1.84825307869899 1.4235045977673e-54
"3" "GO:0003735" "structural constituent of ribosome" 11.1824043261231 4.48908242952332e-38
"4" "GO:0016818" "hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides" 1.9590423021208 2.7049276829827e-17
"5" "GO:0016817" "hydrolase activity, acting on acid anhydrides" 1.94498964055743 4.38071700111563e-17
"6" "GO:0016462" "pyrophosphatase activity" 1.94693417586148 5.12832571162188e-17
"7" "GO:0032549" "ribonucleoside binding" 1.56570557748657 1.14222590835954e-16
"8" "GO:0001883" "purine nucleoside binding" 1.55903260963845 2.05859843217538e-16
"9" "GO:0032553" "ribonucleotide binding" 1.52467909837829 2.99771011494349e-15
"10" "GO:0016655" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" 12.3938727495908 1.29932080763547e-14
"11" "GO:0016881" "acid-amino acid ligase activity" 6.28800246103363 2.18099463276158e-13
"12" "GO:0003743" "translation initiation factor activity" 10.2750630409596 9.28814220061139e-13
"13" "GO:0005524" "ATP binding" 1.52228966061396 1.69787302850695e-12
"14" "GO:0030554" "adenyl nucleotide binding" 1.50960250499242 2.13770651987632e-12
"15" "GO:0016887" "ATPase activity" 2.1362216607005 6.25852662936711e-12
"16" "GO:0050136" "NADH dehydrogenase (quinone) activity" 14.9533374157991 6.87360757674306e-12
"17" "GO:0003954" "NADH dehydrogenase activity" 14.9533374157991 6.87360757674306e-12
"18" "GO:0008137" "NADH dehydrogenase (ubiquinone) activity" 14.9533374157991 6.87360757674306e-12
"19" "GO:0044389" "small conjugating protein ligase binding" 2.64385199384569 9.09721341710269e-10
"20" "GO:0031625" "ubiquitin protein ligase binding" 2.64385199384569 9.09721341710269e-10
"21" "GO:0051082" "unfolded protein binding" 3.65621960445261 1.11325554844729e-09
"22" "GO:0000988" "protein binding transcription factor activity" 1.77051047213348 1.16898444813714e-09
"23" "GO:0004842" "ubiquitin-protein transferase activity" 2.13717486106968 4.93395179028351e-09
"24" "GO:0009055" "electron carrier activity" 3.39042447394592 1.41351089287754e-08
"25" "GO:0003729" "mRNA binding" 3.06664166376454 4.06600158661191e-08
"26" "GO:0003697" "single-stranded DNA binding" 3.97795900374697 4.73686357107988e-08
"27" "GO:0019900" "kinase binding" 1.71768906209536 7.03533992223528e-08
"28" "GO:0019003" "GDP binding" 5.33601609657948 1.45957212764481e-07
"29" "GO:0003690" "double-stranded DNA binding" 2.93672617826117 2.59009756122786e-07
"30" "GO:0070035" "purine NTP-dependent helicase activity" 3.20649031427401 4.84682141838232e-07
"31" "GO:0047485" "protein N-terminus binding" 3.11713095725795 8.03026395063192e-07
"32" "GO:0008094" "DNA-dependent ATPase activity" 3.45527861379774 1.06104816326303e-06
"33" "GO:0019901" "protein kinase binding" 1.67026640675763 1.35140075859063e-06
"34" "GO:0034062" "RNA polymerase activity" 5.066756616828 1.41492492694096e-06
"35" "GO:0019787" "small conjugating protein ligase activity" 9.21144136807818 1.58479184831083e-06
"36" "GO:0001056" "RNA polymerase III activity" 32.8700691337942 1.67219135550732e-06
"37" "GO:0003684" "damaged DNA binding" 4.14869247692273 2.42190828021748e-06
"38" "GO:0019904" "protein domain specific binding" 1.54539155287393 2.65364356355246e-06
"39" "GO:0003678" "DNA helicase activity" 4.53764449884401 2.7740702165128e-06
"40" "GO:0008565" "protein transporter activity" 3.06484116797192 3.62160796739534e-06
"41" "GO:0043022" "ribosome binding" 6.30626272912424 5.81524718467384e-06
"42" "GO:0003924" "GTPase activity" 1.93809926576447 6.99626522267363e-06
"43" "GO:0016779" "nucleotidyltransferase activity" 2.34588210730498 8.65835036616458e-06
"44" "GO:0051087" "chaperone binding" 3.43759710914402 1.19736186035633e-05
"45" "GO:0016627" "oxidoreductase activity, acting on the CH-CH group of donors" 3.55503066709435 1.45666706671469e-05
"46" "GO:0051287" "NAD binding" 3.78031642413527 1.92081724076543e-05
"47" "GO:0016628" "oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor" 7.8907019328586 2.22600038033137e-05
"48" "GO:0043130" "ubiquitin binding" 2.90551393980956 2.734761680619e-05
"49" "GO:0046332" "SMAD binding" 2.95372940828319 3.58293804713563e-05
"50" "GO:0005525" "GTP binding" 1.60604768503713 3.67838163938312e-05
"51" "GO:0042393" "histone binding" 2.13460736580041 5.55550956691635e-05
"52" "GO:0004532" "exoribonuclease activity" 5.94944473515902 6.15970978251243e-05
"53" "GO:0019843" "rRNA binding" 4.82378334351456 6.2307026278755e-05
"54" "GO:0048037" "cofactor binding" 1.71917155530119 6.60803954546354e-05
"55" "GO:0016741" "transferase activity, transferring one-carbon groups" 1.80116624886565 9.16654840575059e-05
"56" "GO:0031072" "heat shock protein binding" 2.95505229764111 9.16654840575059e-05
"57" "GO:0003725" "double-stranded RNA binding" 3.23936779934332 9.33396650145687e-05
"58" "GO:0019001" "guanyl nucleotide binding" 1.54804105940954 9.50951193199554e-05
"59" "GO:0008022" "protein C-terminus binding" 1.94215726636476 0.00010509607569353
"60" "GO:0000175" "3'-5'-exoribonuclease activity" 6.2084350420396 0.000124653542024549
"61" "GO:0031369" "translation initiation factor binding" 6.2084350420396 0.000124653542024549
"62" "GO:0015002" "heme-copper terminal oxidase activity" 5.6351693067868 0.000125401887822368
"63" "GO:0016896" "exoribonuclease activity, producing 5'-phosphomonoesters" 5.6351693067868 0.000125401887822368
"64" "GO:0016676" "oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor" 5.6351693067868 0.000125401887822368
"65" "GO:0004129" "cytochrome-c oxidase activity" 5.6351693067868 0.000125401887822368
"66" "GO:0008017" "microtubule binding" 1.8867735765779 0.000133935638877458
"67" "GO:0005487" "nucleocytoplasmic transporter activity" 13.1387929282666 0.000143530345749563
"68" "GO:0004812" "aminoacyl-tRNA ligase activity" 3.56393927043 0.000144871766142762
"69" "GO:0016875" "ligase activity, forming carbon-oxygen bonds" 3.56393927043 0.000144871766142762
"70" "GO:0016876" "ligase activity, forming aminoacyl-tRNA and related compounds" 3.56393927043 0.000144871766142762
"71" "GO:0003714" "transcription corepressor activity" 1.77377701746883 0.000150945102988375
"72" "GO:0032182" "small conjugating protein binding" 2.41599509102066 0.000161943632040502
"73" "GO:0016616" "oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor" 2.1222769792057 0.000181232674113963
"74" "GO:0001054" "RNA polymerase I activity" 21.8911232988015 0.000231364769114359
"75" "GO:0008601" "protein phosphatase type 2A regulator activity" 6.57157381049207 0.000242231548065233
"76" "GO:0070412" "R-SMAD binding" 5.84204460714528 0.000249482483606975
"77" "GO:0016675" "oxidoreductase activity, acting on a heme group of donors" 4.93031536113937 0.000249482483606975
"78" "GO:0005338" "nucleotide-sugar transmembrane transporter activity" Inf 0.000283008505033645
"79" "GO:0001055" "RNA polymerase II activity" Inf 0.000283008505033645
"80" "GO:0008757" "S-adenosylmethionine-dependent methyltransferase activity" 2.08172511623391 0.000315353298786658
"81" "GO:0016796" "exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters" 3.60157113762002 0.000328298415181777
"82" "GO:0004549" "tRNA-specific ribonuclease activity" 12.0414465664364 0.000338280727574332
"83" "GO:0004003" "ATP-dependent DNA helicase activity" 3.83560667752443 0.000396851441615412
"84" "GO:0019903" "protein phosphatase binding" 2.19603028442807 0.000429760549671735
"85" "GO:0004526" "ribonuclease P activity" 19.6980097481722 0.000608992427218938
"86" "GO:0016614" "oxidoreductase activity, acting on CH-OH group of donors" 1.91097350975651 0.00062946904287115
"87" "GO:0008312" "7S RNA binding" Inf 0.000849923098372267
"88" "GO:0031491" "nucleosome binding" 3.15078920570265 0.000949737803213902
"89" "GO:0015036" "disulfide oxidoreductase activity" 3.94351983723296 0.000949737803213902
"90" "GO:0031492" "nucleosomal DNA binding" 3.94351983723296 0.000949737803213902
"91" "GO:0019783" "small conjugating protein-specific protease activity" 2.253584738978 0.00105614343193622
"92" "GO:0019902" "phosphatase binding" 1.83605787614999 0.00109423274583709
"93" "GO:0016765" "transferase activity, transferring alkyl or aryl (other than methyl) groups" 2.66932588751496 0.00112598702922474
"94" "GO:0008353" "RNA polymerase II carboxy-terminal domain kinase activity" 6.56817719975615 0.0011300543065976
"95" "GO:0005048" "signal sequence binding" 4.69310985882763 0.0011300543065976
"96" "GO:0060590" "ATPase regulator activity" 5.10971064579522 0.00113762113967885
"97" "GO:1901677" "phosphate transmembrane transporter activity" 5.10971064579522 0.00113762113967885
"98" "GO:0051721" "protein phosphatase 2A binding" 5.69304878048781 0.00113762113967885
"99" "GO:0008173" "RNA methyltransferase activity" 3.28705211726384 0.00113762113967885
"100" "GO:0031490" "chromatin DNA binding" 2.32670725218704 0.00113762113967885
"101" "GO:0002039" "p53 binding" 2.5303189569965 0.00118199557646222
"102" "GO:0004843" "ubiquitin-specific protease activity" 2.25806451612903 0.00157630912744313
"103" "GO:0003724" "RNA helicase activity" 3.58468510126699 0.00159039427822065
