"go" "term" "OddsRatio" "FDR"
"1" "GO:0044822" "poly(A) RNA binding" 6.78571186967566 4.23514232832708e-180
"2" "GO:0003676" "nucleic acid binding" 1.82469472229657 8.62960643342141e-56
"3" "GO:0003735" "structural constituent of ribosome" 12.0375714366548 3.35271577485336e-35
"4" "GO:0032549" "ribonucleoside binding" 1.63858621588508 2.62803040073709e-21
"5" "GO:0001883" "purine nucleoside binding" 1.63225839954302 4.82281938635143e-21
"6" "GO:0032555" "purine ribonucleotide binding" 1.60890118223366 3.72701537017155e-20
"7" "GO:0032553" "ribonucleotide binding" 1.6027505515823 5.28603477204784e-20
"8" "GO:0005524" "ATP binding" 1.65087247107319 2.03337405369016e-18
"9" "GO:0030554" "adenyl nucleotide binding" 1.6336079283107 3.02771853652036e-18
"10" "GO:0032559" "adenyl ribonucleotide binding" 1.62693615413676 8.45825886174739e-18
"11" "GO:0004842" "ubiquitin-protein transferase activity" 2.53781480423616 4.04919152578067e-13
"12" "GO:0016818" "hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides" 1.75404265771482 6.61708948909185e-13
"13" "GO:0016817" "hydrolase activity, acting on acid anhydrides" 1.73903400499892 1.24111828993386e-12
"14" "GO:0000988" "protein binding transcription factor activity" 1.91058688888796 1.58527731544074e-12
"15" "GO:0019900" "kinase binding" 1.98780512410768 1.59303405364047e-12
"16" "GO:0016655" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" 10.6438012380793 3.75136483149198e-12
"17" "GO:0003743" "translation initiation factor activity" 10.1776216758655 1.84911853380332e-11
"18" "GO:0044389" "small conjugating protein ligase binding" 2.88173793031613 2.57531659259217e-11
"19" "GO:0031625" "ubiquitin protein ligase binding" 2.88173793031613 2.57531659259217e-11
"20" "GO:0016887" "ATPase activity" 2.04945011936911 4.77928538779392e-11
"21" "GO:0016879" "ligase activity, forming carbon-nitrogen bonds" 3.83867268139766 6.87808109150185e-11
"22" "GO:0016881" "acid-amino acid ligase activity" 4.94818017382097 3.4047334076334e-10
"23" "GO:0043130" "ubiquitin binding" 4.86011057128497 2.0034494692067e-09
"24" "GO:0050136" "NADH dehydrogenase (quinone) activity" 10.9942227416931 2.70563312056022e-09
"25" "GO:0003954" "NADH dehydrogenase activity" 10.9942227416931 2.70563312056022e-09
"26" "GO:0008137" "NADH dehydrogenase (ubiquinone) activity" 10.9942227416931 2.70563312056022e-09
"27" "GO:0034062" "RNA polymerase activity" 7.07247828991316 5.85462918537083e-08
"28" "GO:0003697" "single-stranded DNA binding" 4.00893206051471 7.40214287329634e-08
"29" "GO:0003729" "mRNA binding" 2.95129842156052 1.37082854595837e-07
"30" "GO:0051082" "unfolded protein binding" 3.05569917743831 1.99035310257523e-07
"31" "GO:0000287" "magnesium ion binding" 2.22835509093116 3.06444393387284e-07
"32" "GO:0009055" "electron carrier activity" 2.96210773619735 5.55361649580813e-07
"33" "GO:0003690" "double-stranded DNA binding" 2.85669470856456 5.8411985425598e-07
"34" "GO:0001056" "RNA polymerase III activity" Inf 1.19565473723412e-06
"35" "GO:0008094" "DNA-dependent ATPase activity" 3.44671111046419 1.6328049722087e-06
"36" "GO:0004812" "aminoacyl-tRNA ligase activity" 5.16935403104657 3.4368443127522e-06
"37" "GO:0016875" "ligase activity, forming carbon-oxygen bonds" 5.16935403104657 3.4368443127522e-06
"38" "GO:0016876" "ligase activity, forming aminoacyl-tRNA and related compounds" 5.16935403104657 3.4368443127522e-06
"39" "GO:0008565" "protein transporter activity" 3.11612298951103 3.4368443127522e-06
"40" "GO:0047485" "protein N-terminus binding" 2.92356347005303 3.8463629777666e-06
"41" "GO:0000049" "tRNA binding" 5.85418752085419 3.98864419049294e-06
"42" "GO:0003678" "DNA helicase activity" 4.57761451550064 4.99744679482377e-06
"43" "GO:0070035" "purine NTP-dependent helicase activity" 2.87087585401712 6.14818522379857e-06
"44" "GO:0019903" "protein phosphatase binding" 2.76086977959667 6.30463620868367e-06
"45" "GO:0005487" "nucleocytoplasmic transporter activity" Inf 6.92633859151197e-06
"46" "GO:0003725" "double-stranded RNA binding" 3.98597839403052 7.34716205351512e-06
"47" "GO:0008536" "Ran GTPase binding" 8.87552074654224 7.46809364354671e-06
"48" "GO:0043022" "ribosome binding" 6.72585306213182 8.07333494896743e-06
"49" "GO:0051287" "NAD binding" 4.03891115564462 1.16650386263196e-05
"50" "GO:0051087" "chaperone binding" 3.40227134776604 1.83206869429459e-05
"51" "GO:0003684" "damaged DNA binding" 3.6348755637214 2.58931501008221e-05
"52" "GO:0019902" "phosphatase binding" 2.1218464250303 4.737708076745e-05
"53" "GO:0008022" "protein C-terminus binding" 1.98026771506131 5.27390386796083e-05
"54" "GO:0003714" "transcription corepressor activity" 1.82434488588335 5.77945004980518e-05
"55" "GO:0031072" "heat shock protein binding" 3.07760878043345 5.82026263339731e-05
"56" "GO:0048037" "cofactor binding" 1.70044700956261 6.46499557201816e-05
"57" "GO:0030374" "ligand-dependent nuclear receptor transcription coactivator activity" 3.69086963779002 6.59806649718823e-05
"58" "GO:0019003" "GDP binding" 3.5526878130217 7.13296403481083e-05
"59" "GO:0001054" "RNA polymerase I activity" Inf 9.89524121249665e-05
"60" "GO:0019843" "rRNA binding" 4.84080680113352 0.000100573047144363
"61" "GO:0008757" "S-adenosylmethionine-dependent methyltransferase activity" 2.20308276770699 0.000100573047144363
"62" "GO:0003724" "RNA helicase activity" 5.07015497417097 0.000159547596552826
"63" "GO:0050662" "coenzyme binding" 1.80842106089202 0.000181404686192699
"64" "GO:0004722" "protein serine/threonine phosphatase activity" 3.04985065212148 0.000243456254444748
"65" "GO:0004532" "exoribonuclease activity" 5.37620078849464 0.000243641970918462
"66" "GO:0019787" "small conjugating protein ligase activity" 5.37620078849464 0.000243641970918462
"67" "GO:0005525" "GTP binding" 1.50472847074073 0.000259459158568563
"68" "GO:0016407" "acetyltransferase activity" 2.23825663363274 0.000291472544578045
"69" "GO:0016741" "transferase activity, transferring one-carbon groups" 1.69978058836787 0.000322278939465141
"70" "GO:0003924" "GTPase activity" 1.68164804763409 0.000339694632823547
"71" "GO:0051020" "GTPase binding" 1.68310226668505 0.000398430221838957
"72" "GO:0031593" "polyubiquitin binding" 3.87184530755126 0.000434141123893395
"73" "GO:0016896" "exoribonuclease activity, producing 5'-phosphomonoesters" 5.10654008438819 0.000448813331509446
"74" "GO:0050681" "androgen receptor binding" 3.49585904063143 0.000506473572856055
"75" "GO:0046966" "thyroid hormone receptor binding" 4.60769615192404 0.000536580571475802
"76" "GO:0031490" "chromatin DNA binding" 2.45242517676486 0.000591439036166799
"77" "GO:0002039" "p53 binding" 2.69065909596972 0.000627011816392001
"78" "GO:0004721" "phosphoprotein phosphatase activity" 1.73831361685135 0.000740886654675376
"79" "GO:0016796" "exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters" 3.36084250305657 0.000846467982006949
"80" "GO:0016504" "peptidase activator activity" 3.36084250305657 0.000846467982006949
"81" "GO:0031267" "small GTPase binding" 1.65215503726393 0.000868670048837512
"82" "GO:0031491" "nucleosome binding" 3.22661330665333 0.000879082313262819
"83" "GO:0090595" "acetyl-CoA:L-lysine N6-acetyltransferase" 2.66313856427379 0.000974515413220958
"84" "GO:0004402" "histone acetyltransferase activity" 2.66313856427379 0.000974515413220958
"85" "GO:0008080" "N-acetyltransferase activity" 2.18525917979707 0.00106054001945886
"86" "GO:0031492" "nucleosomal DNA binding" 4.03131767449609 0.00106368197985522
"87" "GO:0005338" "nucleotide-sugar transmembrane transporter activity" Inf 0.00124253615365714
"88" "GO:0001055" "RNA polymerase II activity" Inf 0.00124253615365714
"89" "GO:0017166" "vinculin binding" 16.1100947946117 0.00129855524676515
"90" "GO:0000175" "3'-5'-exoribonuclease activity" 4.56748806748807 0.00148123636497367
"91" "GO:0031369" "translation initiation factor binding" 4.56748806748807 0.00148123636497367
"92" "GO:0008186" "RNA-dependent ATPase activity" 4.56748806748807 0.00148123636497367
"93" "GO:0008017" "microtubule binding" 1.67629588591861 0.00148123636497367
"94" "GO:0008353" "RNA polymerase II carboxy-terminal domain kinase activity" 6.98308374930671 0.00148317581497079
"95" "GO:0016667" "oxidoreductase activity, acting on a sulfur group of donors" 2.75235038960529 0.00149256409907783
"96" "GO:0015002" "heme-copper terminal oxidase activity" 4.14554537885096 0.00163527654819256
"97" "GO:0016676" "oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor" 4.14554537885096 0.00163527654819256
"98" "GO:0051059" "NF-kappaB binding" 4.14554537885096 0.00163527654819256
"99" "GO:0004129" "cytochrome-c oxidase activity" 4.14554537885096 0.00163527654819256
"100" "GO:0016791" "phosphatase activity" 1.51015783228201 0.00171693836530527
"101" "GO:0016891" "endoribonuclease activity, producing 5'-phosphomonoesters" 3.82911392405063 0.0017953243213371
"102" "GO:0051721" "protein phosphatase 2A binding" 5.64053919121318 0.00185584639643468
"103" "GO:0016922" "ligand-dependent nuclear receptor binding" 5.64053919121318 0.00185584639643468
"104" "GO:0051540" "metal cluster binding" 2.29698784342954 0.00190995233877655
"105" "GO:0051536" "iron-sulfur cluster binding" 2.29698784342954 0.00190995233877655
"106" "GO:0004549" "tRNA-specific ribonuclease activity" 8.86111111111111 0.00200752795259185
"107" "GO:0071617" "lysophospholipid acyltransferase activity" 8.86111111111111 0.00200752795259185
"108" "GO:0036002" "pre-mRNA binding" 8.86111111111111 0.00200752795259185
"109" "GO:0004003" "ATP-dependent DNA helicase activity" 3.22512914514248 0.00207839569510072
"110" "GO:0016627" "oxidoreductase activity, acting on the CH-CH group of donors" 2.42053422370618 0.00207839569510072
"111" "GO:0051427" "hormone receptor binding" 1.68166862910008 0.00214046644450203
"112" "GO:0016765" "transferase activity, transferring alkyl or aryl (other than methyl) groups" 2.50090120160214 0.00214046644450203
"113" "GO:0060590" "ATPase regulator activity" 4.83505326231691 0.00214046644450203
"114" "GO:0030544" "Hsp70 protein binding" 4.83505326231691 0.00214046644450203
"115" "GO:0046332" "SMAD binding" 2.17073690761571 0.00245407740261547
"116" "GO:0048029" "monosaccharide binding" 2.19047619047619 0.00253512334310737
"117" "GO:0004526" "ribonuclease P activity" 14.4966744263385 0.00253512334310737
"118" "GO:0043024" "ribosomal small subunit binding" 14.4966744263385 0.00253512334310737
"119" "GO:0019211" "phosphatase activator activity" Inf 0.00258120034103544
"120" "GO:0019237" "centromeric DNA binding" Inf 0.00258120034103544
"121" "GO:0008312" "7S RNA binding" Inf 0.00258120034103544
"122" "GO:0032552" "deoxyribonucleotide binding" Inf 0.00258120034103544
"123" "GO:0042809" "vitamin D receptor binding" 6.44485110630511 0.00261674737758052
"124" "GO:0016790" "thiolester hydrolase activity" 2.23453379758708 0.00264338296342684
"125" "GO:0016616" "oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor" 1.79514412953957 0.00271381371427674
"126" "GO:0016675" "oxidoreductase activity, acting on a heme group of donors" 3.62697751873439 0.00286962881866322
"127" "GO:0004860" "protein kinase inhibitor activity" 2.3467929166477 0.0029957257717233
"128" "GO:0042054" "histone methyltransferase activity" 2.38156430796618 0.00306073796987648
"129" "GO:0008408" "3'-5' exonuclease activity" 2.56167837381784 0.00329312173723004
"130" "GO:0070064" "proline-rich region binding" 4.51196538525545 0.00379563044256437
"131" "GO:0044769" "ATPase activity, coupled to transmembrane movement of ions, rotational mechanism" 4.51196538525545 0.00379563044256437
"132" "GO:0008106" "alcohol dehydrogenase (NADP+) activity" 8.05421586562448 0.00381800463010745
"133" "GO:0019210" "kinase inhibitor activity" 2.21836393989983 0.00416310357440407
"134" "GO:0031418" "L-ascorbic acid binding" 4.02879494007989 0.00419289427229603
"135" "GO:0016538" "cyclin-dependent protein serine/threonine kinase regulator activity" 4.02879494007989 0.00419289427229603
"136" "GO:0004004" "ATP-dependent RNA helicase activity" 4.02879494007989 0.00419289427229603
"137" "GO:0016410" "N-acyltransferase activity" 1.82999553471757 0.00430001276506213
"138" "GO:0008170" "N-methyltransferase activity" 2.03026888908056 0.00446063524434413
"139" "GO:0035091" "phosphatidylinositol binding" 1.56159098563949 0.00449624295601692
"140" "GO:0051219" "phosphoprotein binding" 2.30435508092775 0.00449624295601692
"141" "GO:0016628" "oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor" 3.68370234726153 0.00449624295601692
"142" "GO:0035064" "methylated histone binding" 2.33877210543877 0.00462156202046847
"143" "GO:0016706" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors" 2.37682279092226 0.0047464477211314
"144" "GO:0030145" "manganese ion binding" 2.41911274182789 0.00486114170389826
"145" "GO:0001103" "RNA polymerase II repressing transcription factor binding" 3.22364696086595 0.00494997493390545
"146" "GO:0017056" "structural constituent of nuclear pore" 12.8837905236908 0.00509560600048513
"147" "GO:0004576" "oligosaccharyl transferase activity" 12.8837905236908 0.00509560600048513
"148" "GO:0048487" "beta-tubulin binding" 2.82122625791403 0.00513930569711998
"149" "GO:0004221" "ubiquitin thiolesterase activity" 2.7283914219425 0.00513930569711998
"150" "GO:0008173" "RNA methyltransferase activity" 2.7283914219425 0.00513930569711998
"151" "GO:0019783" "small conjugating protein-specific protease activity" 1.94610301492713 0.00529121772612151
"152" "GO:0016835" "carbon-oxygen lyase activity" 2.10968827465738 0.00536172876297083
"153" "GO:0004723" "calcium-dependent protein serine/threonine phosphatase activity" Inf 0.00552277168122983
"154" "GO:0019103" "pyrimidine nucleotide binding" Inf 0.00552277168122983
"155" "GO:0035174" "histone serine kinase activity" Inf 0.00552277168122983
"156" "GO:0019238" "cyclohydrolase activity" Inf 0.00552277168122983
"157" "GO:0003688" "DNA replication origin binding" Inf 0.00552277168122983
"158" "GO:0015037" "peptide disulfide oxidoreductase activity" Inf 0.00552277168122983
"159" "GO:0070087" "chromo shadow domain binding" Inf 0.00552277168122983
"160" "GO:0015165" "pyrimidine nucleotide-sugar transmembrane transporter activity" Inf 0.00552277168122983
"161" "GO:0016614" "oxidoreductase activity, acting on CH-OH group of donors" 1.64054632426989 0.00595698675443096
"162" "GO:1901677" "phosphate transmembrane transporter activity" 3.7595828479503 0.00701799992244733
"163" "GO:0008601" "protein phosphatase type 2A regulator activity" 3.7595828479503 0.00701799992244733
"164" "GO:0004712" "protein serine/threonine/tyrosine kinase activity" 2.32912752672633 0.00705069576538322
"165" "GO:0016763" "transferase activity, transferring pentosyl groups" 2.32912752672633 0.00705069576538322
"166" "GO:0000339" "RNA cap binding" 7.24758895909544 0.00705069576538322
"167" "GO:0019206" "nucleoside kinase activity" 7.24758895909544 0.00705069576538322
"168" "GO:0008327" "methyl-CpG binding" 7.24758895909544 0.00705069576538322
"169" "GO:0042171" "lysophosphatidic acid acyltransferase activity" 7.24758895909544 0.00705069576538322
"170" "GO:0004520" "endodeoxyribonuclease activity" 2.37113351509327 0.00715244207671929
"171" "GO:0070063" "RNA polymerase binding" 3.45289613848202 0.00720842536765303
"172" "GO:0070412" "R-SMAD binding" 3.45289613848202 0.00720842536765303
"173" "GO:0005048" "signal sequence binding" 3.45289613848202 0.00720842536765303
"174" "GO:0003755" "peptidyl-prolyl cis-trans isomerase activity" 2.47198888888889 0.00741587729113692
"175" "GO:0016893" "endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters" 2.47198888888889 0.00741587729113692
"176" "GO:0016829" "lyase activity" 1.52080054636696 0.00784847103970672
"177" "GO:0004536" "deoxyribonuclease activity" 2.10354108779083 0.00845591445850729
"178" "GO:0019205" "nucleobase-containing compound kinase activity" 2.17675116744496 0.00970187233641988
"179" "GO:0042162" "telomeric DNA binding" 4.42964071856287 0.0102023955393422
"180" "GO:0070717" "poly-purine tract binding" 4.42964071856287 0.0102023955393422
"181" "GO:0004579" "dolichyl-diphosphooligosaccharide-protein glycotransferase activity" 11.2714428191489 0.0102023955393422
"182" "GO:0004652" "polynucleotide adenylyltransferase activity" 11.2714428191489 0.0102023955393422
"183" "GO:0030235" "nitric-oxide synthase regulator activity" 11.2714428191489 0.0102023955393422
"184" "GO:0018024" "histone-lysine N-methyltransferase activity" 2.27590872988635 0.0107199635202096
"185" "GO:0004843" "ubiquitin-specific protease activity" 1.86514366855997 0.0108366726127184
"186" "GO:0001085" "RNA polymerase II transcription factor binding" 1.72626852547167 0.0108758379926623
"187" "GO:0017069" "snRNA binding" 3.86611212776576 0.0110057841405979
"188" "GO:0046961" "proton-transporting ATPase activity, rotational mechanism" 3.86611212776576 0.0110057841405979
"189" "GO:0001104" "RNA polymerase II transcription cofactor activity" 1.78775515736398 0.0112083731975732
"190" "GO:0035035" "histone acetyltransferase binding" 3.49046034387133 0.0117036782172887
"191" "GO:0016505" "peptidase activator activity involved in apoptotic process" 3.22216674987519 0.0121698050339861
"192" "GO:0015035" "protein disulfide oxidoreductase activity" 3.02097203728362 0.0123016615123599
"193" "GO:0070566" "adenylyltransferase activity" 3.02097203728362 0.0123016615123599
"194" "GO:0070628" "proteasome binding" 6.44123025768911 0.0133413465463645
"195" "GO:0003841" "1-acylglycerol-3-phosphate O-acyltransferase activity" 6.44123025768911 0.0133413465463645
"196" "GO:0019789" "SUMO ligase activity" 6.44123025768911 0.0133413465463645
"197" "GO:0004029" "aldehyde dehydrogenase (NAD) activity" 6.44123025768911 0.0133413465463645
"198" "GO:0070402" "NADPH binding" 6.44123025768911 0.0133413465463645
"199" "GO:0070491" "repressing transcription factor binding" 1.93485733355582 0.0152679498590659
"200" "GO:0016859" "cis-trans isomerase activity" 2.18071568627451 0.0154913279991174
"201" "GO:0019104" "DNA N-glycosylase activity" 4.83122713668108 0.0158479208783394
"202" "GO:0032183" "SUMO binding" 4.83122713668108 0.0158479208783394
"203" "GO:0008143" "poly(A) binding" 4.83122713668108 0.0158479208783394
"204" "GO:0070273" "phosphatidylinositol-4-phosphate binding" 4.83122713668108 0.0158479208783394
"205" "GO:0004659" "prenyltransferase activity" 4.02627640113088 0.0175235299093871
"206" "GO:0030275" "LRR domain binding" 4.02627640113088 0.0175235299093871
"207" "GO:0001671" "ATPase activator activity" 4.02627640113088 0.0175235299093871
"208" "GO:0001076" "RNA polymerase II transcription factor binding transcription factor activity" 1.55714982832416 0.0177917706568165
"209" "GO:0016278" "lysine N-methyltransferase activity" 1.99577566561058 0.0183245910044335
"210" "GO:0016279" "protein-lysine N-methyltransferase activity" 1.99577566561058 0.0183245910044335
"211" "GO:0015605" "organophosphate ester transmembrane transporter activity" 3.54334664005323 0.0184188762170993
"212" "GO:0051019" "mitogen-activated protein kinase binding" 3.54334664005323 0.0184188762170993
"213" "GO:0001968" "fibronectin binding" 2.57779257532878 0.0189011712008545
"214" "GO:0004033" "aldo-keto reductase (NADP) activity" 3.22142738313093 0.0189011712008545
"215" "GO:0008656" "cysteine-type endopeptidase activator activity involved in apoptotic process" 3.22142738313093 0.0189011712008545
"216" "GO:0045502" "dynein binding" 3.22142738313093 0.0189011712008545
"217" "GO:0005080" "protein kinase C binding" 2.01483827942648 0.0189383876130684
"218" "GO:0036442" "hydrogen-exporting ATPase activity" 2.99151414309484 0.0191140192954447
"219" "GO:0004726" "non-membrane spanning protein tyrosine phosphatase activity" 9.65963104537145 0.0193277476717548
"220" "GO:0016018" "cyclosporin A binding" 9.65963104537145 0.0193277476717548
"221" "GO:0035184" "histone threonine kinase activity" 9.65963104537145 0.0193277476717548
"222" "GO:0035259" "glucocorticoid receptor binding" 9.65963104537145 0.0193277476717548
"223" "GO:0008121" "ubiquinol-cytochrome-c reductase activity" 9.65963104537145 0.0193277476717548
"224" "GO:0051920" "peroxiredoxin activity" 9.65963104537145 0.0193277476717548
"225" "GO:0070300" "phosphatidic acid binding" 9.65963104537145 0.0193277476717548
"226" "GO:0004032" "alditol:NADP+ 1-oxidoreductase activity" 9.65963104537145 0.0193277476717548
"227" "GO:0016681" "oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor" 9.65963104537145 0.0193277476717548
"228" "GO:0031821" "G-protein coupled serotonin receptor binding" 9.65963104537145 0.0193277476717548
"229" "GO:0070569" "uridylyltransferase activity" 9.65963104537145 0.0193277476717548
"230" "GO:0042826" "histone deacetylase binding" 1.70229276895944 0.019715852110642
