"go" "term" "OddsRatio" "FDR"
"1" "GO:0003735" "structural constituent of ribosome" 60.8024117140396 2.9033587514143e-79
"2" "GO:0044822" "poly(A) RNA binding" 11.5835014769227 9.75095879365535e-68
"3" "GO:0005198" "structural molecule activity" 12.0057362283114 3.48201630448752e-50
"4" "GO:0003676" "nucleic acid binding" 3.83138956066739 1.79854117794631e-26
"5" "GO:0097159" "organic cyclic compound binding" 2.95256536978501 1.11434901127921e-17
"6" "GO:1901363" "heterocyclic compound binding" 2.87579073870889 5.82265432140711e-17
"7" "GO:0015078" "hydrogen ion transmembrane transporter activity" 10.8333725471743 3.16449479692148e-09
"8" "GO:0016655" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" 13.0572059073162 6.83756290157887e-07
"9" "GO:0019843" "rRNA binding" 18.6026570048309 1.46909579735768e-06
"10" "GO:0003729" "mRNA binding" 6.90081032412965 1.06400606038185e-05
"11" "GO:0009055" "electron carrier activity" 7.02335164835165 2.40496701862944e-05
"12" "GO:0051082" "unfolded protein binding" 6.86638176638177 2.74133560696418e-05
"13" "GO:0019901" "protein kinase binding" 3.12245861990779 0.000108196156195805
"14" "GO:0019900" "kinase binding" 2.91954870647272 0.000181715049222596
"15" "GO:0043566" "structure-specific DNA binding" 3.83673400730038 0.000237714380015042
"16" "GO:0016491" "oxidoreductase activity" 2.42796052631579 0.000477026498252559
"17" "GO:0050136" "NADH dehydrogenase (quinone) activity" 10.0680183126226 0.000477026498252559
"18" "GO:0003954" "NADH dehydrogenase activity" 10.0680183126226 0.000477026498252559
"19" "GO:0008137" "NADH dehydrogenase (ubiquinone) activity" 10.0680183126226 0.000477026498252559
"20" "GO:0015077" "monovalent inorganic cation transmembrane transporter activity" 2.88283820514043 0.00183227010428924
"21" "GO:0003697" "single-stranded DNA binding" 5.8815775079313 0.00183446440179956
"22" "GO:0016209" "antioxidant activity" 5.43672602901286 0.00573916224825008
"23" "GO:0016462" "pyrophosphatase activity" 1.96307748174968 0.00902060131328142
"24" "GO:0016818" "hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides" 1.95739581946478 0.00902060131328142
"25" "GO:0016817" "hydrolase activity, acting on acid anhydrides" 1.9433278679854 0.00966491239344472
"26" "GO:0008565" "protein transporter activity" 4.53946979402779 0.0101381630380201
"27" "GO:0016887" "ATPase activity" 2.3271787372952 0.0108997996859449
"28" "GO:0008135" "translation factor activity, nucleic acid binding" 4.35942824687618 0.0109681310940153
"29" "GO:0042802" "identical protein binding" 1.71267892091024 0.015127595477439
"30" "GO:0022890" "inorganic cation transmembrane transporter activity" 1.92953160762064 0.0280498254256313
"31" "GO:0032403" "protein complex binding" 1.69128502938757 0.0280498254256313
"32" "GO:0017111" "nucleoside-triphosphatase activity" 1.71057896365726 0.0283312497819269
"33" "GO:0017016" "Ras GTPase binding" 2.49733890117088 0.0289928691016216
"34" "GO:0000287" "magnesium ion binding" 2.49733890117088 0.0289928691016216
"35" "GO:0042623" "ATPase activity, coupled" 2.19774649519175 0.0312835686088935
"36" "GO:0031267" "small GTPase binding" 2.32448512585812 0.0396516548250816
"37" "GO:0022891" "substrate-specific transmembrane transporter activity" 1.58198480612274 0.0396516548250816
"38" "GO:0008134" "transcription factor binding" 1.77028600354341 0.0400468651275335
"39" "GO:0051020" "GTPase binding" 2.18467498923805 0.0402273526268557
"40" "GO:0004857" "enzyme inhibitor activity" 1.90220924908425 0.0414808272133958
"41" "GO:0042803" "protein homodimerization activity" 1.6052993059572 0.045815133204265
"42" "GO:0022857" "transmembrane transporter activity" 1.50056788848735 0.0461452823737326
"43" "GO:0044389" "small conjugating protein ligase binding" 2.22820892719267 0.0464304164620599
"44" "GO:0031625" "ubiquitin protein ligase binding" 2.22820892719267 0.0464304164620599
