"go" "term" "OddsRatio" "FDR"
"1" "GO:0044822" "poly(A) RNA binding" 5.67109925568137 9.87061990823534e-147
"2" "GO:0003735" "structural constituent of ribosome" 11.6889287315105 5.24104808866549e-45
"3" "GO:0003676" "nucleic acid binding" 1.94342363356836 4.15423634371229e-44
"4" "GO:0032549" "ribonucleoside binding" 1.59658994032396 9.68058325114538e-13
"5" "GO:0001883" "purine nucleoside binding" 1.59203160744368 1.15319811411983e-12
"6" "GO:0016462" "pyrophosphatase activity" 1.94173203963666 1.15319811411983e-12
"7" "GO:0016887" "ATPase activity" 2.4303236663927 1.16157795287696e-12
"8" "GO:0016818" "hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides" 1.93431094091705 1.33502218358531e-12
"9" "GO:0032553" "ribonucleotide binding" 1.57537455939835 1.78828405716977e-12
"10" "GO:0003743" "translation initiation factor activity" 8.4833827050278 2.53801957436363e-12
"11" "GO:0030554" "adenyl nucleotide binding" 1.57791637686282 9.65174138358003e-11
"12" "GO:0005524" "ATP binding" 1.56978075644019 3.15340126362087e-10
"13" "GO:0032559" "adenyl ribonucleotide binding" 1.55769651573809 4.36291823338378e-10
"14" "GO:0016879" "ligase activity, forming carbon-nitrogen bonds" 3.70775373206669 1.57439820922131e-09
"15" "GO:0019900" "kinase binding" 1.98781031332175 2.78930666091343e-09
"16" "GO:0009055" "electron carrier activity" 3.87317487970798 3.35246200963703e-09
"17" "GO:0016655" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" 5.63017705927637 1.63377889485477e-08
"18" "GO:0051082" "unfolded protein binding" 3.44310122501612 8.02707091091373e-08
"19" "GO:0003729" "mRNA binding" 3.23454735613454 1.32267945187895e-07
"20" "GO:0019901" "protein kinase binding" 1.8811249793513 3.08864325375471e-07
"21" "GO:0070035" "purine NTP-dependent helicase activity" 3.45229716741965 7.69779304340466e-07
"22" "GO:0050136" "NADH dehydrogenase (quinone) activity" 5.85214331413948 8.49394553122072e-07
"23" "GO:0003954" "NADH dehydrogenase activity" 5.85214331413948 8.49394553122072e-07
"24" "GO:0008137" "NADH dehydrogenase (ubiquinone) activity" 5.85214331413948 8.49394553122072e-07
"25" "GO:0003697" "single-stranded DNA binding" 3.70981741444169 1.17202909220143e-06
"26" "GO:0016881" "acid-amino acid ligase activity" 3.57474513835347 1.31208063123953e-06
"27" "GO:0044389" "small conjugating protein ligase binding" 2.39981997855064 1.31208063123953e-06
"28" "GO:0031625" "ubiquitin protein ligase binding" 2.39981997855064 1.31208063123953e-06
"29" "GO:0003724" "RNA helicase activity" 7.09853711511435 2.37720608047022e-06
"30" "GO:0008565" "protein transporter activity" 3.24459698137444 8.29584554135316e-06
"31" "GO:0008186" "RNA-dependent ATPase activity" 7.78730644886847 1.28972356622149e-05
"32" "GO:0008536" "Ran GTPase binding" 6.82810487100031 1.39271966676004e-05
"33" "GO:0004004" "ATP-dependent RNA helicase activity" 8.13246268656716 2.19112789443286e-05
