"go" "term" "OddsRatio" "FDR"
"1" "GO:0044822" "poly(A) RNA binding" 5.52670661268556 3.42859770520046e-155
"2" "GO:0003735" "structural constituent of ribosome" 15.9266750136441 9.64932691188861e-52
"3" "GO:0003676" "nucleic acid binding" 1.81374006977435 2.16877640323678e-43
"4" "GO:1901265" "nucleoside phosphate binding" 1.66505102729525 3.07156240692165e-22
"5" "GO:0036094" "small molecule binding" 1.55210599200728 6.67923742275631e-18
"6" "GO:0050136" "NADH dehydrogenase (quinone) activity" 18.7737257110673 8.59136231202145e-15
"7" "GO:0003954" "NADH dehydrogenase activity" 18.7737257110673 8.59136231202145e-15
"8" "GO:0008137" "NADH dehydrogenase (ubiquinone) activity" 18.7737257110673 8.59136231202145e-15
"9" "GO:0016655" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" 10.5174509463449 1.10758404864281e-14
"10" "GO:0009055" "electron carrier activity" 4.84891329911598 3.07045424803619e-13
"11" "GO:0008135" "translation factor activity, nucleic acid binding" 5.63257032769373 3.80680387705848e-13
"12" "GO:0003743" "translation initiation factor activity" 9.02535341737484 9.87888005403758e-13
"13" "GO:0016818" "hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides" 1.78864792211566 1.4952239634878e-11
"14" "GO:0016817" "hydrolase activity, acting on acid anhydrides" 1.78124662060679 1.72224098349573e-11
"15" "GO:0016462" "pyrophosphatase activity" 1.77349891569531 2.73907841026621e-11
"16" "GO:0016887" "ATPase activity" 1.97692493502931 9.28752843936355e-09
"17" "GO:0044389" "small conjugating protein ligase binding" 2.50457196737128 3.67527306880245e-08
"18" "GO:0031625" "ubiquitin protein ligase binding" 2.50457196737128 3.67527306880245e-08
"19" "GO:0051082" "unfolded protein binding" 3.09246136771109 2.77392955106444e-07
"20" "GO:0019003" "GDP binding" 4.76653543307087 8.0633137131447e-07
"21" "GO:0016881" "acid-amino acid ligase activity" 3.32150346363544 1.93356147993797e-06
"22" "GO:0019900" "kinase binding" 1.6678377442403 2.64756053989541e-06
"23" "GO:0019901" "protein kinase binding" 1.66454438336629 1.00462272518203e-05
"24" "GO:0015002" "heme-copper terminal oxidase activity" 7.21975749929913 1.09029037366377e-05
"25" "GO:0016676" "oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor" 7.21975749929913 1.09029037366377e-05
"26" "GO:0004129" "cytochrome-c oxidase activity" 7.21975749929913 1.09029037366377e-05
"27" "GO:0031369" "translation initiation factor binding" 7.76425368353619 1.34499576066085e-05
"28" "GO:0003729" "mRNA binding" 2.54456516373395 1.39771448905664e-05
"29" "GO:0003924" "GTPase activity" 1.97259389610254 1.56389054250862e-05
"30" "GO:0004532" "exoribonuclease activity" 6.41703267607389 2.17790921601507e-05
"31" "GO:0016675" "oxidoreductase activity, acting on a heme group of donors" 6.41703267607389 2.17790921601507e-05
"32" "GO:0003725" "double-stranded RNA binding" 3.67448973854372 2.24665087164782e-05
"33" "GO:0043022" "ribosome binding" 5.38066853669939 2.35600317168825e-05
"34" "GO:0048037" "cofactor binding" 1.83360250224875 2.9328833637387e-05
"35" "GO:0003697" "single-stranded DNA binding" 2.96852293246659 3.09233577572997e-05
"36" "GO:0003724" "RNA helicase activity" 5.55978177739255 3.1254524965328e-05
"37" "GO:0051087" "chaperone binding" 3.28938584153774 3.84124241042411e-05
"38" "GO:0070035" "purine NTP-dependent helicase activity" 2.69671225794322 4.04694399515578e-05
