"go" "term" "OddsRatio" "FDR"
"1" "GO:0044822" "poly(A) RNA binding" 5.38247348561386 7.84124636993491e-120
"2" "GO:0003735" "structural constituent of ribosome" 16.5930378862016 5.07008605602451e-57
"3" "GO:0003676" "nucleic acid binding" 1.81874046121093 2.89189869026853e-28
"4" "GO:0016655" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" 10.7877536979704 8.33841809676602e-15
"5" "GO:0050136" "NADH dehydrogenase (quinone) activity" 14.1234567901235 1.27253589196926e-13
"6" "GO:0003954" "NADH dehydrogenase activity" 14.1234567901235 1.27253589196926e-13
"7" "GO:0008137" "NADH dehydrogenase (ubiquinone) activity" 14.1234567901235 1.27253589196926e-13
"8" "GO:1901265" "nucleoside phosphate binding" 1.58254102799557 5.87192996233746e-12
"9" "GO:0003743" "translation initiation factor activity" 8.59947163390498 1.01258927487091e-11
"10" "GO:0051082" "unfolded protein binding" 4.84638845688612 2.2108503001653e-11
"11" "GO:0009055" "electron carrier activity" 4.80618248880302 4.71719495564056e-11
"12" "GO:0036094" "small molecule binding" 1.50736441004294 1.99306318052048e-10
"13" "GO:0003729" "mRNA binding" 3.88859308101327 7.00452244375734e-09
"14" "GO:0016462" "pyrophosphatase activity" 1.82766867137594 1.23361877334178e-08
"15" "GO:0016817" "hydrolase activity, acting on acid anhydrides" 1.82163622664091 1.27137309165765e-08
"16" "GO:0016818" "hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides" 1.82128910103976 1.39177048756537e-08
"17" "GO:0016887" "ATPase activity" 2.08418788226822 3.37699140696701e-07
"18" "GO:0019843" "rRNA binding" 7.9652500426694 4.1060837540997e-07
"19" "GO:0016879" "ligase activity, forming carbon-nitrogen bonds" 3.25224398204814 1.18696977748025e-06
"20" "GO:0003697" "single-stranded DNA binding" 3.89681288853866 3.3842919502715e-06
"21" "GO:0016881" "acid-amino acid ligase activity" 3.59013152586137 9.04671013027528e-06
"22" "GO:0043021" "ribonucleoprotein complex binding" 3.83920396150612 9.1228814749974e-06
"23" "GO:0016616" "oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor" 2.87309508786019 1.69308116974884e-05
"24" "GO:0019900" "kinase binding" 1.75701917857283 2.52675772934181e-05
"25" "GO:0003678" "DNA helicase activity" 4.51613729508197 3.15333472515563e-05
"26" "GO:0004812" "aminoacyl-tRNA ligase activity" 4.77566820276498 3.17063098368204e-05
"27" "GO:0016875" "ligase activity, forming carbon-oxygen bonds" 4.77566820276498 3.17063098368204e-05
"28" "GO:0016876" "ligase activity, forming aminoacyl-tRNA and related compounds" 4.77566820276498 3.17063098368204e-05
"29" "GO:0016614" "oxidoreductase activity, acting on CH-OH group of donors" 2.62601022596075 3.66108777356105e-05
"30" "GO:0019901" "protein kinase binding" 1.77197663293325 4.61184470585648e-05
"31" "GO:0070035" "purine NTP-dependent helicase activity" 3.04960562414266 6.59155150931194e-05
"32" "GO:0051287" "NAD binding" 4.07819936541512 7.45159714390215e-05
"33" "GO:0015002" "heme-copper terminal oxidase activity" 6.47191011235955 8.37692541077141e-05
"34" "GO:0016676" "oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor" 6.47191011235955 8.37692541077141e-05
"35" "GO:0004129" "cytochrome-c oxidase activity" 6.47191011235955 8.37692541077141e-05
"36" "GO:0070717" "poly-purine tract binding" 10.506119326874 9.73341493698259e-05
"37" "GO:0051920" "peroxiredoxin activity" 41.9755600814664 0.000123164989184137
"38" "GO:0016675" "oxidoreductase activity, acting on a heme group of donors" 6.00919305413687 0.000129737696634196
"39" "GO:0043022" "ribosome binding" 5.06441264974735 0.000198390924139595
"40" "GO:0042803" "protein homodimerization activity" 1.53707263910658 0.000287674319075059
"41" "GO:0046961" "proton-transporting ATPase activity, rotational mechanism" 7.87844212136665 0.000323485928333034
"42" "GO:0016667" "oxidoreductase activity, acting on a sulfur group of donors" 3.74234049812351 0.0003858422846925
"43" "GO:0046933" "proton-transporting ATP synthase activity, rotational mechanism" 12.2464340295466 0.000445888359064181
"44" "GO:0008536" "Ran GTPase binding" 5.13819976178322 0.000635720820593249
"45" "GO:0031491" "nucleosome binding" 3.92687116564417 0.000676157205801106
"46" "GO:0008143" "poly(A) binding" 9.79643402954661 0.000867657595724224
"47" "GO:0004601" "peroxidase activity" 3.77556237218814 0.000867657595724224
