baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	name
ENSG00000123213	479.118814511583	3.51662626449588	0.211806861328039	16.6029855805731	6.63090597335134e-62	1.16962550463944e-57	NLN
ENSG00000107551	1403.58298364797	4.84445443261206	0.3465291757002	13.9799323471777	2.0668439541658e-44	1.82285302537653e-40	RASSF4
ENSG00000131042	4407.2639013217	5.32777796031837	0.385626023684955	13.8159191369071	2.04329430498018e-43	1.20138894151818e-39	LILRB2
ENSG00000153898	625.027501524072	2.87062479399792	0.236752689736739	12.1249933725777	7.78665005161621e-34	3.43371800651146e-30	MCOLN2
ENSG00000132669	3945.61109929017	3.93050127474743	0.325647738834329	12.0697944620062	1.52514755578041e-33	5.38041554728215e-30	RIN2
ENSG00000010327	12956.81712677	3.77371617608842	0.3153692307364	11.966025243733	5.35322532898099e-33	1.57375902629826e-29	STAB1
ENSG00000171811	156.852285237847	5.0070210440037	0.427767434271185	11.7050075411526	1.20148555402751e-31	3.0275719553559e-28	CFAP46
ENSG00000253831	89.4349341936286	4.814214271812	0.416890976287486	11.5478975215145	7.56484123059119e-31	1.66795293082998e-27	ETV3L
ENSG00000112139	434.022537347553	5.73571303769835	0.50103370833914	11.4477587879496	2.41303813552936e-30	4.72928663028916e-27	MDGA1
ENSG00000074416	2498.68569111888	3.14454143435384	0.282086468843477	11.1474380435407	7.36977884403012e-29	1.29995529029847e-25	MGLL
ENSG00000149289	772.035830743593	3.10062321923811	0.283551237789248	10.9349662636376	7.84351495395959e-28	1.25774327520812e-24	ZC3H12C
ENSG00000135218	2773.04585497015	3.59202088474099	0.33639620110045	10.677947233026	1.29094675301477e-26	1.89758414803563e-23	CD36
ENSG00000150938	876.338059778495	2.63843645583407	0.251954160478541	10.4718908027668	1.16296517437607e-25	1.57796482390919e-22	CRIM1
ENSG00000126759	895.940739546645	3.35253761627392	0.321485628550909	10.4282658960073	1.84219547924804e-25	2.32103471846116e-22	CFP
ENSG00000182578	5493.65043997337	4.15956305698617	0.409248030491052	10.163917104244	2.8729668706132e-24	3.37841750871641e-21	CSF1R
ENSG00000088827	973.570890793896	4.04884053487595	0.400820173917174	10.1013890975273	5.44651561511805e-24	6.0044430584417e-21	SIGLEC1
ENSG00000171282	108.390282880068	4.00992120040681	0.397553907093835	10.0864841946085	6.33997088085628e-24	6.57827919808376e-21	NA
ENSG00000170385	1176.96925659078	2.31927695710789	0.238332266102797	9.73127556345034	2.21794037379466e-22	2.05906580280864e-19	SLC30A1
ENSG00000116962	506.386299848649	4.23522723017198	0.435142690288731	9.73296191040639	2.18146676809499e-22	2.05906580280864e-19	NID1
ENSG00000054654	7096.58023863525	-1.88807247892524	0.194465670645448	-9.70902716483873	2.75958314127166e-22	2.43381435144454e-19	SYNE2
ENSG00000143344	2368.0925160154	4.02171298627895	0.416850515802975	9.64785416789509	5.01950413483548e-22	4.21614444925538e-19	RGL1
ENSG00000172403	139.034394041307	3.58951786020375	0.372286700166037	9.64181062230495	5.32404815048166e-22	4.268676605743e-19	SYNPO2
ENSG00000178695	2800.7906939369	4.09581306029084	0.425187635821836	9.63295428940244	5.80364383749887e-22	4.45089015868011e-19	KCTD12
ENSG00000104974	216.871156656419	4.83874359763016	0.509004234464307	9.50629340583505	1.97577227153265e-21	1.45211029573185e-18	LILRA1
ENSG00000177575	4572.7465140145	3.53812979524384	0.382106064612451	9.25954891302855	2.05297683708319e-20	1.44849833717241e-17	CD163
ENSG00000139970	261.045199587041	4.18034373910525	0.453219016682578	9.22367240832935	2.87095179116832e-20	1.94771994786223e-17	RTN1
ENSG00000101439	2220.23470683934	3.5561994977797	0.386061208565454	9.21149138758075	3.21624729647402e-20	2.10116244675945e-17	CST3
ENSG00000136630	386.307608291735	4.23013797279701	0.45972937528467	9.20136541237475	3.53429783747474e-20	2.22648141268632e-17	HLX
ENSG00000176014	999.369811341816	3.4537984457714	0.378156226115109	9.13325818076067	6.6468106776151e-20	4.04286529456734e-17	TUBB6
ENSG00000118257	1832.05780986634	3.01131900989582	0.336601387538052	8.94624657349459	3.67774996900088e-19	2.13471723109485e-16	NRP2
ENSG00000170866	277.185757333806	4.49458109757072	0.502522031618418	8.94404785218175	3.75169987890132e-19	2.13471723109485e-16	NA
ENSG00000204103	4284.1804058024	3.1379719075328	0.35523717019433	8.83345598608443	1.01490279785795e-18	5.59433451606762e-16	MAFB
ENSG00000128512	1897.16876969824	2.7536287968683	0.313015598762385	8.79709767741837	1.40400092884009e-18	7.50459769206372e-16	DOCK4
ENSG00000163661	2240.38798361382	4.43265481884284	0.504529060066419	8.78572746287262	1.55355842690178e-18	8.05976973297661e-16	PTX3
ENSG00000004399	2944.35091897602	2.6283144244769	0.30076612041043	8.73873167925387	2.35742039122872e-18	1.15507050780232e-15	PLXND1
ENSG00000140961	215.640279463597	2.56173348930802	0.293135297012727	8.73908231255002	2.35011597868287e-18	1.15507050780232e-15	OSGIN1
ENSG00000137801	53178.1027293014	4.72265340589067	0.541153379184185	8.72701453515877	2.61483487040006e-18	1.24656952105369e-15	THBS1
ENSG00000196839	3433.68680512514	2.86790301946005	0.330051575874415	8.68925716189062	3.64817007600283e-18	1.6934229465951e-15	ADA
ENSG00000175489	717.562476269414	3.7395380929626	0.430654587095282	8.68338154293298	3.84172994743344e-18	1.73754550109688e-15	LRRC25
ENSG00000179630	1668.97012743971	2.91631202571451	0.340563048928065	8.56320741458508	1.0977020115264e-17	4.84059144532855e-15	LACC1
ENSG00000154803	941.274036638954	1.53489579503983	0.180808454542589	8.48907092825292	2.08295572525803e-17	8.96128196044545e-15	FLCN
ENSG00000168675	1860.17833569783	-0.960957549312796	0.113401276519679	-8.47395707354348	2.37194866815553e-17	9.96161965657033e-15	LDLRAD4
