baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	name
ENSG00000134326	5374.10229626336	6.10918169053509	0.225532326652662	27.0878316257683	1.36978619903501e-161	1.97769731416675e-157	CMPK2
ENSG00000157601	18170.4915846049	5.44229389933662	0.212699293268394	25.586798224427	2.13986375480317e-144	1.54476764459241e-140	MX1
ENSG00000138646	6785.1390056427	5.36247256490484	0.213856649752307	25.0750798308856	9.30231817371737e-139	4.47689565973771e-135	HERC5
ENSG00000132530	8527.86819340175	4.22877937486877	0.185696352721403	22.7725494491167	8.58069743035891e-115	3.09720273748805e-111	XAF1
ENSG00000111331	20683.8207208047	5.95763146243276	0.263644737926917	22.5971946539825	4.61792936911768e-113	1.33347328462642e-109	OAS3
ENSG00000185745	5960.3775677197	6.83928637874978	0.316588489703413	21.6030797113217	1.6803119453308e-103	4.04339064444769e-100	IFIT1
ENSG00000134321	13431.9974378423	6.8457924019027	0.318377750648372	21.5021068148178	1.48778306780562e-102	3.06865884756822e-99	RSAD2
ENSG00000111335	12800.7393289917	3.87906890844807	0.183443485320409	21.1458526405162	3.01296028931897e-99	5.43764008214841e-96	OAS2
ENSG00000130589	14702.663690506	4.55829919565163	0.216658474463031	21.0390994718714	2.87791290908869e-98	4.61681184238027e-95	HELZ2
ENSG00000137959	4812.14270103522	6.44568127774879	0.309714072550587	20.8117158664012	3.3899230430773e-96	4.89437088959501e-93	IFI44L
ENSG00000138642	4730.66300088264	4.1477310579896	0.219313842267838	18.9123085670268	9.03150399626988e-80	1.13900922133565e-76	HERC6
ENSG00000137628	5492.84821120685	3.52077698681174	0.186187693278036	18.9098265563349	9.46676177865898e-80	1.13900922133565e-76	DDX60
ENSG00000160932	7428.87206905095	3.62888982595523	0.194728164458267	18.6356700688408	1.65074193998052e-77	1.83333939457221e-74	LY6E
ENSG00000137965	5652.10663511033	4.78510924215751	0.27385764918159	17.4729800553593	2.30153031741251e-68	2.37353533734298e-65	IFI44
ENSG00000184979	1011.78516931363	5.38356564704264	0.315795449641828	17.0476352751397	3.63963050174549e-65	3.50326567894676e-62	USP18
ENSG00000089127	5146.96476037451	5.63142232945206	0.332697766448361	16.9265408348514	2.86743833703934e-64	2.58750466938588e-61	OAS1
ENSG00000163565	8105.55961072032	2.31803861806202	0.137123264888489	16.9047799434114	4.148706136974e-64	3.52347171797827e-61	IFI16
ENSG00000205413	8744.77022190464	2.83896377376469	0.171877630232948	16.5173546430504	2.7520693198926e-61	2.20746538003385e-58	SAMD9
ENSG00000107201	5404.88492385302	3.34560311706966	0.205782576870566	16.2579513190468	1.96189009035967e-59	1.490829953927e-56	DDX58
ENSG00000055332	5841.09400170131	3.49582318825227	0.21546943459353	16.2242185061976	3.40017658087402e-59	2.45458747373296e-56	EIF2AK2
ENSG00000138035	2113.5691028014	3.39101304263153	0.210410602820777	16.1161699893989	1.96411074888377e-58	1.35037290439923e-55	PNPT1
ENSG00000068079	2915.78959430368	3.37018409397625	0.215008887043663	15.6746269436382	2.25545350964923e-55	1.48019262601435e-52	IFI35
ENSG00000119917	11945.4849743016	6.38016636359639	0.40995767178887	15.5629880903465	1.29890557887863e-54	8.15373858602161e-52	IFIT3
ENSG00000187608	9271.43313861905	5.74741288799162	0.369872343464836	15.5389095441736	1.89174957829359e-54	1.13804501714179e-51	ISG15
ENSG00000115008	9375.37669934028	6.98064229981797	0.44945853232435	15.5312265710431	2.13261335497294e-54	1.23162686476397e-51	IL1A
ENSG00000130303	2407.99289789789	2.63458126077342	0.171483527705121	15.3634654945038	2.87771787914669e-53	1.59801887458153e-50	BST2
ENSG00000138496	5561.69343327601	3.46055678645917	0.226612495015204	15.2708119039376	1.19673727177859e-52	6.39944175182935e-50	PARP9
ENSG00000185885	3438.70455066912	3.28747434518385	0.216584423083302	15.1787201423965	4.89234709106204e-52	2.52270383216977e-49	IFITM1
ENSG00000137491	1063.78912076063	-4.98158301696623	0.332931379378905	-14.9627921112739	1.28518805696275e-50	6.3984638504925e-48	SLCO2B1
ENSG00000115267	4646.76504315863	3.68421836314003	0.248607528667441	14.819415899783	1.09734483713095e-49	5.2811549194989e-47	IFIH1
ENSG00000126709	5840.192109565	4.97731212241648	0.346182948747285	14.377692894545	7.14364592031436e-47	3.32709547733867e-44	IFI6
ENSG00000172183	6652.70660942461	3.14972983143052	0.220192456882254	14.3044401975805	2.05283012574365e-46	9.26211292358963e-44	ISG20
ENSG00000136244	8477.1587416629	7.0214929274466	0.513497066912568	13.6738715367232	1.45446146474817e-42	6.36348928122245e-40	IL6
ENSG00000185507	5785.55936267632	3.69638056613643	0.273946025026923	13.493098013644	1.7172995560028e-41	7.2924620557554e-39	IRF7
ENSG00000177409	11596.0815294342	3.42864990435125	0.257767049987235	13.3013505974524	2.27324555701847e-40	9.37746267206649e-38	SAMD9L
ENSG00000132274	16072.6559544785	2.81982225187365	0.212378979206181	13.277313331166	3.13439640162624e-40	1.25706709018554e-37	TRIM22
ENSG00000183486	10038.7781602726	3.93806781364289	0.296715247386767	13.2722124943907	3.35525920742974e-40	1.30927655234785e-37	MX2
ENSG00000196141	940.783498869605	3.18171780663836	0.241523685784261	13.1735229044177	1.24643051990483e-39	4.73577995957526e-37	SPATS2L
ENSG00000059378	4755.99457946689	2.5490630434262	0.194196955416453	13.1261740842423	2.33141159485579e-39	8.63100528372512e-37	PARP12
ENSG00000135218	2773.04585497015	-4.36181173779044	0.335414094663203	-13.0042589360183	1.15715188480681e-38	4.17673972821017e-36	CD36
ENSG00000133106	4292.0734124786	4.10915454693487	0.318263230769761	12.9111821588574	3.89278407932476e-38	1.37082967164124e-35	EPSTI1
ENSG00000135899	3354.09813040783	2.45418235171383	0.19287146008112	12.7244453413772	4.32535344574233e-37	1.48689173927685e-34	SP110
ENSG00000160710	18150.1270769497	1.96558987135768	0.15772961895344	12.4617677034895	1.20665921670582e-35	4.05156878390667e-33	ADAR
ENSG00000136147	2397.05675400914	1.98421113109676	0.16009176601057	12.394211023731	2.80896731072544e-35	9.21724318914863e-33	PHF11
ENSG00000132256	1252.96195840352	2.05212126443799	0.166657631821913	12.3133950843058	7.67263321354549e-35	2.46172174082599e-32	TRIM5
ENSG00000108771	3004.34888294458	2.82383336692023	0.230051359983983	12.2747953635955	1.23704179801383e-34	3.88269771298341e-32	DHX58
ENSG00000163840	6630.43514898315	2.82440397541932	0.233111721928978	12.1160958876184	8.67961794587022e-34	2.66630476388243e-31	DTX3L
ENSG00000078081	4347.99199205726	5.20675027243592	0.435505114481971	11.9556581525553	6.06511449003667e-33	1.82433589598228e-30	LAMP3
ENSG00000165474	817.129451838587	5.57555251734439	0.479715255765515	11.6226291541366	3.162515777476e-31	9.3184495500405e-29	GJB2
ENSG00000113302	490.665396798671	6.52337307381196	0.561430032814813	11.6192093271285	3.29168454421109e-31	9.50506828986395e-29	IL12B
ENSG00000188313	3093.25067993244	3.80643459386326	0.328211702993029	11.5974980756372	4.24301826629386e-31	1.20119015154413e-28	PLSCR1
ENSG00000006075	10010.6230038656	5.8747012247673	0.507507632360153	11.5755918732633	5.47918056521349e-31	1.52131555770293e-28	NA
ENSG00000136514	910.675504642993	3.48619200986288	0.302637258648712	11.5193747968405	1.05372778048067e-30	2.87051352727922e-28	RTP4
ENSG00000038210	2109.71526319773	2.23077747501093	0.193992745094962	11.4992829959643	1.33015778640163e-30	3.55644780001236e-28	PI4K2B
ENSG00000173786	3317.04295415202	2.47040847899135	0.214921841638105	11.4944505414723	1.40673280069837e-30	3.6928014866333e-28	CNP
ENSG00000104856	2151.24352327607	2.83234719591569	0.246625345762806	11.4844124684562	1.5800595283611e-30	4.07373204829957e-28	RELB
ENSG00000181381	6380.11254064049	3.06849052059372	0.268015315159992	11.4489372324189	2.38046042903633e-30	6.02966450428535e-28	DDX60L
ENSG00000125538	86869.7822343452	6.36145943965994	0.555852748188828	11.4445047908604	2.50530973914633e-30	6.23649345065426e-28	IL1B
