"V1" "exp-pA<15" "polyA-pA<15" "UU-pA<15" "U-pA<15" "U>3-pA<15" "polyA-NoU-pA<15" "exp-pA<25" "polyA-pA<25" "UU-pA<25" "U-pA<25" "U>3-pA<25" "polyA-NoU-pA<25" "exp" "polyA-pA>25" "UU-pA>25" "U-pA>25" "U>3-pA>25" "polyA-NoU-pA>25" "symbol"
"ENSG00000000003" 80 0 0 0 0 0 80 0 0 0 0 0 80 46 2 0 0 3 "TSPAN6"
"ENSG00000000419" 92 4 0 0 0 0 92 7 2 2 0 0 92 26 0 0 0 0 "DPM1"
"ENSG00000001036" 68 0 0 0 0 0 68 3 0 0 0 0 68 33 2 0 0 0 "FUCA2"
"ENSG00000001084" 57 4 0 0 0 0 57 8 0 2 0 0 57 18 0 0 0 0 "GCLC"
"ENSG00000003436" 153 3 0 2 0 0 153 6 0 0 0 0 153 44 2 0 0 0 "TFPI"
"ENSG00000004142" 73 0 0 0 0 0 73 0 0 0 0 0 73 34 0 0 0 0 "POLDIP2"
"ENSG00000004455" 183 3 0 0 0 0 183 2 0 0 0 0 183 71 3 0 0 0 "AK2"
"ENSG00000004487" 101 5 0 0 0 0 101 4 0 0 0 0 101 24 0 0 0 0 "KDM1A"
"ENSG00000004779" 128 13 2 3 2 0 128 2 0 0 0 0 128 55 0 0 0 0 "NDUFAB1"
"ENSG00000004897" 95 3 0 2 0 0 95 5 0 2 0 0 95 27 0 0 0 0 "CDC27"
"ENSG00000004961" 54 3 0 3 0 0 54 0 0 0 0 0 54 29 0 0 0 0 "HCCS"
"ENSG00000005022" 150 6 0 0 0 0 150 7 0 0 0 0 150 53 0 0 0 0 "SLC25A5"
"ENSG00000005059" 45 0 0 0 0 0 45 2 0 0 0 0 45 31 0 0 0 0 "CCDC109B"
"ENSG00000005700" 63 5 2 0 0 0 63 6 0 2 0 0 63 19 0 0 0 0 "IBTK"
"ENSG00000005889" 145 4 0 3 0 0 145 5 0 2 0 0 145 22 0 0 0 0 "ZFX"
"ENSG00000005893" 103 0 0 0 0 0 103 2 0 0 0 0 103 31 0 0 0 2 "LAMP2"
"ENSG00000006007" 72 0 0 0 0 0 72 5 2 0 0 0 72 26 0 0 0 0 "GDE1"
"ENSG00000006652" 123 3 0 0 0 0 123 4 0 2 0 0 123 26 0 0 0 0 "IFRD1"
"ENSG00000007168" 138 17 4 7 4 0 138 7 0 2 0 0 138 37 0 0 0 0 "PAFAH1B1"
"ENSG00000008018" 121 6 2 0 0 0 121 11 5 2 0 0 121 51 0 0 0 0 "PSMB1"
"ENSG00000008130" 57 0 0 0 0 0 57 2 0 0 0 0 57 33 0 0 0 0 "NADK"
"ENSG00000008324" 58 0 0 0 0 0 58 10 0 2 0 0 58 27 0 0 0 0 "SS18L2"
"ENSG00000008394" 154 6 0 0 0 0 154 4 0 0 0 0 154 59 0 0 0 0 "MGST1"
"ENSG00000008952" 100 7 0 0 0 0 100 8 0 5 0 0 100 27 0 0 0 0 "SEC62"
"ENSG00000008988" 294 2 0 0 0 0 294 4 0 0 0 0 294 60 0 0 0 0 "SNORD54"
"ENSG00000009307" 315 6 0 2 0 0 315 12 0 3 0 0 315 66 2 2 0 3 "CSDE1"
"ENSG00000010244" 137 2 0 0 0 0 137 2 0 0 0 0 137 35 0 0 0 2 "ZNF207"
"ENSG00000010256" 104 2 0 0 0 0 104 4 0 0 2 0 104 44 0 2 0 0 "UQCRC1"
"ENSG00000010270" 68 6 0 3 0 0 68 4 0 3 0 0 68 29 0 0 0 0 "STARD3NL"
"ENSG00000010278" 84 3 0 0 0 0 84 0 0 0 0 0 84 55 0 0 0 2 "CD9"
"ENSG00000010292" 190 9 0 4 0 0 190 6 0 2 0 0 190 41 0 0 0 0 "NCAPD2"
"ENSG00000011304" 133 2 0 0 0 0 133 2 0 0 0 0 133 34 2 0 0 0 "PTBP1"
"ENSG00000011426" 184 16 0 10 0 0 184 6 0 0 0 0 184 52 2 2 0 0 "ANLN"
"ENSG00000013275" 80 3 0 0 0 0 80 2 0 0 0 0 80 25 0 0 0 0 "PSMC4"
"ENSG00000013306" 65 2 0 0 0 0 65 0 0 0 0 0 65 30 0 0 0 2 "SLC25A39"
"ENSG00000014641" 117 5 0 2 0 0 117 2 2 0 0 0 117 41 0 0 0 2 "MDH1"
"ENSG00000015479" 235 6 0 2 0 0 235 2 0 2 0 0 235 49 0 0 0 0 "MATR3"
"ENSG00000017260" 85 0 0 0 0 0 85 0 0 0 0 0 85 36 0 0 0 0 "ATP2C1"
"ENSG00000018408" 65 0 0 0 0 0 65 4 2 0 0 0 65 26 0 0 0 0 "WWTR1"
"ENSG00000018510" 181 4 0 0 0 0 181 11 0 5 0 0 181 73 2 0 0 2 "AGPS"
"ENSG00000021355" 59 3 0 0 0 0 59 0 0 0 0 0 59 36 0 0 0 0 "SERPINB1"
"ENSG00000021826" 408 9 0 5 0 0 408 12 0 7 0 0 408 75 4 0 0 4 "CPS1"
"ENSG00000022277" 58 0 0 0 0 0 58 2 0 2 0 0 58 29 0 0 0 0 "RTFDC1"
"ENSG00000023228" 128 3 0 2 0 0 128 2 0 0 0 0 128 31 0 0 0 0 "NDUFS1"
"ENSG00000023287" 116 6 2 2 0 0 116 4 0 0 0 0 116 35 0 0 0 0 "RB1CC1"
"ENSG00000023572" 58 5 0 2 0 0 58 2 0 0 0 0 58 31 0 0 0 0 "GLRX2"
"ENSG00000023734" 153 6 2 0 0 0 153 5 0 2 0 0 153 54 0 0 0 2 "STRAP"
"ENSG00000023909" 139 8 0 2 2 0 139 8 3 0 0 0 139 54 2 0 0 0 "GCLM"
"ENSG00000024526" 114 4 0 2 0 0 114 6 2 0 0 2 114 38 0 0 0 0 "DEPDC1"
"ENSG00000026025" 272 16 2 4 3 0 272 15 4 2 0 0 272 105 4 0 0 3 "VIM"
"ENSG00000026508" 193 6 0 0 0 0 193 8 2 3 0 0 193 61 4 0 0 0 "CD44"
"ENSG00000028839" 60 6 0 2 0 0 60 5 0 0 0 0 60 26 0 0 0 0 "TBPL1"
"ENSG00000029363" 242 12 0 6 0 0 242 4 0 2 0 0 242 58 0 0 0 0 "BCLAF1"
"ENSG00000029364" 82 0 0 0 0 0 82 3 0 0 0 0 82 45 0 0 0 0 "SLC39A9"
"ENSG00000029725" 83 0 0 0 0 0 83 4 0 0 0 0 83 40 0 0 0 0 "RABEP1"
"ENSG00000029993" 85 0 0 0 0 0 85 3 0 0 0 0 85 53 0 0 0 2 "HMGB3"
"ENSG00000030066" 189 7 0 0 0 0 189 5 0 2 0 0 189 27 0 0 0 0 "NUP160"
"ENSG00000031698" 191 2 0 0 0 0 191 9 0 3 0 0 191 61 0 0 0 0 "SARS"
"ENSG00000033178" 115 2 0 0 0 0 115 2 0 0 0 0 115 50 0 0 0 0 "UBA6"
"ENSG00000034510" 263 6 0 0 0 0 263 8 0 2 0 0 263 59 3 0 0 0 "TMSB10"
"ENSG00000034713" 89 5 0 2 2 0 89 3 0 0 0 0 89 49 0 0 0 0 "GABARAPL2"
"ENSG00000035862" 69 3 0 0 0 0 69 0 0 0 0 0 69 32 0 0 0 3 "TIMP2"
"ENSG00000036549" 119 6 0 2 0 0 119 4 0 0 0 0 119 23 0 0 0 0 "ZZZ3"
"ENSG00000037241" 111 0 0 0 0 0 111 11 3 0 0 0 111 33 0 0 0 0 "RPL26L1"
"ENSG00000037474" 138 4 0 2 0 0 138 2 0 0 0 0 138 26 0 0 0 0 "NSUN2"
"ENSG00000039560" 103 5 0 0 2 0 103 5 2 0 0 0 103 24 2 0 0 0 "RAI14"
"ENSG00000041357" 156 8 0 0 0 0 156 3 0 0 0 0 156 43 0 0 0 0 "PSMA4"
"ENSG00000042753" 67 0 0 0 0 0 67 0 0 0 0 0 67 30 0 0 0 0 "AP2S1"
"ENSG00000043093" 114 4 0 0 0 0 114 4 0 0 0 0 114 52 3 0 0 3 "DCUN1D1"
"ENSG00000044115" 249 4 0 2 0 0 249 10 0 2 3 0 249 76 2 0 0 4 "CTNNA1"
"ENSG00000049245" 77 2 0 0 0 0 77 0 0 0 0 0 77 29 0 0 0 0 "VAMP3"
"ENSG00000049449" 100 2 0 0 0 0 100 2 0 0 0 0 100 37 2 0 0 0 "RCN1"
"ENSG00000049656" 202 4 0 0 0 0 202 6 3 0 0 0 202 68 6 0 0 2 "CLPTM1L"
"ENSG00000050393" 84 0 0 0 0 0 84 4 3 0 0 0 84 36 2 0 0 0 "MCUR1"
"ENSG00000052723" 90 0 0 0 0 0 90 2 0 0 0 0 90 34 0 0 0 0 "SIKE1"
"ENSG00000052802" 132 12 4 3 0 2 132 9 0 2 0 0 132 32 2 0 0 0 "MSMO1"
"ENSG00000053372" 81 2 0 0 0 0 81 3 0 0 0 0 81 26 0 0 0 0 "MRTO4"
"ENSG00000053501" 54 0 0 0 0 0 54 4 0 0 0 0 54 37 0 0 0 0 "USE1"
"ENSG00000054116" 72 2 0 0 0 0 72 6 0 3 0 0 72 33 0 0 0 0 "TRAPPC3"
"ENSG00000055044" 167 13 0 4 2 0 167 6 2 0 0 0 167 51 0 0 0 0 "NOP58"
"ENSG00000055211" 49 2 0 0 0 0 49 4 0 2 0 0 49 26 0 0 0 0 "GINM1"
"ENSG00000057608" 158 4 0 3 0 0 158 8 0 2 0 0 158 38 0 0 0 0 "GDI2"
"ENSG00000058804" 107 0 0 0 0 0 107 2 0 0 0 0 107 32 0 0 0 0 "NDC1"
"ENSG00000059573" 73 0 0 0 0 0 73 7 3 2 0 0 73 30 0 0 0 0 "ALDH18A1"
"ENSG00000060138" 117 4 0 0 0 0 117 4 0 0 0 0 117 34 0 2 0 0 "YBX3"
"ENSG00000060237" 134 12 0 3 0 0 134 4 0 2 0 0 134 29 0 0 0 0 "WNK1"
"ENSG00000060688" 112 2 0 0 0 0 112 0 0 0 0 0 112 59 0 2 0 0 "SNRNP40"
"ENSG00000060982" 67 2 0 0 0 0 67 0 0 0 0 0 67 29 0 0 0 0 "BCAT1"
"ENSG00000061676" 184 9 0 2 0 0 184 8 2 0 0 0 184 32 0 2 0 2 "NCKAP1"
"ENSG00000061794" 79 2 0 0 0 0 79 6 0 3 0 0 79 38 0 0 0 2 "MRPS35"
"ENSG00000062485" 151 5 0 0 0 0 151 3 0 2 0 0 151 37 0 0 0 0 "CS"
