mir g rho pvalue adj genelog2FC mirlog2FC
cel-miR-230-5p WBGene00012810 -0.990484211542761 0.000135394516527833 0.0241016442810731 2.63527979724619 -2.93344396614445
cel-miR-230-5p WBGene00018725 -0.988252442591671 0.000206197046145791 0.0241016442810731 2.25166220339158 -2.93344396614445
cel-miR-230-5p WBGene00001397 -0.984354169084308 0.000365273050246959 0.0241016442810731 2.61685003958997 -2.93344396614445
cel-miR-230-5p WBGene00019782 -0.981876237594998 0.000489729582530196 0.0241016442810731 3.93513035863126 -2.93344396614445
cel-miR-230-5p WBGene00000273 -0.977598247664241 0.000747136730587887 0.0241016442810731 2.83918558510159 -2.93344396614445
cel-miR-230-5p WBGene00009811 -0.977448537413153 0.000757118215855467 0.0241016442810731 5.47744829388953 -2.93344396614445
cel-miR-230-5p WBGene00021121 -0.977182840349294 0.000774994595306617 0.0241016442810731 3.30109744820233 -2.93344396614445
cel-miR-230-5p WBGene00011737 -0.975034960440106 0.000927100029940846 0.0241016442810731 2.09193799591571 -2.93344396614445
cel-miR-230-5p WBGene00011699 -0.975026482275338 0.000927727182159262 0.0241016442810731 2.51119851206886 -2.93344396614445
cel-miR-230-5p WBGene00019593 -0.974303147554913 0.000982008159887774 0.0241016442810731 2.58673457343139 -2.93344396614445
cel-miR-230-5p WBGene00016332 -0.97409944676486 0.000997570440644073 0.0241016442810731 2.09783701109049 -2.93344396614445
cel-miR-230-5p WBGene00001726 -0.973964705928702 0.00100793096927696 0.0241016442810731 2.43613714479804 -2.93344396614445
cel-miR-230-5p WBGene00015167 -0.973890112521385 0.00101368943871707 0.0241016442810731 3.30389640497552 -2.93344396614445
cel-miR-230-5p WBGene00020167 -0.972413956880545 0.00113098831410952 0.0241016442810731 2.03209080775153 -2.93344396614445
cel-miR-230-5p WBGene00008099 -0.972199464801179 0.00114856153956479 0.0241016442810731 2.07470988685752 -2.93344396614445
cel-miR-230-5p WBGene00007660 -0.971726568729086 0.00118777966823484 0.0241016442810731 3.6682548666918 -2.93344396614445
cel-miR-230-5p WBGene00003879 -0.971111672645156 0.00123974901930023 0.0241016442810731 4.56094960941913 -2.93344396614445
cel-miR-230-5p WBGene00003530 -0.970660388113723 0.00127859128135057 0.0241016442810731 3.43985459754371 -2.93344396614445
cel-miR-230-5p WBGene00011833 -0.970303750885957 0.00130970674296672 0.0241016442810731 2.3960152032697 -2.93344396614445
cel-miR-230-5p WBGene00018566 -0.969721575303947 0.00136129513056634 0.0241016442810731 4.71834095483728 -2.93344396614445
cel-miR-230-5p WBGene00000991 -0.969153784446588 0.00141255860334056 0.0241016442810731 2.04003514570282 -2.93344396614445
cel-miR-230-5p WBGene00020638 -0.969096925727945 0.00141774378123959 0.0241016442810731 2.54880061814679 -2.93344396614445
cel-miR-230-5p WBGene00016594 -0.967722368423873 0.00154595409763955 0.0245598758360523 2.96725064298104 -2.93344396614445
cel-miR-230-5p WBGene00006208 -0.967387493967431 0.00157802039257077 0.0245598758360523 3.47790932072465 -2.93344396614445
cel-miR-230-5p WBGene00016417 -0.966023305924431 0.00171201199523507 0.0245598758360523 2.22260398631262 -2.93344396614445
cel-miR-230-5p WBGene00044379 -0.964019111369876 0.0019186456527034 0.0245598758360523 7.80340083079119 -2.93344396614445
cel-miR-230-5p WBGene00007366 -0.963318598798736 0.00199360991639672 0.0245598758360523 2.59298139581403 -2.93344396614445
cel-miR-230-5p WBGene00019478 -0.963253576389794 0.00200064013077541 0.0245598758360523 2.15717277144953 -2.93344396614445
cel-miR-230-5p WBGene00007055 -0.962825247939934 0.0020472562351927 0.0245598758360523 2.16080199185985 -2.93344396614445
cel-miR-230-5p WBGene00001390 -0.962327677019118 0.00210207352396193 0.0245598758360523 2.1829912846783 -2.93344396614445
cel-miR-230-5p WBGene00012364 -0.961578646461584 0.00218594180270654 0.0245598758360523 2.14532012205489 -2.93344396614445
cel-miR-230-5p WBGene00020774 -0.961031426444398 0.00224823672911015 0.0245598758360523 4.14520301021313 -2.93344396614445
cel-miR-230-5p WBGene00017467 -0.960575616915889 0.00230078466821322 0.0245598758360523 4.36797762885087 -2.93344396614445
cel-miR-230-5p WBGene00045416 -0.960194015704605 0.00234523796140486 0.0245598758360523 3.28183297926291 -2.93344396614445
cel-miR-230-5p WBGene00011831 -0.960010489291316 0.00236676661777814 0.0245598758360523 4.75901513191687 -2.93344396614445
cel-miR-230-5p WBGene00011799 -0.959958466544346 0.00237288681838926 0.0245598758360523 4.86969093411318 -2.93344396614445
cel-miR-230-5p WBGene00009426 -0.959478496792686 0.00242972033672175 0.0245598758360523 3.97005438712419 -2.93344396614445
cel-miR-230-5p WBGene00020010 -0.957903521212355 0.00262087041974295 0.0257948825522069 2.48906460230836 -2.93344396614445
cel-miR-230-5p WBGene00016419 -0.956727789191995 0.00276821307618969 0.0265464536024345 2.36184542384891 -2.93344396614445
cel-miR-230-5p WBGene00017586 -0.956084206277308 0.00285054747478287 0.0266526188892199 4.02583924273742 -2.93344396614445
cel-miR-230-5p WBGene00003096 -0.955397479268609 0.00293971149375912 0.02681590484551 6.09447931584037 -2.93344396614445
cel-miR-230-5p WBGene00000928 -0.954269212754657 0.00308913884334712 0.0269376038794622 2.49042395073075 -2.93344396614445
cel-miR-230-5p WBGene00018601 -0.953028529541777 0.00325766153077742 0.0269376038794622 7.68389817050499 -2.93344396614445
cel-miR-230-5p WBGene00004006 -0.952876884801065 0.00327856146734015 0.0269376038794622 3.24793052170405 -2.93344396614445
cel-miR-230-5p WBGene00012107 -0.952763981684602 0.00329416465899965 0.0269376038794622 2.14227085779183 -2.93344396614445
cel-miR-230-5p WBGene00001159 -0.951584185979592 0.00345939103279262 0.0269376038794622 2.15517904939483 -2.93344396614445
cel-miR-230-5p WBGene00004986 -0.951089756009224 0.0035298161153583 0.0269376038794622 2.24740202600085 -2.93344396614445
cel-miR-230-5p WBGene00001824 -0.950682085737994 0.00358840808784496 0.0269376038794622 2.1051503105222 -2.93344396614445
cel-miR-230-5p WBGene00018643 -0.95052965920165 0.00361043718394329 0.0269376038794622 4.29518644641103 -2.93344396614445
cel-miR-1829a-3p WBGene00016106 -0.949222095280119 0.00380213064836201 0.0269376038794622 -2.05534523973718 1.48397565671398
cel-miR-230-5p WBGene00003408 -0.949119673096015 0.00381735180861946 0.0269376038794622 2.67193868443184 -2.93344396614445
cel-miR-230-5p WBGene00021979 -0.949073046625635 0.00382429095340745 0.0269376038794622 3.37374332345258 -2.93344396614445
cel-miR-230-5p WBGene00021977 -0.948443178755673 0.00391863698200615 0.0269376038794622 2.8577500160327 -2.93344396614445
cel-miR-230-5p WBGene00008234 -0.948396856734497 0.0039256199898558 0.0269376038794622 2.03497305281239 -2.93344396614445
cel-miR-230-5p WBGene00020613 -0.94816005960857 0.00396141233521503 0.0269376038794622 4.59162541541278 -2.93344396614445
cel-miR-230-5p WBGene00009969 -0.947552714399433 0.00405394281013848 0.0270600211695093 3.47622689800888 -2.93344396614445
cel-miR-1829a-3p WBGene00010906 -0.945654843816131 0.00434984261750963 0.0270600211695093 -3.57442562302542 1.48397565671398
cel-miR-230-5p WBGene00019590 -0.945515044781768 0.00437204321684164 0.0270600211695093 2.30935101958638 -2.93344396614445
cel-miR-230-5p WBGene00010666 -0.945280127619922 0.00440947376610699 0.0270600211695093 2.03098323764247 -2.93344396614445
cel-miR-230-5p WBGene00017965 -0.945045024942289 0.00444709055886391 0.0270600211695093 3.63180560778495 -2.93344396614445
cel-miR-230-5p WBGene00016097 -0.944979765620246 0.00445755993952439 0.0270600211695093 2.05958674470812 -2.93344396614445
cel-miR-230-5p WBGene00018646 -0.944676544552686 0.00450636325650103 0.0270600211695093 2.21862876530881 -2.93344396614445
cel-miR-230-5p WBGene00006464 -0.944355995345489 0.00455823886010451 0.0270600211695093 2.46052762700862 -2.93344396614445
cel-miR-230-5p WBGene00007324 -0.943341720690012 0.00472429983319349 0.0271640401581855 2.33176708350762 -2.93344396614445
cel-miR-230-5p WBGene00010901 -0.943332732408823 0.00472578444840993 0.0271640401581855 2.17355650175794 -2.93344396614445
cel-miR-230-5p WBGene00017093 -0.942923297463743 0.00479365414556214 0.0271640401581855 3.31239148861781 -2.93344396614445
cel-miR-230-5p WBGene00015839 -0.941166267652106 0.00509028831524262 0.0284144452223991 3.18005444175089 -2.93344396614445
cel-miR-230-5p WBGene00017265 -0.939825060968647 0.00532258750336463 0.0290288042742128 3.53839050391436 -2.93344396614445
cel-miR-230-5p WBGene00009803 -0.939636909084838 0.00535558153722107 0.0290288042742128 2.21573609933075 -2.93344396614445
cel-miR-230-5p WBGene00044238 -0.938061762262509 0.00563570970760674 0.030110791866356 2.19717072597211 -2.93344396614445
cel-miR-1817 WBGene00007140 -0.936774690939263 0.00586978987831233 0.0304844715719583 2.23058645830632 -1.82203038650596
cel-miR-230-5p WBGene00022327 -0.936350946336105 0.00594787546068512 0.0304844715719583 2.33481648676772 -2.93344396614445
cel-miR-230-5p WBGene00004328 -0.936034657192117 0.00600648843929663 0.0304844715719583 2.03313359885892 -2.93344396614445
cel-miR-230-5p WBGene00001841 -0.935624028077337 0.00608300307334659 0.0304844715719583 3.43979777293142 -2.93344396614445
cel-miR-1829a-3p WBGene00006487 -0.935424175527347 0.0061204138673731 0.0304844715719583 -3.83087456590043 1.48397565671398
cel-miR-230-5p WBGene00044206 -0.935029063706765 0.00619470545312521 0.0304844715719583 4.85269487441308 -2.93344396614445
cel-miR-1817 WBGene00010336 -0.93452884724849 0.00628938763753103 0.0305484542394364 2.80814912647906 -1.82203038650596
cel-miR-259-5p WBGene00013437 -0.933972088298363 0.00639559723332215 0.0306660687854165 -2.40568895256432 1.58932034739685
cel-miR-230-5p WBGene00021310 -0.933391910993614 0.00650719830817736 0.0308062299652954 2.39785107579992 -2.93344396614445
cel-miR-230-5p WBGene00018969 -0.932912352842145 0.00660015615724783 0.0308557300351336 2.81743908886318 -2.93344396614445
cel-miR-230-5p WBGene00003767 -0.932456422370773 0.00668913086275726 0.0308856165761879 3.22447985276685 -2.93344396614445
cel-miR-1829a-3p WBGene00020534 -0.931187875701673 0.00693974624004353 0.0312172540144456 -4.22243581004244 1.48397565671398
cel-miR-230-5p WBGene00011957 -0.930929046073822 0.00699143327569943 0.0312172540144456 2.16836506183075 -2.93344396614445
cel-miR-1829a-3p WBGene00044805 -0.93082617448882 0.00701202819897814 0.0312172540144456 -5.83802597154711 1.48397565671398
cel-miR-230-5p WBGene00044035 -0.930414057446057 0.00709483045782854 0.0312172540144456 3.17752002237009 -2.93344396614445
cel-miR-230-5p WBGene00010774 -0.928356175303821 0.00751538836642858 0.0322590539224769 2.12433024527255 -2.93344396614445
cel-miR-230-5p WBGene00018966 -0.928308519406905 0.00752526736614006 0.0322590539224769 2.11213199583313 -2.93344396614445
cel-miR-230-5p WBGene00020047 -0.927995247438445 0.00759036562881809 0.0322590539224769 2.52977560410679 -2.93344396614445
cel-miR-230-5p WBGene00010396 -0.926910812124391 0.00781782178182049 0.0326453601511827 2.4592031680667 -2.93344396614445
cel-miR-230-5p WBGene00009618 -0.926731082766839 0.00785583533049852 0.0326453601511827 2.62534751355504 -2.93344396614445
cel-miR-230-5p WBGene00017128 -0.925460049541051 0.00812722672819239 0.0334020087510324 2.44801258909942 -2.93344396614445
cel-miR-230-5p WBGene00003837 -0.92418076074539 0.00840490995088593 0.0341677861046885 2.17061427536379 -2.93344396614445
cel-miR-230-5p WBGene00009964 -0.923406147593209 0.00857525389448554 0.0343123947953843 3.61633032919633 -2.93344396614445
cel-miR-1817 WBGene00019593 -0.92318599416935 0.0086239708844014 0.0343123947953843 2.58673457343139 -1.82203038650596
cel-miR-1829a-3p WBGene00021641 -0.922208604676329 0.00884187441905896 0.0348090635024005 -2.61909983427317 1.48397565671398
cel-miR-230-5p WBGene00021529 -0.921622863518284 0.00897372886912236 0.0349601520526225 2.10069483747906 -2.93344396614445
cel-miR-1829a-3p WBGene00004969 -0.919598967756021 0.00943661973783217 0.0363359095378665 -2.24471367041058 1.48397565671398
cel-miR-230-5p WBGene00016745 -0.919234523591381 0.00952117415698107 0.0363359095378665 2.79553607615578 -2.93344396614445
cel-miR-230-5p WBGene00015695 -0.918573147106135 0.00967555500894435 0.036447287772408 2.65537633036756 -2.93344396614445
cel-miR-230-5p WBGene00015692 -0.918276189368182 0.00974526411026952 0.036447287772408 2.12964770158541 -2.93344396614445
cel-miR-230-5p WBGene00013364 -0.91674920691588 0.0101075489147829 0.0374279534072157 2.34990077720891 -2.93344396614445
cel-miR-230-5p WBGene00044472 -0.915861809785829 0.0103210355660643 0.037843797075569 4.00150504427436 -2.93344396614445
cel-miR-230-5p WBGene00022653 -0.914094128143315 0.0107527433442709 0.0390439418520126 2.99456904820826 -2.93344396614445
