"id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"symbol"	"entrezgene"	"description"
"ENSMUSG00000021091"	1322.86204957861	-2.44313713801104	0.181985756221736	-13.4248810936294	4.32277640258078e-41	7.33402244461856e-37	"Serpina3n"	"20716"	"serine (or cysteine) peptidase inhibitor, clade A, member 3N"
"ENSMUSG00000068196"	1685.10441336519	-2.1224975996793	0.17083401084282	-12.4243269194924	1.9284263633983e-35	1.63588408407078e-31	"Col8a1"	"12837"	"collagen, type VIII, alpha 1"
"ENSMUSG00000026656"	567.624746246978	-1.4859588820842	0.136767967067764	-10.8648166229448	1.69563488241355e-27	9.5893804716761e-24	"Fcgr2b"	"14130"	"Fc receptor, IgG, low affinity IIb"
"ENSMUSG00000051439"	262.74427087929	-1.72038810757447	0.16868490970737	-10.1988263832192	2.00682792804565e-24	8.5119606568056e-21	"Cd14"	"12475"	"CD14 antigen"
"ENSMUSG00000024679"	950.331654541459	-1.55196782321073	0.154043834481725	-10.0748454388471	7.13729215197347e-24	2.42182597300764e-20	"Ms4a6d"	"68774"	"membrane-spanning 4-domains, subfamily A, member 6D"
"ENSMUSG00000058952"	122.793099392734	-2.02462207792434	0.20582113673813	-9.83680349846818	7.81545510189069e-23	2.20995018764462e-19	"Cfi"	"12630"	"complement component factor i"
"ENSMUSG00000033207"	326.737782144815	-2.5980007565479	0.266107727735285	-9.76296621920089	1.6233633897781e-22	3.93456903871074e-19	"Mamdc2"	"71738"	"MAM domain containing 2"
"ENSMUSG00000015852"	225.59455895601	-2.08729318843801	0.21473615941583	-9.72026878992484	2.47128272016474e-22	5.24097282878937e-19	"Fcrls"	"80891"	"Fc receptor-like S, scavenger receptor"
"ENSMUSG00000043004"	361.25655697821	-1.44847459974788	0.155570213075544	-9.31074510417048	1.26938683243095e-20	2.39293522211373e-17	"Gng2"	"14702"	"guanine nucleotide binding protein (G protein), gamma 2"
"ENSMUSG00000073490"	477.898448825606	-1.27801149755114	0.138984446403536	-9.19535624756515	3.73754059103911e-20	6.34111136675696e-17	"AI607873"	"226691"	"expressed sequence AI607873"
"ENSMUSG00000025473"	863.879460977777	-2.05317110984601	0.225664049473396	-9.09835268239333	9.1712256726727e-20	1.4145364978415e-16	"Adam8"	"11501"	"a disintegrin and metallopeptidase domain 8"
"ENSMUSG00000032135"	2765.61786420236	-0.772214262617453	0.0849950484373946	-9.08540293598689	1.03315283690508e-19	1.4607059192443e-16	"Mcam"	"84004"	"melanoma cell adhesion molecule"
"ENSMUSG00000030786"	455.095832284794	-1.18074313185125	0.130219018142842	-9.06736319080556	1.21931930854902e-19	1.59130549144943e-16	"Itgam"	"16409"	"integrin alpha M"
"ENSMUSG00000004730"	1153.38006644492	-1.62120852170421	0.180843579955148	-8.96470044502709	3.11125383871528e-19	3.77039518768882e-16	"Adgre1"	"13733"	"adhesion G protein-coupled receptor E1"
"ENSMUSG00000028459"	336.540703428915	-2.23760874872234	0.251146838371614	-8.90956367689337	5.12337905648204e-19	5.79488327148496e-16	"Cd72"	"12517"	"CD72 antigen"
