chr pos counts norm sample
chrM 1064 3 2.31698309435388 c1-ready
chrM 1065 3 2.31698309435388 c1-ready
chrM 1066 3 2.31698309435388 c1-ready
chrM 1067 3 2.31698309435388 c1-ready
chrM 1068 3 2.31698309435388 c1-ready
chrM 1069 3 2.31698309435388 c1-ready
chrM 1070 3 2.31698309435388 c1-ready
chrM 1071 3 2.31698309435388 c1-ready
chrM 1072 3 2.31698309435388 c1-ready
chrM 1073 3 2.31698309435388 c1-ready
chrM 1074 3 2.31698309435388 c1-ready
chrM 1075 3 2.31698309435388 c1-ready
chrM 1076 3 2.31698309435388 c1-ready
chrM 1077 3 2.31698309435388 c1-ready
chrM 1078 3 2.31698309435388 c1-ready
chrM 1079 3 2.31698309435388 c1-ready
chrM 1080 3 2.31698309435388 c1-ready
chrM 1081 3 2.31698309435388 c1-ready
chrM 1082 3 2.31698309435388 c1-ready
chrM 1083 3 2.31698309435388 c1-ready
chrM 1084 3 2.31698309435388 c1-ready
chrM 1085 3 2.31698309435388 c1-ready
chrM 1086 3 2.31698309435388 c1-ready
chrM 1087 3 2.31698309435388 c1-ready
chrM 1088 3 2.31698309435388 c1-ready
chrM 1089 3 2.31698309435388 c1-ready
chrM 1090 3 2.31698309435388 c1-ready
chrM 1091 3 2.31698309435388 c1-ready
chrM 1092 3 2.31698309435388 c1-ready
chrM 1093 3 2.31698309435388 c1-ready
chrM 1094 3 2.31698309435388 c1-ready
chrM 1095 3 2.31698309435388 c1-ready
chrM 1096 3 2.31698309435388 c1-ready
chrM 1097 3 2.31698309435388 c1-ready
chrM 1098 3 2.31698309435388 c1-ready
chrM 1099 3 2.31698309435388 c1-ready
chrM 1100 3 2.31698309435388 c1-ready
chrM 1101 0 0 c1-ready
chrM 1102 0 0 c1-ready
chrM 1103 0 0 c1-ready
chrM 1104 0 0 c1-ready
chrM 1105 0 0 c1-ready
chrM 1106 0 0 c1-ready
chrM 1107 0 0 c1-ready
chrM 1108 0 0 c1-ready
chrM 1109 0 0 c1-ready
chrM 1110 0 0 c1-ready
chrM 1111 0 0 c1-ready
chrM 1112 0 0 c1-ready
chrM 1113 0 0 c1-ready
chrM 1114 0 0 c1-ready
chrM 1115 0 0 c1-ready
chrM 1116 0 0 c1-ready
chrM 1117 0 0 c1-ready
chrM 1118 0 0 c1-ready
chrM 1119 0 0 c1-ready
chrM 1120 0 0 c1-ready
chrM 1121 0 0 c1-ready
chrM 1122 0 0 c1-ready
chrM 1123 0 0 c1-ready
chrM 1124 0 0 c1-ready
chrM 1125 0 0 c1-ready
chrM 1126 0 0 c1-ready
chrM 1127 0 0 c1-ready
chrM 1128 0 0 c1-ready
chrM 1129 0 0 c1-ready
chrM 1130 0 0 c1-ready
chrM 1131 0 0 c1-ready
chrM 1132 0 0 c1-ready
chrM 1133 0 0 c1-ready
chrM 1134 0 0 c1-ready
chrM 1135 0 0 c1-ready
chrM 1136 0 0 c1-ready
chrM 1137 0 0 c1-ready
chrM 1138 0 0 c1-ready
chrM 1139 0 0 c1-ready
chrM 1140 0 0 c1-ready
chrM 1141 0 0 c1-ready
chrM 1142 0 0 c1-ready
chrM 1143 0 0 c1-ready
chrM 1144 0 0 c1-ready
chrM 1145 0 0 c1-ready
chrM 1146 0 0 c1-ready
chrM 1147 0 0 c1-ready
chrM 1148 0 0 c1-ready
chrM 1149 0 0 c1-ready
chrM 1150 0 0 c1-ready
chrM 1151 0 0 c1-ready
chrM 1152 0 0 c1-ready
chrM 1153 0 0 c1-ready
chrM 1154 0 0 c1-ready
chrM 1155 0 0 c1-ready
chrM 1156 0 0 c1-ready
chrM 1157 0 0 c1-ready
chrM 1158 0 0 c1-ready
chrM 1159 0 0 c1-ready
chrM 1160 0 0 c1-ready
chrM 1161 0 0 c1-ready
chrM 1162 0 0 c1-ready
chrM 1163 0 0 c1-ready
chrM 1164 0 0 c1-ready
chrM 1165 0 0 c1-ready
chrM 1166 0 0 c1-ready
chrM 1167 0 0 c1-ready
chrM 1168 0 0 c1-ready
chrM 1169 0 0 c1-ready
chrM 1170 0 0 c1-ready
chrM 1171 0 0 c1-ready
chrM 1172 0 0 c1-ready
chrM 1173 0 0 c1-ready
chrM 1174 0 0 c1-ready
chrM 1175 0 0 c1-ready
chrM 1176 0 0 c1-ready
chrM 1177 0 0 c1-ready
chrM 1178 0 0 c1-ready
chrM 1179 0 0 c1-ready
chrM 1180 0 0 c1-ready
chrM 1181 0 0 c1-ready
chrM 1182 0 0 c1-ready
chrM 1183 0 0 c1-ready
chrM 1184 0 0 c1-ready
chrM 1185 0 0 c1-ready
chrM 1186 0 0 c1-ready
chrM 1187 0 0 c1-ready
chrM 1188 0 0 c1-ready
chrM 1189 0 0 c1-ready
chrM 1190 0 0 c1-ready
chrM 1191 0 0 c1-ready
chrM 1192 0 0 c1-ready
chrM 1193 0 0 c1-ready
chrM 1194 0 0 c1-ready
chrM 1195 0 0 c1-ready
chrM 1196 0 0 c1-ready
chrM 1197 0 0 c1-ready
chrM 1198 0 0 c1-ready
chrM 1199 0 0 c1-ready
chrM 1200 0 0 c1-ready
chrM 1201 0 0 c1-ready
chrM 1202 0 0 c1-ready
chrM 1203 0 0 c1-ready
chrM 1204 0 0 c1-ready
chrM 1205 0 0 c1-ready
chrM 1206 0 0 c1-ready
chrM 1207 0 0 c1-ready
chrM 1208 0 0 c1-ready
chrM 1209 0 0 c1-ready
chrM 1210 0 0 c1-ready
chrM 1211 0 0 c1-ready
chrM 1212 0 0 c1-ready
chrM 1213 0 0 c1-ready
chrM 1214 0 0 c1-ready
chrM 1215 0 0 c1-ready
chrM 1216 0 0 c1-ready
chrM 1217 0 0 c1-ready
chrM 1218 0 0 c1-ready
chrM 1219 0 0 c1-ready
chrM 1220 0 0 c1-ready
chrM 1221 0 0 c1-ready
chrM 1222 0 0 c1-ready
chrM 1223 0 0 c1-ready
chrM 1224 0 0 c1-ready
chrM 1225 0 0 c1-ready
chrM 1226 0 0 c1-ready
chrM 1227 0 0 c1-ready
chrM 1228 0 0 c1-ready
chrM 1229 0 0 c1-ready
chrM 1230 0 0 c1-ready
chrM 1231 0 0 c1-ready
chrM 1232 0 0 c1-ready
chrM 1233 0 0 c1-ready
chrM 1234 0 0 c1-ready
chrM 1235 0 0 c1-ready
chrM 1236 0 0 c1-ready
chrM 1237 0 0 c1-ready
chrM 1238 0 0 c1-ready
chrM 1239 0 0 c1-ready
chrM 1240 0 0 c1-ready
chrM 1241 0 0 c1-ready
chrM 1242 0 0 c1-ready
chrM 1243 0 0 c1-ready
chrM 1244 0 0 c1-ready
chrM 1245 0 0 c1-ready
chrM 1246 0 0 c1-ready
chrM 1247 0 0 c1-ready
chrM 1248 0 0 c1-ready
chrM 1249 0 0 c1-ready
chrM 1250 0 0 c1-ready
chrM 1251 0 0 c1-ready
chrM 1252 0 0 c1-ready
chrM 1253 0 0 c1-ready
chrM 1254 0 0 c1-ready
chrM 1255 0 0 c1-ready
chrM 1256 0 0 c1-ready
chrM 1257 0 0 c1-ready
chrM 1258 0 0 c1-ready
chrM 1259 0 0 c1-ready
chrM 1260 0 0 c1-ready
chrM 1261 0 0 c1-ready
chrM 1262 0 0 c1-ready
chrM 1263 0 0 c1-ready
chrM 1264 0 0 c1-ready
chrM 1265 0 0 c1-ready
chrM 1266 0 0 c1-ready
chrM 1267 0 0 c1-ready
chrM 1268 0 0 c1-ready
chrM 1269 0 0 c1-ready
chrM 1270 0 0 c1-ready
chrM 1271 0 0 c1-ready
chrM 1272 0 0 c1-ready
chrM 1273 0 0 c1-ready
chrM 1274 0 0 c1-ready
chrM 1275 0 0 c1-ready
chrM 1276 0 0 c1-ready
chrM 1277 0 0 c1-ready
chrM 1278 0 0 c1-ready
chrM 1279 0 0 c1-ready
chrM 1280 0 0 c1-ready
chrM 1281 0 0 c1-ready
chrM 1282 0 0 c1-ready
chrM 1283 0 0 c1-ready
chrM 1284 0 0 c1-ready
chrM 1285 0 0 c1-ready
chrM 1286 0 0 c1-ready
chrM 1287 0 0 c1-ready
chrM 1288 0 0 c1-ready
chrM 1289 0 0 c1-ready
chrM 1290 0 0 c1-ready
chrM 1291 0 0 c1-ready
chrM 1292 0 0 c1-ready
chrM 1293 0 0 c1-ready
chrM 1294 0 0 c1-ready
chrM 1295 0 0 c1-ready
chrM 1296 0 0 c1-ready
chrM 1297 0 0 c1-ready
chrM 1298 0 0 c1-ready
chrM 1299 0 0 c1-ready
chrM 1300 0 0 c1-ready
chrM 1301 0 0 c1-ready
chrM 1302 0 0 c1-ready
chrM 1303 0 0 c1-ready
chrM 1304 0 0 c1-ready
chrM 1305 0 0 c1-ready
chrM 1306 0 0 c1-ready
chrM 1307 0 0 c1-ready
chrM 1308 0 0 c1-ready
chrM 1309 0 0 c1-ready
chrM 1310 0 0 c1-ready
chrM 1311 0 0 c1-ready
chrM 1312 0 0 c1-ready
chrM 1313 0 0 c1-ready
chrM 1314 0 0 c1-ready
chrM 1315 0 0 c1-ready
chrM 1316 0 0 c1-ready
chrM 1317 0 0 c1-ready
chrM 1318 0 0 c1-ready
chrM 1319 0 0 c1-ready
chrM 1320 0 0 c1-ready
chrM 1321 0 0 c1-ready
chrM 1322 0 0 c1-ready
chrM 1323 0 0 c1-ready
chrM 1324 0 0 c1-ready
chrM 1325 0 0 c1-ready
chrM 1326 0 0 c1-ready
chrM 1327 0 0 c1-ready
chrM 1328 0 0 c1-ready
chrM 1329 0 0 c1-ready
chrM 1330 0 0 c1-ready
chrM 1331 0 0 c1-ready
chrM 1332 0 0 c1-ready
chrM 1333 0 0 c1-ready
chrM 1334 0 0 c1-ready
chrM 1335 0 0 c1-ready
chrM 1336 0 0 c1-ready
chrM 1337 0 0 c1-ready
chrM 1338 0 0 c1-ready
chrM 1339 0 0 c1-ready
chrM 1340 0 0 c1-ready
chrM 1341 0 0 c1-ready
chrM 1342 0 0 c1-ready
chrM 1343 0 0 c1-ready
chrM 1344 0 0 c1-ready
chrM 1345 0 0 c1-ready
chrM 1346 0 0 c1-ready
chrM 1347 0 0 c1-ready
chrM 1348 0 0 c1-ready
chrM 1349 0 0 c1-ready
chrM 1350 0 0 c1-ready
chrM 1351 0 0 c1-ready
chrM 1352 0 0 c1-ready
chrM 1353 0 0 c1-ready
chrM 1354 0 0 c1-ready
chrM 1355 0 0 c1-ready
chrM 1356 0 0 c1-ready
chrM 1357 0 0 c1-ready
chrM 1358 0 0 c1-ready
chrM 1359 0 0 c1-ready
chrM 1360 0 0 c1-ready
chrM 1361 0 0 c1-ready
chrM 1362 0 0 c1-ready
chrM 1363 0 0 c1-ready
chrM 1364 0 0 c1-ready
